State Name ,District Name,Urban Local Bodies (Municipality/Munipal Corparation/Nac,Block,Rural Local Bodies (Gp/Ward),Total_IGNDPS
Odisha ,Kendhujar,NA,Saharapada,Barbil,10.78
Odisha ,Kendhujar,NA,Saharapada,Dalapaka,6.16
Odisha ,Kendhujar,NA,Saharapada,Damahuda,16.94
Odisha ,Kendhujar,NA,Saharapada,Digiposi,7.57
Odisha ,Kendhujar,NA,Saharapada,Gandabeda,12.19
Odisha ,Kendhujar,NA,Saharapada,Gorasa,9.24
Odisha ,Kendhujar,NA,Saharapada,Kapundi,14.21
Odisha ,Kendhujar,NA,Saharapada,Khadikapada,8.61
Odisha ,Kendhujar,NA,Saharapada,Khajirapat,13.86
Odisha ,Kendhujar,NA,Saharapada,Khuntapada,6.16
Odisha ,Kendhujar,NA,Saharapada,Kundala,41.56
Odisha ,Kendhujar,NA,Saharapada,Machhagarh,21.56
Odisha ,Kendhujar,NA,Saharapada,Malarpada,4.62
Odisha ,Kendhujar,NA,Saharapada,Raidiha,8.55
Odisha ,Kendhujar,NA,Saharapada,Saharapada,12.32
Odisha ,Kendhujar,NA,Saharapada,Shankhua,0.18
Odisha ,Kendhujar,NA,Saharapada,Silipada,16.91
Odisha ,Kendhujar,NA,Saharapada,Tendera,6.16
Odisha ,Kendhujar,NA,Saharapada,Udayapur,7.88
Odisha ,Kendhujar,NA,Saharapada,Total,234.7
Odisha ,Kendhujar,NA,Telkoi,Akula,12.49
Odisha ,Kendhujar,NA,Telkoi,Balabhadrapur,46.41
Odisha ,Kendhujar,NA,Telkoi,Bimala,21.42
Odisha ,Kendhujar,NA,Telkoi,Binjabahal,69.61
Odisha ,Kendhujar,NA,Telkoi,Chhamunda,19.64
Odisha ,Kendhujar,NA,Telkoi,Dobalapal,17.85
Odisha ,Kendhujar,NA,Telkoi,Kaliahata,9.7
Odisha ,Kendhujar,NA,Telkoi,Karadangi,1.79
Odisha ,Kendhujar,NA,Telkoi,Karamangi,10.46
Odisha ,Kendhujar,NA,Telkoi,Khuntapada,37.23
Odisha ,Kendhujar,NA,Telkoi,Oriya-Birida,16.8
Odisha ,Kendhujar,NA,Telkoi,Podang,6.13
Odisha ,Kendhujar,NA,Telkoi,Purujoda,20.16
Odisha ,Kendhujar,NA,Telkoi,Saleikena,16.84
Odisha ,Kendhujar,NA,Telkoi,Sibanarayanpurgoda,22.95
Odisha ,Kendhujar,NA,Telkoi,Talapada,1.79
Odisha ,Kendhujar,NA,Telkoi,Total,331.27
Odisha ,Kendhujar,NA,Total,NA,2080.3
Odisha ,Khordha,Balugaon NAC,NA,Ward-1,0.41
Odisha ,Khordha,Balugaon NAC,NA,Ward-10,0.19
Odisha ,Khordha,Balugaon NAC,NA,Ward-11,0.56
Odisha ,Khordha,Balugaon NAC,NA,Ward-2,0.55
Odisha ,Khordha,Balugaon NAC,NA,Ward-3,1.95
Odisha ,Khordha,Balugaon NAC,NA,Ward-4,0.4
Odisha ,Khordha,Balugaon NAC,NA,Ward-5,1.14
Odisha ,Khordha,Balugaon NAC,NA,Ward-6,2.02
Odisha ,Khordha,Balugaon NAC,NA,Ward-7,0.38
Odisha ,Khordha,Balugaon NAC,NA,Ward-8,0.22
Odisha ,Khordha,Balugaon NAC,NA,Ward-9,1.41
Odisha ,Khordha,Balugaon NAC,NA,Total,9.23
Odisha ,Khordha,NA,Bolagarh,Gopalpur,1.96
Odisha ,Khordha,NA,Bolagarh,Kadaba,3.85
Odisha ,Khordha,NA,Bolagarh,Pichukuli,1.05
Odisha ,Khordha,NA,Bolagarh,Dabardhuapatana,2.59
Odisha ,Khordha,NA,Bolagarh,Daleisahi,2.1
Odisha ,Khordha,NA,Bolagarh,Fasioda,2.03
Odisha ,Khordha,NA,Bolagarh,Bolagarh,2.94
Odisha ,Khordha,NA,Bolagarh,Badakumari,2.59
Odisha ,Khordha,NA,Bolagarh,Bankoi Desh,3.79
Odisha ,Khordha,NA,Bolagarh,Asaraladal,2.45
Odisha ,Khordha,NA,Bolagarh,Gediapali,1.75
Odisha ,Khordha,NA,Bolagarh,Arikma,3.5
Odisha ,Khordha,NA,Bolagarh,Patapursasan,4.41
Odisha ,Khordha,NA,Bolagarh,Sagar Gaon,6.51
Odisha ,Khordha,NA,Bolagarh,Khanguria,1.89
Odisha ,Khordha,NA,Bolagarh,Kalanga,3.78
Odisha ,Khordha,NA,Bolagarh,Sanapadar,1.54
Odisha ,Khordha,NA,Bolagarh,Manibandha,2.17
Odisha ,Khordha,NA,Bolagarh,Dhalapathar,1.82
Odisha ,Khordha,NA,Bolagarh,Total,52.72
Odisha ,Khordha,NA,Chilika,Badakul,4.8
Odisha ,Khordha,NA,Chilika,Singheswar,9.21
Odisha ,Khordha,NA,Chilika,Sana Nairi,5.17
Odisha ,Khordha,NA,Chilika,Baulabandha,5.63
Odisha ,Khordha,NA,Chilika,Jaripada,2.57
Odisha ,Khordha,NA,Chilika,Kalakaleswar,3.83
Odisha ,Khordha,NA,Chilika,Chandeswar,4.38
Odisha ,Khordha,NA,Chilika,Biribadi,2.57
Odisha ,Khordha,NA,Chilika,Haripur,6.2
Odisha ,Khordha,NA,Chilika,Soran,6.62
Odisha ,Khordha,NA,Chilika,Kumandalpatna,6.59
Odisha ,Khordha,NA,Chilika,Nimikheta,5.09
Odisha ,Khordha,NA,Chilika,Hatabardiha,4.25
Odisha ,Khordha,NA,Chilika,Ankula,6.01
Odisha ,Khordha,NA,Chilika,Atharbatia,1.84
Odisha ,Khordha,NA,Chilika,Dungamal-Ct,1.94
Odisha ,Khordha,NA,Chilika,Manasinghpur,3.96
Odisha ,Khordha,NA,Chilika,Total,80.66
Odisha ,Khordha,NA,Khordha,Narangarh,24.85
Odisha ,Khordha,NA,Khordha,Brajamohanpur,5.31
Odisha ,Khordha,NA,Khordha,Kanpur,5.19
Odisha ,Khordha,NA,Khordha,Golabai Sasan,13.85
Odisha ,Khordha,NA,Khordha,Nijigarh Tapanga,8.78
Odisha ,Khordha,NA,Khordha,Bajapur,7.85
Odisha ,Khordha,NA,Khordha,Pallatotapada,11.13
Odisha ,Khordha,NA,Khordha,Kuradhamal,2
Odisha ,Khordha,NA,Khordha,Kaipadar,4.7
Odisha ,Khordha,NA,Khordha,Nalipada Arjunpur,8.83
Odisha ,Khordha,NA,Khordha,Tangiapada,11.33
Odisha ,Khordha,NA,Khordha,Malipur,9.06
Odisha ,Khordha,NA,Khordha,Garh Haladia,14.7
Odisha ,Khordha,NA,Khordha,Orabarsingh,10.02
Odisha ,Khordha,NA,Khordha,Dhauli Muhan,11.35
Odisha ,Khordha,NA,Khordha,Godipada,10.76
Odisha ,Khordha,NA,Khordha,Jankia,3.21
Odisha ,Khordha,NA,Khordha,Bangida,6.55
Odisha ,Khordha,NA,Khordha,Pubusahi,7.79
Odisha ,Khordha,NA,Khordha,Barasahi,3.34
Odisha ,Khordha,NA,Khordha,Nandapur,8.64
Odisha ,Khordha,NA,Khordha,Keranga,5.68
Odisha ,Khordha,NA,Khordha,Total,194.92
Odisha ,Khordha,Khordha Municipality,NA,Ward-1,1.76
Odisha ,Khordha,Khordha Municipality,NA,Ward-14,0.2
Odisha ,Khordha,Khordha Municipality,NA,Ward-16,0.59
Odisha ,Khordha,Khordha Municipality,NA,Ward-17,0.39
Odisha ,Khordha,Khordha Municipality,NA,Ward-18,0.2
Odisha ,Khordha,Khordha Municipality,NA,Ward-19,0.39
Odisha ,Khordha,Khordha Municipality,NA,Ward-2,2.16
Odisha ,Khordha,Khordha Municipality,NA,Ward-21,1.76
Odisha ,Khordha,Khordha Municipality,NA,Ward-22,0.59
Odisha ,Khordha,Khordha Municipality,NA,Ward-3,0.2
Odisha ,Khordha,Khordha Municipality,NA,Ward-4,0.39
Odisha ,Khordha,Khordha Municipality,NA,Ward-5,0.78
Odisha ,Khordha,Khordha Municipality,NA,Ward-7,0.2
Odisha ,Khordha,Khordha Municipality,NA,Ward-8,0.2
Odisha ,Khordha,Khordha Municipality,NA,Total,9.81
Odisha ,Khordha,NA,Tangi,Kuhudi,2.93
Odisha ,Khordha,NA,Tangi,Ratanpur,0.48
Odisha ,Khordha,NA,Tangi,Kantalbai,4.68
Odisha ,Khordha,NA,Tangi,Bhusundipur,5.04
Odisha ,Khordha,NA,Tangi,Sundarpur,3.35
Odisha ,Khordha,NA,Tangi,Nuagarh,2.35
Odisha ,Khordha,NA,Tangi,Tangi,6.13
Odisha ,Khordha,NA,Tangi,Badapari,1.78
Odisha ,Khordha,NA,Tangi,Kunjuri,0.2
Odisha ,Khordha,NA,Tangi,Nirakarpur,5.91
Odisha ,Khordha,NA,Tangi,Olasingh,5.32
Odisha ,Khordha,NA,Tangi,Badapokharia,1.68
Odisha ,Khordha,NA,Tangi,Sarapari,1.68
Odisha ,Khordha,NA,Tangi,Achyutpur,2.49
Odisha ,Khordha,NA,Tangi,Rameswar,0.81
Odisha ,Khordha,NA,Tangi,Chhanagiri,0.94
Odisha ,Khordha,NA,Tangi,Kamaguru,3.69
Odisha ,Khordha,NA,Tangi,Balipatpur,4.11
Odisha ,Khordha,NA,Tangi,Pariorada,2.72
Odisha ,Khordha,NA,Tangi,Lendo,4.66
Odisha ,Khordha,NA,Tangi,Dia,3.18
Odisha ,Khordha,NA,Tangi,Sanarautapada,0.92
Odisha ,Khordha,NA,Tangi,Ramachandrapur,1.4
Odisha ,Khordha,NA,Tangi,Mangalajodi,5.7
Odisha ,Khordha,NA,Tangi,Ujalagopinathpur,1.02
Odisha ,Khordha,NA,Tangi,Tankol,4.34
Odisha ,Khordha,NA,Tangi,Total,77.51
Odisha ,Khordha,NA,Total,NA,424.85
Odisha ,Koraput,NA,Bandhugaon,Almanda,26.77
Odisha ,Koraput,NA,Bandhugaon,Bandhugaon,9.1
Odisha ,Koraput,NA,Bandhugaon,Garidi,4.96
Odisha ,Koraput,NA,Bandhugaon,Jaguguda,9.55
Odisha ,Koraput,NA,Bandhugaon,Kaberibadi,2.37
Odisha ,Koraput,NA,Bandhugaon,Kanagam,3.9
Odisha ,Koraput,NA,Bandhugaon,Kapalada,2.63
Odisha ,Koraput,NA,Bandhugaon,Kumbhagonda,2.53
Odisha ,Koraput,NA,Bandhugaon,Kumbhariput,4.61
Odisha ,Koraput,NA,Bandhugaon,Kutrabeda,4.98
Odisha ,Koraput,NA,Bandhugaon,Nilabadi,1.69
Odisha ,Koraput,NA,Bandhugaon,Pedaoloda,1.72
Odisha ,Koraput,NA,Bandhugaon,Total,74.81
Odisha ,Koraput,NA,Boipariguda,Baligam,2.51
Odisha ,Koraput,NA,Boipariguda,Bodaput,1.64
Odisha ,Koraput,NA,Boipariguda,Boipariguda,3.97
Odisha ,Koraput,NA,Boipariguda,Chandrapada,3.7
Odisha ,Koraput,NA,Boipariguda,Chipakur,2.76
Odisha ,Koraput,NA,Boipariguda,Dandabadi,10.84
Odisha ,Koraput,NA,Boipariguda,Dasamanthpur,5.12
Odisha ,Koraput,NA,Boipariguda,Doraguda,7.34
Odisha ,Koraput,NA,Boipariguda,Gupteswar,0.59
Odisha ,Koraput,NA,Boipariguda,Haladikunda,0.05
Odisha ,Koraput,NA,Boipariguda,Kathapada,1.39
Odisha ,Koraput,NA,Boipariguda,Kenduguda,8.71
Odisha ,Koraput,NA,Boipariguda,Kollar,4.75
Odisha ,Koraput,NA,Boipariguda,Majhiguda,1.54
Odisha ,Koraput,NA,Boipariguda,Mohuli,2.37
Odisha ,Koraput,NA,Boipariguda,Ramagiri,9.57
Odisha ,Koraput,NA,Boipariguda,Tentuligumma,0.67
Odisha ,Koraput,NA,Boipariguda,Pujariguda,0.92
Odisha ,Koraput,NA,Boipariguda,Cherka,0.03
Odisha ,Koraput,NA,Boipariguda,Mathapoda,0.01
Odisha ,Koraput,NA,Boipariguda,Pendapoda,0.34
Odisha ,Koraput,NA,Boipariguda,Total,68.82
Odisha ,Koraput,NA,Borigumma,Anchala,4.75
Odisha ,Koraput,NA,Borigumma,Aunli,6.36
Odisha ,Koraput,NA,Borigumma,B.Singpur,4.04
Odisha ,Koraput,NA,Borigumma,Benagam,1.37
Odisha ,Koraput,NA,Borigumma,Benasur,4
Odisha ,Koraput,NA,Borigumma,Bijapur,5.96
Odisha ,Koraput,NA,Borigumma,Bodigam,5.85
Odisha ,Koraput,NA,Borigumma,Borigumma,2.79
Odisha ,Koraput,NA,Borigumma,Champapodar,4.45
Odisha ,Koraput,NA,Borigumma,Dengapodar,7.34
Odisha ,Koraput,NA,Borigumma,Gujuniguda,3.14
Odisha ,Koraput,NA,Borigumma,Gumuda,2.95
Odisha ,Koraput,NA,Borigumma,Haridaguda,0.65
Odisha ,Koraput,NA,Borigumma,Hordoli,1.75
Odisha ,Koraput,NA,Borigumma,Jujhari,2.45
Odisha ,Koraput,NA,Borigumma,Kamara,1.74
Odisha ,Koraput,NA,Borigumma,Kamata,1.18
Odisha ,Koraput,NA,Borigumma,Kanagam,3.41
Odisha ,Koraput,NA,Borigumma,Katharagada,5.45
Odisha ,Koraput,NA,Borigumma,Kumuli,2.32
Odisha ,Koraput,NA,Borigumma,Malda,3.06
Odisha ,Koraput,NA,Borigumma,Munja,0.68
Odisha ,Koraput,NA,Borigumma,Narigam,1.19
Odisha ,Koraput,NA,Borigumma,Nuagam,2.46
Odisha ,Koraput,NA,Borigumma,Pondasguda,1.35
Odisha ,Koraput,NA,Borigumma,Ranaspur,2.45
Odisha ,Koraput,NA,Borigumma,Sanoparia,5.61
Odisha ,Koraput,NA,Borigumma,Sargiguda,5.08
Odisha ,Koraput,NA,Borigumma,Semelaguda,0.82
Odisha ,Koraput,NA,Borigumma,Sosahandi,2.08
Odisha ,Koraput,NA,Borigumma,Total,96.73
Odisha ,Koraput,NA,Dasamantapur,Chanabada,1.96
Odisha ,Koraput,NA,Dasamantapur,Chikambo,1.68
Odisha ,Koraput,NA,Dasamantapur,Dasamantapur,6.99
Odisha ,Koraput,NA,Dasamantapur,Duarsuni,1.4
Odisha ,Koraput,NA,Dasamantapur,Dumbaguda,1.97
Odisha ,Koraput,NA,Dasamantapur,Gadiaguda,5.14
Odisha ,Koraput,NA,Dasamantapur,Giriligumma,14.78
Odisha ,Koraput,NA,Dasamantapur,Lulla,1.2
Odisha ,Koraput,NA,Dasamantapur,Malkangiri,7.15
Odisha ,Koraput,NA,Dasamantapur,Mujango,5.96
Odisha ,Koraput,NA,Dasamantapur,Murkar,1.48
Odisha ,Koraput,NA,Dasamantapur,Nandigam,1.07
Odisha ,Koraput,NA,Dasamantapur,Paika Phulbeda,5.12
Odisha ,Koraput,NA,Dasamantapur,Pindapadar,5.19
Odisha ,Koraput,NA,Dasamantapur,Podagada,3.23
Odisha ,Koraput,NA,Dasamantapur,Poraja Bedapodar,2.13
Odisha ,Koraput,NA,Dasamantapur,Total,66.45
Odisha ,Koraput,NA,Jeypore,Ambaguda,0.59
Odisha ,Koraput,NA,Jeypore,Anta,1.41
Odisha ,Koraput,NA,Jeypore,Badajiuna,0.65
Odisha ,Koraput,NA,Jeypore,Balia,0.92
Odisha ,Koraput,NA,Jeypore,Bariniput,0.7
Odisha ,Koraput,NA,Jeypore,Dhanpur,1.08
Odisha ,Koraput,NA,Jeypore,Dongarchinchi,1.03
Odisha ,Koraput,NA,Jeypore,Ekamba,0.1
Odisha ,Koraput,NA,Jeypore,Hadia,0.16
Odisha ,Koraput,NA,Jeypore,Jamunda,0.9
Odisha ,Koraput,NA,Jeypore,Jayantigiri,0.97
Odisha ,Koraput,NA,Jeypore,Kaliagam,0.64
Odisha ,Koraput,NA,Jeypore,Kebidi,0.27
Odisha ,Koraput,NA,Jeypore,Konga,0.79
Odisha ,Koraput,NA,Jeypore,Kumuliput,1.14
Odisha ,Koraput,NA,Jeypore,Phampuni,1.62
Odisha ,Koraput,NA,Jeypore,Pujariput,0.65
Odisha ,Koraput,NA,Jeypore,Randapalli,0.22
Odisha ,Koraput,NA,Jeypore,Ranigada,0.43
Odisha ,Koraput,NA,Jeypore,Tankua,0.43
Odisha ,Koraput,NA,Jeypore,Umuri,0.65
Odisha ,Koraput,NA,Jeypore,Total,15.35
Odisha ,Koraput,Jeypore Urban,NA,Ward-1,0.2
Odisha ,Koraput,Jeypore Urban,NA,Ward-10,0.41
Odisha ,Koraput,Jeypore Urban,NA,Ward-11,0.05
Odisha ,Koraput,Jeypore Urban,NA,Ward-14,0.2
Odisha ,Koraput,Jeypore Urban,NA,Ward-2,0.81
Odisha ,Koraput,Jeypore Urban,NA,Ward-24,0.41
Odisha ,Koraput,Jeypore Urban,NA,Ward-26,0.2
Odisha ,Koraput,Jeypore Urban,NA,Ward-28,0.41
Odisha ,Koraput,Jeypore Urban,NA,Ward-4,0.25
Odisha ,Koraput,Jeypore Urban,NA,Ward-5,1.22
Odisha ,Koraput,Jeypore Urban,NA,Ward-7,0.2
Odisha ,Koraput,Jeypore Urban,NA,Ward-8,0.41
Odisha ,Koraput,Jeypore Urban,NA,Ward-9,0.81
Odisha ,Koraput,Jeypore Urban,NA,Total,5.58
Odisha ,Koraput,NA,Koraput,Bada Kerenga,6.82
Odisha ,Koraput,NA,Koraput,Bada Suku,1.37
Odisha ,Koraput,NA,Koraput,Deoghati,1.98
Odisha ,Koraput,NA,Koraput,Dumuripadar,1.39
Odisha ,Koraput,NA,Koraput,Kendar,1.75
Odisha ,Koraput,NA,Koraput,Lankaput,0.2
Odisha ,Koraput,NA,Koraput,Litiguda,1.6
Odisha ,Koraput,NA,Koraput,Mahadeiput,2.47
Odisha ,Koraput,NA,Koraput,Manbar,0.7
Odisha ,Koraput,NA,Koraput,Mastiput,1.86
Odisha ,Koraput,NA,Koraput,Mathalput,3.35
Odisha ,Koraput,NA,Koraput,Padmapur,1.85
Odisha ,Koraput,NA,Koraput,Umuri,1.11
Odisha ,Koraput,NA,Koraput,Total,26.45
Odisha ,Koraput,Koraput Urban,NA,Ward-1,2.47
Odisha ,Koraput,Koraput Urban,NA,Ward-10,1.34
Odisha ,Koraput,Koraput Urban,NA,Ward-11,2.06
Odisha ,Koraput,Koraput Urban,NA,Ward-12,1.44
Odisha ,Koraput,Koraput Urban,NA,Ward-13,1.8
Odisha ,Koraput,Koraput Urban,NA,Ward-14,1.05
Odisha ,Koraput,Koraput Urban,NA,Ward-15,0.46
Odisha ,Koraput,Koraput Urban,NA,Ward-16,0.59
Odisha ,Koraput,Koraput Urban,NA,Ward-17,0.92
Odisha ,Koraput,Koraput Urban,NA,Ward-18,1.49
Odisha ,Koraput,Koraput Urban,NA,Ward-19,0.47
Odisha ,Koraput,Koraput Urban,NA,Ward-2,1.84
Odisha ,Koraput,Koraput Urban,NA,Ward-20,0.49
Odisha ,Koraput,Koraput Urban,NA,Ward-3,0.9
Odisha ,Koraput,Koraput Urban,NA,Ward-4,2.61
Odisha ,Koraput,Koraput Urban,NA,Ward-5,0.42
Odisha ,Koraput,Koraput Urban,NA,Ward-6,1.39
Odisha ,Koraput,Koraput Urban,NA,Ward-7,2.33
Odisha ,Koraput,Koraput Urban,NA,Ward-8,1.65
Odisha ,Koraput,Koraput Urban,NA,Ward-9,4.19
Odisha ,Koraput,Koraput Urban,NA,Total,29.91
Odisha ,Koraput,NA,Kotpad,Batasana,8.01
Odisha ,Koraput,NA,Kotpad,Bhonsuli,3.15
Odisha ,Koraput,NA,Kotpad,Bobeya,4.05
Odisha ,Koraput,NA,Kotpad,Chandili,5.26
Odisha ,Koraput,NA,Kotpad,Chhattarla,3.46
Odisha ,Koraput,NA,Kotpad,Chitra,5.63
Odisha ,Koraput,NA,Kotpad,Dhamanahandi,3.53
Odisha ,Koraput,NA,Kotpad,Ghumar,4.7
Odisha ,Koraput,NA,Kotpad,Girla,6.57
Odisha ,Koraput,NA,Kotpad,Guali,5.56
Odisha ,Koraput,NA,Kotpad,Gumuda,3.85
Odisha ,Koraput,NA,Kotpad,Kusumi,9.19
Odisha ,Koraput,NA,Kotpad,Murtahandi,6.24
Odisha ,Koraput,NA,Kotpad,S.B.Nuagam,5.96
Odisha ,Koraput,NA,Kotpad,Sadaranga,3.17
Odisha ,Koraput,NA,Kotpad,Sarigiguda,4.38
Odisha ,Koraput,NA,Kotpad,Sutipadar,3.35
Odisha ,Koraput,NA,Kotpad,Total,86.06
Odisha ,Koraput,Kotpad Urban,NA,Ward-1,0.96
Odisha ,Koraput,Kotpad Urban,NA,Ward-11,1.89
Odisha ,Koraput,Kotpad Urban,NA,Ward-12,0.63
Odisha ,Koraput,Kotpad Urban,NA,Ward-2,0.73
Odisha ,Koraput,Kotpad Urban,NA,Ward-3,0.42
Odisha ,Koraput,Kotpad Urban,NA,Ward-5,1.36
Odisha ,Koraput,Kotpad Urban,NA,Ward-8,0.67
Odisha ,Koraput,Kotpad Urban,NA,Ward-9,0.82
Odisha ,Koraput,Kotpad Urban,NA,Total,7.48
Odisha ,Koraput,NA,Kundura,Assana,1.21
Odisha ,Koraput,NA,Kundura,Bagderi,2.36
Odisha ,Koraput,NA,Kundura,Banuaguda,4.46
Odisha ,Koraput,NA,Kundura,Bhusanguda,1.98
Odisha ,Koraput,NA,Kundura,Dangarpaunsi,1.58
Odisha ,Koraput,NA,Kundura,Digapur,1.08
Odisha ,Koraput,NA,Kundura,Ghumar,22.37
Odisha ,Koraput,NA,Kundura,Kerimiti,0.37
Odisha ,Koraput,NA,Kundura,Kundra,2.33
Odisha ,Koraput,NA,Kundura,Lima,2.11
Odisha ,Koraput,NA,Kundura,Mosigam,1.97
Odisha ,Koraput,NA,Kundura,Raniguda,0.73
Odisha ,Koraput,NA,Kundura,Total,42.55
Odisha ,Koraput,NA,Lamtaput,Badigada,2.09
Odisha ,Koraput,NA,Lamtaput,Balel,2.61
Odisha ,Koraput,NA,Lamtaput,Banamaliput,0.91
Odisha ,Koraput,NA,Lamtaput,Chikenput,3
Odisha ,Koraput,NA,Lamtaput,Dabuguda,3.29
Odisha ,Koraput,NA,Lamtaput,Godihanjar,1.44
Odisha ,Koraput,NA,Lamtaput,Guneipoda,3.44
Odisha ,Koraput,NA,Lamtaput,Jalahanjar,1.81
Odisha ,Koraput,NA,Lamtaput,Kumargandhana,0.42
Odisha ,Koraput,NA,Lamtaput,Lamtaput,2.14
Odisha ,Koraput,NA,Lamtaput,Onkadeli,1.06
Odisha ,Koraput,NA,Lamtaput,Petta,1.49
Odisha ,Koraput,NA,Lamtaput,Thusuba,4.58
Odisha ,Koraput,NA,Lamtaput,Tikarpada,0.99
Odisha ,Koraput,NA,Lamtaput,Umbel,0.45
Odisha ,Koraput,NA,Lamtaput,Total,29.72
Odisha ,Koraput,NA,Laxmipur,Bhitaragada,1.23
Odisha ,Koraput,NA,Laxmipur,Burja,8.17
Odisha ,Koraput,NA,Laxmipur,Champi,2.91
Odisha ,Koraput,NA,Laxmipur,Goudaguda,0.11
Odisha ,Koraput,NA,Laxmipur,Kakirigumma,7.4
Odisha ,Koraput,NA,Laxmipur,Kusumguda,10.19
Odisha ,Koraput,NA,Laxmipur,Kutinga,1.46
Odisha ,Koraput,NA,Laxmipur,Laxmipur,2.46
Odisha ,Koraput,NA,Laxmipur,Odiyapentho,3.79
Odisha ,Koraput,NA,Laxmipur,Panchada,1.23
Odisha ,Koraput,NA,Laxmipur,Pipalpadar,2.55
Odisha ,Koraput,NA,Laxmipur,Toyaput,7.9
Odisha ,Koraput,NA,Laxmipur,Tunpar,1.28
Odisha ,Koraput,NA,Laxmipur,Total,50.68
Odisha ,Koraput,NA,Nandapur,Attanda,0.47
Odisha ,Koraput,NA,Nandapur,Badel,0.42
Odisha ,Koraput,NA,Nandapur,Balda,2.22
Odisha ,Koraput,NA,Nandapur,Bilaput,1.69
Odisha ,Koraput,NA,Nandapur,Chatwa,0.03
Odisha ,Koraput,NA,Nandapur,Goluru,3.02
Odisha ,Koraput,NA,Nandapur,Hatibari,0.65
Odisha ,Koraput,NA,Nandapur,Hikimput,3.09
Odisha ,Koraput,NA,Nandapur,Kasandi,1.48
Odisha ,Koraput,NA,Nandapur,Khemunduguda,1.61
Odisha ,Koraput,NA,Nandapur,Khurji,2.58
Odisha ,Koraput,NA,Nandapur,Kulabir,2.67
Odisha ,Koraput,NA,Nandapur,Kularsingh,1.04
Odisha ,Koraput,NA,Nandapur,Malibelgam,2.04
Odisha ,Koraput,NA,Nandapur,Nandaka,0.92
Odisha ,Koraput,NA,Nandapur,Nandapur,1.76
Odisha ,Koraput,NA,Nandapur,Padwa,0.65
Odisha ,Koraput,NA,Nandapur,Panthalungu,0.45
Odisha ,Koraput,NA,Nandapur,Raising,1.08
Odisha ,Koraput,NA,Nandapur,Thuba,1.08
Odisha ,Koraput,NA,Nandapur,Total,28.95
Odisha ,Koraput,NA,Narayan Patana,Balipeta,2.24
Odisha ,Koraput,NA,Narayan Patana,Bijaghati,1.38
Odisha ,Koraput,NA,Narayan Patana,Borigi,2.6
Odisha ,Koraput,NA,Narayan Patana,Kumbhari,1.98
Odisha ,Koraput,NA,Narayan Patana,Langalabeda,1.79
Odisha ,Koraput,NA,Narayan Patana,Narayan Patna,5.63
Odisha ,Koraput,NA,Narayan Patana,Podapadar,0.69
Odisha ,Koraput,NA,Narayan Patana,Talagumandi,0.9
Odisha ,Koraput,NA,Narayan Patana,Tentulipadar,1.22
Odisha ,Koraput,NA,Narayan Patana,Total,18.43
Odisha ,Koraput,NA,Pottangi,Ampavalli,2.47
Odisha ,Koraput,NA,Pottangi,Chandaka,4.4
Odisha ,Koraput,NA,Pottangi,Deopottangi,3.09
Odisha ,Koraput,NA,Pottangi,Ganjarajpur,1.6
Odisha ,Koraput,NA,Pottangi,Kotiya,4.06
Odisha ,Koraput,NA,Pottangi,Maliput,1.28
Odisha ,Koraput,NA,Pottangi,Nuagaon,0.22
Odisha ,Koraput,NA,Pottangi,Peturu,2.62
Odisha ,Koraput,NA,Pottangi,Pottangi,4.89
Odisha ,Koraput,NA,Pottangi,Pukali,3.87
Odisha ,Koraput,NA,Pottangi,Rallegada,2.64
Odisha ,Koraput,NA,Pottangi,Sombai,1.9
Odisha ,Koraput,NA,Pottangi,Sunki,2.12
Odisha ,Koraput,NA,Pottangi,Talagoluru,2.33
Odisha ,Koraput,NA,Pottangi,Total,37.49
Odisha ,Koraput,NA,Semiliguda,Daleiguda,3.58
Odisha ,Koraput,NA,Semiliguda,Dudhari,0.83
Odisha ,Koraput,NA,Semiliguda,Gunthaput,1.53
Odisha ,Koraput,NA,Semiliguda,Hataguda,0.83
Odisha ,Koraput,NA,Semiliguda,Khudi,3.72
Odisha ,Koraput,NA,Semiliguda,Kunduli,1.67
Odisha ,Koraput,NA,Semiliguda,Pakjholla,4.7
Odisha ,Koraput,NA,Semiliguda,Parajamuthai,1.65
Odisha ,Koraput,NA,Semiliguda,Rajput,2.48
Odisha ,Koraput,NA,Semiliguda,Renga,2.06
Odisha ,Koraput,NA,Semiliguda,Sadam,1.24
Odisha ,Koraput,NA,Semiliguda,Sorisapadar,2.89
Odisha ,Koraput,NA,Semiliguda,Subai,6.75
Odisha ,Koraput,NA,Semiliguda,Upper Kanti,1.99
Odisha ,Koraput,NA,Semiliguda,Chrangul,4.75
Odisha ,Koraput,NA,Semiliguda,Pitaguda,1.24
Odisha ,Koraput,NA,Semiliguda,Rajpalma,0.83
Odisha ,Koraput,NA,Semiliguda,Total,42.74
Odisha ,Koraput,NA,Total,NA,728.2
Odisha ,Malkajgiri,Balimela Urban,NA,Ward-1,1
Odisha ,Malkajgiri,Balimela Urban,NA,Ward-10,0.29
Odisha ,Malkajgiri,Balimela Urban,NA,Ward-11,0.29
Odisha ,Malkajgiri,Balimela Urban,NA,Ward-12,0.6
Odisha ,Malkajgiri,Balimela Urban,NA,Ward-2,0.65
Odisha ,Malkajgiri,Balimela Urban,NA,Ward-3,0.35
