g_match_id,s_id,g_district,district_mapped,g_block,block_mapped,g_gp,gp_mapped,g_ac_id,g_ac,g_pc,s_state,s_district,s_block,Number of Gram Panchayats,s_gp,Openning Balance for FY 2018-19,Total Fund Available for the FY 2018-19,Total Expenditure on Wages for FY 2018-19,Total Expenditure on Materials for FY 2018-19,Total Expenditure on Tax for FY 2018-19,Total Expenditure on Admin Expenses  for FY 2018-19,Grand Total Expenditure for FY 2018-19,Total Unspent Balance for FY 2018-19,Total Payment Due for FY 2018-19,updated_district_name,updated_block_name,updated_gp_name
1183,2102,keonjhar,yes,keonjhar,yes,kaunrikala,yes,24,24 keonjhar (st),keonjhar (st),odisha,keonjhar,keonjhar,11,kaunrikala,0.3,14.29,12.3,1.68,0.02,0,13.99,0.3,0.03,keonjhar,keonjhar,kaunrikala
1184,2103,keonjhar,yes,keonjhar,yes,mahadeijoda,yes,24,24 keonjhar (st),keonjhar (st),odisha,keonjhar,keonjhar,12,mahadeijoda,3.13,27.41,24.28,0,0,0,24.28,3.13,0.07,keonjhar,keonjhar,mahadeijoda
1185,2104,keonjhar,yes,keonjhar,yes,maidankel,yes,24,24 keonjhar (st),keonjhar (st),odisha,keonjhar,keonjhar,13,maidankel,-11.71,56.76,54.21,15.09,0.22,0,69.53,-12.77,0.13,keonjhar,keonjhar,maidankel
1186,2105,keonjhar,yes,keonjhar,yes,mandua,yes,24,24 keonjhar (st),keonjhar (st),odisha,keonjhar,keonjhar,14,mandua,0.99,11.25,10.4,0,0,0,10.4,0.86,0.04,keonjhar,keonjhar,mandua
1187,2106,keonjhar,yes,keonjhar,yes,naranpur,yes,24,24 keonjhar (st),keonjhar (st),odisha,keonjhar,keonjhar,15,naranpur,1.27,29.97,18.53,9.98,0.2,0,28.71,1.27,0.06,keonjhar,keonjhar,naranpur
1188,2107,keonjhar,yes,keonjhar,yes,nelung,yes,24,24 keonjhar (st),keonjhar (st),odisha,keonjhar,keonjhar,16,nelung,7.11,10.86,3.75,0,0,0,3.75,7.11,0.01,keonjhar,keonjhar,nelung
1189,2108,keonjhar,yes,keonjhar,yes,nuagaon,yes,24,24 keonjhar (st),keonjhar (st),odisha,keonjhar,keonjhar,17,nuagaon,-8,14.46,21.07,6.95,0.08,0,28.1,-13.64,0.15,keonjhar,keonjhar,nuagaon
1190,2109,keonjhar,yes,keonjhar,yes,padmapur,yes,24,24 keonjhar (st),keonjhar (st),odisha,keonjhar,keonjhar,18,padmapur,0.87,21.12,13.66,6.7,0.08,0,20.45,0.67,0.39,keonjhar,keonjhar,padmapur
1191,2110,keonjhar,yes,keonjhar,yes,palaspanga,yes,24,24 keonjhar (st),keonjhar (st),odisha,keonjhar,keonjhar,19,palaspanga,24.46,63.24,27.78,10.86,0.13,0,38.77,24.47,0.08,keonjhar,keonjhar,palaspanga
1192,2111,keonjhar,yes,keonjhar,yes,parjanpur,yes,24,24 keonjhar (st),keonjhar (st),odisha,keonjhar,keonjhar,20,parjanpur,1.84,22.37,21.13,1.19,0.04,0,22.36,0.01,0.04,keonjhar,keonjhar,parjanpur
1193,2112,keonjhar,yes,keonjhar,yes,raghunathpur,yes,24,24 keonjhar (st),keonjhar (st),odisha,keonjhar,keonjhar,21,raghunathpur,1.91,64.6,48.77,14.85,0.24,0,63.85,0.74,0.14,keonjhar,keonjhar,raghunathpur
1194,2113,keonjhar,yes,keonjhar,yes,raikala,yes,24,24 keonjhar (st),keonjhar (st),odisha,keonjhar,keonjhar,22,raikala,2.15,15.3,14.7,7.88,0.09,0,22.67,-7.37,0.18,keonjhar,keonjhar,raikala
1195,2114,keonjhar,yes,keonjhar,yes,raisuan,yes,24,24 keonjhar (st),keonjhar (st),odisha,keonjhar,keonjhar,23,raisuan,-5.66,6.35,12.72,2.13,0.02,0,14.87,-8.52,0.03,keonjhar,keonjhar,raisuan
1196,2115,keonjhar,yes,keonjhar,yes,shankiri,yes,24,24 keonjhar (st),keonjhar (st),odisha,keonjhar,keonjhar,24,shankiri,1.23,22.3,19.61,3.43,0.04,0,23.08,-0.78,0.04,keonjhar,keonjhar,shankiri
1197,2116,keonjhar,yes,keonjhar,yes,sirispal,yes,24,24 keonjhar (st),keonjhar (st),odisha,keonjhar,keonjhar,25,sirispal,-0.16,15.02,15.66,2.01,0.02,0,17.69,-2.67,0.15,keonjhar,keonjhar,sirispal
1198,2073,keonjhar,yes,joda,yes,ansheikala,yes,25,25 champua,keonjhar (st),odisha,keonjhar,joda,1,ansheikala,-1.99,72.13,35.36,38.14,0.57,0,74.07,-1.94,0.1,keonjhar,joda,ansheikala
1199,2074,keonjhar,yes,joda,yes,badakalimati,yes,25,25 champua,keonjhar (st),odisha,keonjhar,joda,2,badakalimati,-5.56,9.62,14.02,2.98,0.04,0,17.03,-7.42,0.01,keonjhar,joda,badakalimati
1200,2075,keonjhar,yes,joda,yes,balada,yes,25,25 champua,keonjhar (st),odisha,keonjhar,joda,3,balada,1.11,5.48,4.34,0,0,0,4.34,1.14,0,keonjhar,joda,balada
1201,2076,keonjhar,yes,joda,yes,balagoda,yes,25,25 champua,keonjhar (st),odisha,keonjhar,joda,4,balagoda,-1.06,2.38,3.14,0,0,0,3.14,-0.75,0,keonjhar,joda,balagoda
1202,2077,keonjhar,yes,joda,yes,balani,yes,25,25 champua,keonjhar (st),odisha,keonjhar,joda,5,balani,-7.47,36.16,35.7,7.77,0.09,0,43.56,-7.4,0.01,keonjhar,joda,balani
1203,2078,keonjhar,yes,joda,yes,bhadrasahi,yes,25,25 champua,keonjhar (st),odisha,keonjhar,joda,6,bhadrasahi,-1.76,0.33,2.09,0,0,0,2.09,-1.76,0,keonjhar,joda,bhadrasahi
1204,2079,keonjhar,yes,joda,yes,bhuyanroida,yes,25,25 champua,keonjhar (st),odisha,keonjhar,joda,7,bhuyanroida,-4.1,9.06,14.4,8.55,0.1,0,23.05,-14,0.01,keonjhar,joda,bhuyanroida
1205,2080,keonjhar,yes,joda,yes,birikala,yes,25,25 champua,keonjhar (st),odisha,keonjhar,joda,8,birikala,0.77,65.05,31.34,34.38,0.46,0,66.18,-1.13,0.35,keonjhar,joda,birikala
1206,2081,keonjhar,yes,joda,yes,chamakpur,yes,25,25 champua,keonjhar (st),odisha,keonjhar,joda,9,chamakpur,-4.07,4.47,8.6,0,0,0,8.6,-4.13,0.02,keonjhar,joda,chamakpur
1207,2082,keonjhar,yes,joda,yes,deojhar,yes,25,25 champua,keonjhar (st),odisha,keonjhar,joda,10,deojhar,0.34,35.23,21.77,12.9,0.16,0,34.83,0.4,0.12,keonjhar,joda,deojhar
1208,2083,keonjhar,yes,joda,yes,guali,yes,25,25 champua,keonjhar (st),odisha,keonjhar,joda,11,guali,0.59,31.94,24.92,6.41,0,0,31.33,0.61,0.06,keonjhar,joda,guali
1209,2084,keonjhar,yes,joda,yes,jajanga,yes,25,25 champua,keonjhar (st),odisha,keonjhar,joda,12,jajanga,-2.49,10.25,12.75,0,0,0,12.75,-2.51,0.11,keonjhar,joda,jajanga
1210,2085,keonjhar,yes,joda,yes,jalahari,yes,25,25 champua,keonjhar (st),odisha,keonjhar,joda,13,jalahari,1.32,3.61,2.95,4.24,0.05,0,7.25,-3.64,0,keonjhar,joda,jalahari
1211,2086,keonjhar,yes,joda,yes,jurudi,yes,25,25 champua,keonjhar (st),odisha,keonjhar,joda,14,jurudi,0,2.93,6.41,3.91,0.05,0,10.37,-7.44,0,keonjhar,joda,jurudi
1212,2087,keonjhar,yes,joda,yes,kandara,yes,25,25 champua,keonjhar (st),odisha,keonjhar,joda,15,kandara,1.29,32.18,14.14,17.33,0.18,0,31.65,0.54,0.09,keonjhar,joda,kandara
1213,2088,keonjhar,yes,joda,yes,karakhendra,yes,25,25 champua,keonjhar (st),odisha,keonjhar,joda,16,karakhendra,0,13.51,15.04,11.14,0.42,0,26.6,-13.09,0.03,keonjhar,joda,karakhendra
1214,2089,keonjhar,yes,joda,yes,laidapada,yes,25,25 champua,keonjhar (st),odisha,keonjhar,joda,17,laidapada,-0.01,13.43,13.74,6.39,0.06,0,20.19,-6.76,0.16,keonjhar,joda,laidapada
1215,2090,keonjhar,yes,joda,yes,palasha,yes,25,25 champua,keonjhar (st),odisha,keonjhar,joda,18,palasha,1.06,17.6,16.85,0.88,0,0,17.73,-0.13,0.06,keonjhar,joda,palasha
1216,2091,keonjhar,yes,joda,yes,serenda,yes,25,25 champua,keonjhar (st),odisha,keonjhar,joda,19,serenda,0,4.58,4.58,0,0,0,4.58,0,0,keonjhar,joda,serenda
1217,1931,keonjhar,yes,champua,yes,kodagadia,yes,25,25 champua,keonjhar (st),odisha,keonjhar,champua,12,kodagadia,-2.13,39.3,26.8,14.35,0.29,0,41.43,-2.13,0.28,keonjhar,champua,kodagadia
1218,1920,keonjhar,yes,champua,yes,badanai,yes,25,25 champua,keonjhar (st),odisha,keonjhar,champua,1,badanai,0.38,28.15,23.3,3.99,0.13,0,27.43,0.72,0,keonjhar,champua,badanai
1219,1926,keonjhar,yes,champua,yes,jamudalak,yes,25,25 champua,keonjhar (st),odisha,keonjhar,champua,7,jamudalak,0.87,26.77,19.12,6.63,0.09,0,25.85,0.92,0.45,keonjhar,champua,jamudalak
1220,1928,keonjhar,yes,champua,yes,kalikaprasad,yes,25,25 champua,keonjhar (st),odisha,keonjhar,champua,9,kalikaprasad,2.22,28.29,22.37,3.59,0.1,0,26.06,2.23,0.39,keonjhar,champua,kalikaprasad
1221,1929,keonjhar,yes,champua,yes,karanjia,yes,25,25 champua,keonjhar (st),odisha,keonjhar,champua,10,karanjia,2.33,17.89,10.97,4.51,0.09,0,15.56,2.33,0.11,keonjhar,champua,karanjia
1222,1932,keonjhar,yes,champua,yes,kutariposhi,yes,25,25 champua,keonjhar (st),odisha,keonjhar,champua,13,kutariposhi,-0.56,24.61,15.73,9.31,0.14,0,25.17,-0.56,0,keonjhar,champua,kutariposhi
1223,1935,keonjhar,yes,champua,yes,rajia,yes,25,25 champua,keonjhar (st),odisha,keonjhar,champua,16,rajia,-10.63,25.18,20.3,15.26,0.24,0,35.8,-10.62,0.24,keonjhar,champua,rajia
1224,1936,keonjhar,yes,champua,yes,rangamatia,yes,25,25 champua,keonjhar (st),odisha,keonjhar,champua,17,rangamatia,0.22,35.13,28.38,6.38,0.15,0,34.91,0.22,0.08,keonjhar,champua,rangamatia
1225,1937,keonjhar,yes,champua,yes,rimuli,yes,25,25 champua,keonjhar (st),odisha,keonjhar,champua,18,rimuli,-1.26,18.47,14.78,4.83,0.1,0,19.71,-1.25,0.07,keonjhar,champua,rimuli
1226,1939,keonjhar,yes,champua,yes,sarei,yes,25,25 champua,keonjhar (st),odisha,keonjhar,champua,20,sarei,0.72,19.54,15.29,3.54,0,0,18.83,0.72,0.05,keonjhar,champua,sarei
1227,1940,keonjhar,yes,champua,yes,sunaposi,yes,25,25 champua,keonjhar (st),odisha,keonjhar,champua,21,sunaposi,-0.24,41.39,26.62,14.74,0.25,0,41.61,-0.21,0.52,keonjhar,champua,sunaposi
1228,1941,keonjhar,yes,champua,yes,unchabali,yes,25,25 champua,keonjhar (st),odisha,keonjhar,champua,22,unchabali,-1.86,18.05,17.99,1.91,0,0,19.91,-1.86,0.02,keonjhar,champua,unchabali
1229,1921,keonjhar,yes,champua,yes,bhanda,yes,25,25 champua,keonjhar (st),odisha,keonjhar,champua,2,bhanda,2.17,34.26,32.09,0,0,0,32.09,2.17,0,keonjhar,champua,bhanda
1230,1923,keonjhar,yes,champua,yes,chandrasekharpur,yes,25,25 champua,keonjhar (st),odisha,keonjhar,champua,4,chandrasekharpur,1.65,24.08,20.12,2.26,0.05,0,22.43,1.65,0.15,keonjhar,champua,chandrasekharpur
1231,1930,keonjhar,yes,champua,yes,kashipal,yes,25,25 champua,keonjhar (st),odisha,keonjhar,champua,11,kashipal,-3.78,9.7,13.48,0,0,0,13.48,-3.78,0,keonjhar,champua,kashipal
1232,1933,keonjhar,yes,champua,yes,padua,yes,25,25 champua,keonjhar (st),odisha,keonjhar,champua,14,padua,-1.64,36.56,23.23,14.75,0.22,0,38.19,-1.63,0.14,keonjhar,champua,padua
1233,1942,keonjhar,yes,champua,yes,champua,yes,25,25 champua,keonjhar (st),odisha,keonjhar,champua,23,champua,NA,NA,NA,NA,NA,NA,NA,NA,NA,keonjhar,champua,champua
1234,2721,mayurbhanj,yes,karanjia,yes,badadeuli,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,karanjia,1,badadeuli,0,33.92,26.85,6.94,0.12,0,33.9,0.02,0.33,mayurbhanj,karanjia,badadeuli
1235,2722,mayurbhanj,yes,karanjia,yes,badagaon,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,karanjia,2,badagaon,0,108.39,41.8,65.76,0.85,0,108.4,-0.02,0.3,mayurbhanj,karanjia,badagaon
1236,2723,mayurbhanj,yes,karanjia,yes,bala,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,karanjia,3,bala,0,35.65,23.32,12.15,0.16,0,35.63,0.02,0.11,mayurbhanj,karanjia,bala
1237,2724,mayurbhanj,yes,karanjia,yes,batpalsa,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,karanjia,4,batpalsa,0,82.59,45.93,36.08,0.57,0,82.58,0.01,0.51,mayurbhanj,karanjia,batpalsa
1238,2725,mayurbhanj,yes,karanjia,yes,chitraposi,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,karanjia,5,chitraposi,0,54.66,43.26,11.15,0.21,0,54.61,0.04,0.27,mayurbhanj,karanjia,chitraposi
1239,2726,mayurbhanj,yes,karanjia,yes,dori,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,karanjia,6,dori,0,60.81,41.05,19.32,0.28,0,60.66,0.16,0.12,mayurbhanj,karanjia,dori
1240,2727,mayurbhanj,yes,karanjia,yes,dudhiani,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,karanjia,7,dudhiani,0,118.56,44.95,72.35,0.95,0,118.23,0.33,0.07,mayurbhanj,karanjia,dudhiani
1241,2728,mayurbhanj,yes,karanjia,yes,ghosda,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,karanjia,8,ghosda,0,146.86,61.92,83.97,0.96,0,146.85,0.01,0.2,mayurbhanj,karanjia,ghosda
1242,2729,mayurbhanj,yes,karanjia,yes,kerkera,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,karanjia,9,kerkera,0,106.35,44.8,60.49,0.81,0,106.09,0.26,0.37,mayurbhanj,karanjia,kerkera
1243,2730,mayurbhanj,yes,karanjia,yes,kuliposi,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,karanjia,10,kuliposi,0,82.17,55.04,26.75,0.36,0,82.16,0.01,0.38,mayurbhanj,karanjia,kuliposi
1244,2731,mayurbhanj,yes,karanjia,yes,miriginendi,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,karanjia,11,miriginendi,0,82.29,44.91,36.79,0.53,0,82.24,0.05,0.66,mayurbhanj,karanjia,miriginendi
1245,2732,mayurbhanj,yes,karanjia,yes,patbil,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,karanjia,12,patbil,0,37,28.26,8.21,0.14,0,36.61,0.39,0.26,mayurbhanj,karanjia,patbil
1246,2733,mayurbhanj,yes,karanjia,yes,rasamtola,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,karanjia,13,rasamtola,0,33.27,28.91,4.22,0.05,0,33.18,0.09,0.03,mayurbhanj,karanjia,rasamtola
1247,2734,mayurbhanj,yes,karanjia,yes,sarangagarh,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,karanjia,14,sarangagarh,0,83.78,40.03,43.3,0.61,0,83.94,-0.16,0.11,mayurbhanj,karanjia,sarangagarh
1248,2735,mayurbhanj,yes,karanjia,yes,tato,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,karanjia,15,tato,0,25.22,18.28,6.74,0.16,0,25.18,0.04,0.01,mayurbhanj,karanjia,tato
1249,2895,mayurbhanj,yes,thakurmunda,yes,bhaliadal,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,thakurmunda,1,bhaliadal,0,59.31,37.12,21.78,0.29,0,59.2,0.11,0.58,mayurbhanj,thakurmunda,bhaliadal
1250,2896,mayurbhanj,yes,thakurmunda,yes,bharandia,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,thakurmunda,2,bharandia,0,86.06,46.43,38.1,0.58,0,85.11,0.95,0.91,mayurbhanj,thakurmunda,bharandia
1251,2897,mayurbhanj,yes,thakurmunda,yes,champajhar,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,thakurmunda,3,champajhar,0,124.19,55.65,67.48,0.84,0,123.97,0.22,0.83,mayurbhanj,thakurmunda,champajhar
1252,2898,mayurbhanj,yes,thakurmunda,yes,dhatikidiha,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,thakurmunda,4,dhatikidiha,0,25.96,21.87,4.03,0.06,0,25.96,0,0.14,mayurbhanj,thakurmunda,dhatikidiha
1253,2899,mayurbhanj,yes,thakurmunda,yes,digdhar,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,thakurmunda,5,digdhar,0,46.68,24.5,22.31,0.27,0,47.08,-0.41,0.01,mayurbhanj,thakurmunda,digdhar
1254,2900,mayurbhanj,yes,thakurmunda,yes,hatigoda,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,thakurmunda,6,hatigoda,0,47.91,28.82,18.88,0.28,0,47.97,-0.07,0.05,mayurbhanj,thakurmunda,hatigoda
1255,2901,mayurbhanj,yes,thakurmunda,yes,jarak,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,thakurmunda,7,jarak,0,57.63,44.24,13.09,0.17,0,57.51,0.12,0.53,mayurbhanj,thakurmunda,jarak
1256,2902,mayurbhanj,yes,thakurmunda,yes,kendujiani,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,thakurmunda,8,kendujiani,0,48.26,35.56,12.41,0.2,0,48.17,0.09,0.27,mayurbhanj,thakurmunda,kendujiani
1257,2903,mayurbhanj,yes,thakurmunda,yes,kesdiha,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,thakurmunda,9,kesdiha,0,120.24,60.34,59.63,0.79,0,120.76,-0.52,0.15,mayurbhanj,thakurmunda,kesdiha
1258,2904,mayurbhanj,yes,thakurmunda,yes,khandbandh,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,thakurmunda,10,khandbandh,0,63.08,33.04,28.98,0.43,0,62.44,0.63,0.28,mayurbhanj,thakurmunda,khandbandh
1259,2905,mayurbhanj,yes,thakurmunda,yes,mahuldiha,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,thakurmunda,11,mahuldiha,0,26.31,20.19,5.99,0.08,0,26.27,0.04,0.04,mayurbhanj,thakurmunda,mahuldiha
1260,2906,mayurbhanj,yes,thakurmunda,yes,padiabeda,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,thakurmunda,12,padiabeda,0,45.6,31.84,13.5,0.2,0,45.54,0.05,0.14,mayurbhanj,thakurmunda,padiabeda
1261,2907,mayurbhanj,yes,thakurmunda,yes,salchua,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,thakurmunda,13,salchua,0,112.62,43.25,68.37,0.9,0,112.52,0.11,0.57,mayurbhanj,thakurmunda,salchua
1262,2908,mayurbhanj,yes,thakurmunda,yes,saleibeda,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,thakurmunda,14,saleibeda,0,30.62,19.97,10.69,0.17,0,30.83,-0.21,0.02,mayurbhanj,thakurmunda,saleibeda
1263,2909,mayurbhanj,yes,thakurmunda,yes,satkosia,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,thakurmunda,15,satkosia,0,121.12,46.4,73.45,0.96,0,120.81,0.31,0.26,mayurbhanj,thakurmunda,satkosia
1264,2910,mayurbhanj,yes,thakurmunda,yes,talapada,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,thakurmunda,16,talapada,0,59.32,25.87,32.64,0.45,0,58.96,0.36,0.08,mayurbhanj,thakurmunda,talapada
1265,2911,mayurbhanj,yes,thakurmunda,yes,taramara,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,thakurmunda,17,taramara,0,50.28,29.5,21.41,0.31,0,51.21,-0.93,0.23,mayurbhanj,thakurmunda,taramara
1266,2912,mayurbhanj,yes,thakurmunda,yes,thakurmunda,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,thakurmunda,18,thakurmunda,0,98.66,45.18,52.48,0.77,0,98.43,0.23,0.19,mayurbhanj,thakurmunda,thakurmunda
1267,2713,mayurbhanj,yes,kaptipada,yes,padmapokhari,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,kaptipada,19,padmapokhari,0,51.93,34.02,17.54,0.36,0,51.93,0,0.16,mayurbhanj,kaptipada,padmapokhari
1268,2700,mayurbhanj,yes,kaptipada,yes,dewanbahali,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,kaptipada,6,dewanbahali,0,50.19,31.99,17.95,0.24,0,50.19,0,0.13,mayurbhanj,kaptipada,dewanbahali
1269,2705,mayurbhanj,yes,kaptipada,yes,kalamgadia,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,kaptipada,11,kalamgadia,0,49.2,28.68,20.2,0.32,0,49.2,0,0.29,mayurbhanj,kaptipada,kalamgadia
1270,2708,mayurbhanj,yes,kaptipada,yes,labanyadeipur,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,kaptipada,14,labanyadeipur,0,93.48,55.2,37.71,0.52,0,93.43,0.06,0.04,mayurbhanj,kaptipada,labanyadeipur
1271,2711,mayurbhanj,yes,kaptipada,yes,notto,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,kaptipada,17,notto,0,59.69,24.21,35.01,0.45,0,59.67,0.02,0,mayurbhanj,kaptipada,notto
1272,2716,mayurbhanj,yes,kaptipada,yes,ramchandrapur,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,kaptipada,22,ramchandrapur,0,21.5,16.77,4.66,0.06,0,21.5,0,0.16,mayurbhanj,kaptipada,ramchandrapur
1273,2717,mayurbhanj,yes,kaptipada,yes,ranipokhari,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,kaptipada,23,ranipokhari,0,21.94,5.29,16.44,0.22,0,21.94,0,0,mayurbhanj,kaptipada,ranipokhari
1274,2719,mayurbhanj,yes,kaptipada,yes,sarat,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,kaptipada,25,sarat,0,37.35,16.74,20.24,0.35,0,37.33,0.02,0.16,mayurbhanj,kaptipada,sarat
1275,2720,mayurbhanj,yes,kaptipada,yes,sardiha,yes,30,30 karanjia (st),keonjhar (st),odisha,mayurbhanj,kaptipada,26,sardiha,0,8.23,6.93,0.29,0,0,7.23,1,0,mayurbhanj,kaptipada,sardiha
1276,2675,mayurbhanj,yes,jashipur,yes,astakuanr,yes,26,26 jashipur (st),mayurbhanj (st),odisha,mayurbhanj,jashipur,1,astakuanr,0,22.35,23.18,4.39,0.05,0,27.63,-5.27,0.08,mayurbhanj,jashipur,astakuanr
1277,2676,mayurbhanj,yes,jashipur,yes,barehipani,yes,26,26 jashipur (st),mayurbhanj (st),odisha,mayurbhanj,jashipur,2,barehipani,0,24.07,28.01,3.93,0.07,0,32.01,-7.93,0.11,mayurbhanj,jashipur,barehipani
1278,2677,mayurbhanj,yes,jashipur,yes,baunsanali,yes,26,26 jashipur (st),mayurbhanj (st),odisha,mayurbhanj,jashipur,3,baunsanali,0,14.1,19.04,2.66,0.03,0,21.73,-7.63,0.02,mayurbhanj,jashipur,baunsanali
1279,2678,mayurbhanj,yes,jashipur,yes,begunia,yes,26,26 jashipur (st),mayurbhanj (st),odisha,mayurbhanj,jashipur,4,begunia,0,21.69,30.98,2.56,0.03,0,33.57,-11.88,0.23,mayurbhanj,jashipur,begunia
1280,2679,mayurbhanj,yes,jashipur,yes,chakidi,yes,26,26 jashipur (st),mayurbhanj (st),odisha,mayurbhanj,jashipur,5,chakidi,0,21.67,18.37,6.76,0.09,0,25.22,-3.55,0,mayurbhanj,jashipur,chakidi
1281,2680,mayurbhanj,yes,jashipur,yes,dhalabani,yes,26,26 jashipur (st),mayurbhanj (st),odisha,mayurbhanj,jashipur,6,dhalabani,0,51.61,19.91,32.53,0.37,0,52.8,-1.19,0.06,mayurbhanj,jashipur,dhalabani
1282,2681,mayurbhanj,yes,jashipur,yes,durdura,yes,26,26 jashipur (st),mayurbhanj (st),odisha,mayurbhanj,jashipur,7,durdura,0,12.63,11.69,4.19,0.05,0,15.94,-3.31,0.11,mayurbhanj,jashipur,durdura
1283,2682,mayurbhanj,yes,jashipur,yes,ektali,yes,26,26 jashipur (st),mayurbhanj (st),odisha,mayurbhanj,jashipur,8,ektali,0,22.11,21.56,16.57,0.16,0,38.29,-16.19,0.24,mayurbhanj,jashipur,ektali
1284,2683,mayurbhanj,yes,jashipur,yes,gudugudia,yes,26,26 jashipur (st),mayurbhanj (st),odisha,mayurbhanj,jashipur,9,gudugudia,0,40.94,23.59,18.23,0.25,0,42.07,-1.13,0.01,mayurbhanj,jashipur,gudugudia
1285,2684,mayurbhanj,yes,jashipur,yes,jamdasahi,yes,26,26 jashipur (st),mayurbhanj (st),odisha,mayurbhanj,jashipur,10,jamdasahi,0,10.79,12.73,5,0.07,0,17.81,-7.02,0.03,mayurbhanj,jashipur,jamdasahi
1286,2685,mayurbhanj,yes,jashipur,yes,jamukeswar,yes,26,26 jashipur (st),mayurbhanj (st),odisha,mayurbhanj,jashipur,11,jamukeswar,0,10.06,16.84,0.47,0.01,0,17.31,-7.26,0.04,mayurbhanj,jashipur,jamukeswar
1287,2686,mayurbhanj,yes,jashipur,yes,jashipur,yes,26,26 jashipur (st),mayurbhanj (st),odisha,mayurbhanj,jashipur,12,jashipur,0,21.76,24.9,4.42,0.07,0,29.38,-7.63,0.06,mayurbhanj,jashipur,jashipur
1288,2687,mayurbhanj,yes,jashipur,yes,mahardapalsa,yes,26,26 jashipur (st),mayurbhanj (st),odisha,mayurbhanj,jashipur,13,mahardapalsa,0,15.94,14.85,2.02,0.02,0,16.89,-0.95,0,mayurbhanj,jashipur,mahardapalsa
1289,2688,mayurbhanj,yes,jashipur,yes,mannada,yes,26,26 jashipur (st),mayurbhanj (st),odisha,mayurbhanj,jashipur,14,mannada,0,18.13,19.22,7.97,0.1,0,27.28,-9.16,0.11,mayurbhanj,jashipur,mannada
1290,2689,mayurbhanj,yes,jashipur,yes,matiagarh,yes,26,26 jashipur (st),mayurbhanj (st),odisha,mayurbhanj,jashipur,15,matiagarh,0,9.79,14.95,5.66,0.07,0,20.68,-10.88,0.09,mayurbhanj,jashipur,matiagarh
1291,2690,mayurbhanj,yes,jashipur,yes,maudi,yes,26,26 jashipur (st),mayurbhanj (st),odisha,mayurbhanj,jashipur,16,maudi,0,9.78,11.52,2.73,0.03,0,14.28,-4.5,0.02,mayurbhanj,jashipur,maudi
1292,2691,mayurbhanj,yes,jashipur,yes,pantho,yes,26,26 jashipur (st),mayurbhanj (st),odisha,mayurbhanj,jashipur,17,pantho,0,4.32,4.29,0,0,0,4.29,0.03,0.08,mayurbhanj,jashipur,pantho
