g_match_id,s_id,g_district,district_mapped,g_block,block_mapped,g_gp,gp_mapped,g_ac_id,g_ac,g_pc,s_state,s_district,s_block,Number of Gram Panchayats,s_gp,Opening Balance For FY 2019-20,Total Fund Available For  FY 2019-20,Total Expenditure on Wages For FY 2019-20,Total Expenditure On Materials For FY 2019-20,Total Tax Paid For FY 2019-20,Total Admin Expenses  For FY 2019-20,Grand Total Expenditure For FY 2019-20,Total Unspent Balance For FY 2019-20,Total Payment Due For FY 2019-20,updated_district_name,updated_block_name,updated_gp_name
2787,588,dhenkanal,yes,kamakhyanagar,yes,saruali,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,kamakhyanagar,20,saruali,0.13,21.56,12.3,11.68,0,0,23.98,-2.42,0.61,dhenkanal,kamakhyanagar,saruali
2788,457,dhenkanal,yes,bhuban,yes,arakhapal,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,bhuban,1,arakhapal,0.1,25.65,10.79,14.94,0.01,0,25.74,-0.09,0.01,dhenkanal,bhuban,arakhapal
2789,458,dhenkanal,yes,bhuban,yes,balibo,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,bhuban,2,balibo,0.88,26.38,26.13,1.13,0,0,27.25,-0.87,0.36,dhenkanal,bhuban,balibo
2790,459,dhenkanal,yes,bhuban,yes,baruan (b),yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,bhuban,3,baruan (b),0.1,19.1,9.9,12.32,0.04,0,22.25,-3.15,0,dhenkanal,bhuban,baruan (b)
2791,460,dhenkanal,yes,bhuban,yes,bhusal,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,bhuban,4,bhusal,0.45,25.16,24.95,0,0,0,24.95,0.21,0.74,dhenkanal,bhuban,bhusal
2792,461,dhenkanal,yes,bhuban,yes,dayanabil,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,bhuban,5,dayanabil,0.78,19.93,11.21,10.36,0.05,0,21.63,-1.69,0.07,dhenkanal,bhuban,dayanabil
2793,462,dhenkanal,yes,bhuban,yes,dhalapada,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,bhuban,6,dhalapada,0.47,28.75,15.27,18.86,0.08,0,34.21,-5.47,0,dhenkanal,bhuban,dhalapada
2794,463,dhenkanal,yes,bhuban,yes,dighi,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,bhuban,7,dighi,0.08,24.71,19.03,9.2,0.03,0,28.26,-3.55,0.52,dhenkanal,bhuban,dighi
2795,464,dhenkanal,yes,bhuban,yes,ekatali,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,bhuban,8,ekatali,0.46,49.02,36.99,13.48,0,0,50.47,-1.45,1.01,dhenkanal,bhuban,ekatali
2796,465,dhenkanal,yes,bhuban,yes,g.n.prasad,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,bhuban,9,g.n.prasad,0.52,31.27,20.65,28.69,0.19,0,49.54,-18.26,0.85,dhenkanal,bhuban,g.n.prasad
2797,466,dhenkanal,yes,bhuban,yes,jamunakote,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,bhuban,10,jamunakote,0.11,17.98,18.17,0,0,0,18.17,-0.19,0.04,dhenkanal,bhuban,jamunakote
2798,467,dhenkanal,yes,bhuban,yes,jiral,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,bhuban,11,jiral,0.52,13.69,5.53,8.01,0,0,13.54,0.16,0.66,dhenkanal,bhuban,jiral
2799,468,dhenkanal,yes,bhuban,yes,kuninda,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,bhuban,12,kuninda,0.97,11.97,11.06,0.42,0,0,11.49,0.49,1.09,dhenkanal,bhuban,kuninda
2800,469,dhenkanal,yes,bhuban,yes,mahulpal,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,bhuban,13,mahulpal,0.24,46.33,20.69,26.35,0,0,47.05,-0.72,1.62,dhenkanal,bhuban,mahulpal
2801,470,dhenkanal,yes,bhuban,yes,marthapur,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,bhuban,14,marthapur,0.75,34.7,22.12,13.58,0.02,0,35.72,-1.02,0.03,dhenkanal,bhuban,marthapur
2802,471,dhenkanal,yes,bhuban,yes,mathakaragola,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,bhuban,15,mathakaragola,0.89,34.57,19.77,15.72,0.02,0,35.52,-0.95,0.58,dhenkanal,bhuban,mathakaragola
2803,472,dhenkanal,yes,bhuban,yes,mrudanga,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,bhuban,16,mrudanga,0.62,21.11,13.05,13.49,0.06,0,26.6,-5.5,0,dhenkanal,bhuban,mrudanga
2804,473,dhenkanal,yes,bhuban,yes,odisa,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,bhuban,17,odisa,0,14.41,14.57,6.69,0.07,0,21.32,-6.91,0,dhenkanal,bhuban,odisa
2805,474,dhenkanal,yes,bhuban,yes,surapratapapur,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,bhuban,18,surapratapapur,0.74,39.97,32.46,8.96,0.02,0,41.43,-1.46,0.08,dhenkanal,bhuban,surapratapapur
2806,591,dhenkanal,yes,kankadahada,yes,balikuma,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,kankadahada,1,balikuma,0.38,45.78,32.44,14.43,0.36,0,47.22,-1.44,0,dhenkanal,kankadahada,balikuma
2807,592,dhenkanal,yes,kankadahada,yes,bam,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,kankadahada,2,bam,0.45,41.23,37.1,4.05,0.02,0,41.18,0.05,1.3,dhenkanal,kankadahada,bam
2808,593,dhenkanal,yes,kankadahada,yes,batagan,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,kankadahada,3,batagan,0.51,28.9,25.84,2.48,0.25,0,28.58,0.32,0.03,dhenkanal,kankadahada,batagan
2809,594,dhenkanal,yes,kankadahada,yes,birashal,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,kankadahada,4,birashal,0.11,30.51,22.36,8.11,0.9,0,31.37,-0.86,1.68,dhenkanal,kankadahada,birashal
2810,595,dhenkanal,yes,kankadahada,yes,biribolei,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,kankadahada,5,biribolei,0.11,40.85,28.1,8.33,0.97,0,37.39,3.45,4.32,dhenkanal,kankadahada,biribolei
2811,596,dhenkanal,yes,kankadahada,yes,chandapur,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,kankadahada,6,chandapur,0.49,35.04,27.92,5.3,0.65,0,33.87,1.17,0,dhenkanal,kankadahada,chandapur
2812,597,dhenkanal,yes,kankadahada,yes,dashipur,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,kankadahada,7,dashipur,0.41,58.46,35.3,20.85,1.95,0,58.1,0.36,1.78,dhenkanal,kankadahada,dashipur
2813,598,dhenkanal,yes,kankadahada,yes,garhapalashuni,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,kankadahada,8,garhapalashuni,0.44,28.09,21.27,6.17,0.53,0,27.97,0.12,1.13,dhenkanal,kankadahada,garhapalashuni
2814,599,dhenkanal,yes,kankadahada,yes,ghagaramunda,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,kankadahada,9,ghagaramunda,0.32,59.81,50.4,6.01,0.56,0,56.98,2.83,2.37,dhenkanal,kankadahada,ghagaramunda
2815,600,dhenkanal,yes,kankadahada,yes,jhilli,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,kankadahada,10,jhilli,0,18.1,16.48,0.26,0,0,16.74,1.35,0.34,dhenkanal,kankadahada,jhilli
2816,601,dhenkanal,yes,kankadahada,yes,kankadahad,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,kankadahada,11,kankadahad,0.89,31.78,28.64,2.24,0,0,30.89,0.89,0.4,dhenkanal,kankadahada,kankadahad
2817,602,dhenkanal,yes,kankadahada,yes,kantapal,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,kankadahada,12,kantapal,0.26,43.03,41.74,2.39,0.19,0,44.31,-1.28,1.01,dhenkanal,kankadahada,kantapal
2818,603,dhenkanal,yes,kankadahada,yes,kantol,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,kankadahada,13,kantol,0.66,44.17,30.65,9.22,1.02,0,40.89,3.28,0.93,dhenkanal,kankadahada,kantol
2819,604,dhenkanal,yes,kankadahada,yes,karagola,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,kankadahada,14,karagola,0.18,32.32,29.11,0.99,0.08,0,30.18,2.14,1.74,dhenkanal,kankadahada,karagola
2820,605,dhenkanal,yes,kankadahada,yes,kerjoli,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,kankadahada,15,kerjoli,0.3,116.6,79.3,31.99,3.8,0,115.09,1.51,0.32,dhenkanal,kankadahada,kerjoli
2821,606,dhenkanal,yes,kankadahada,yes,kuturia,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,kankadahada,16,kuturia,0.1,23.58,19.59,2.38,0.35,0,22.33,1.25,0.18,dhenkanal,kankadahada,kuturia
2822,607,dhenkanal,yes,kankadahada,yes,mahabiroad,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,kankadahada,17,mahabiroad,0.31,51.96,28.59,19.36,2.28,0,50.23,1.73,0.16,dhenkanal,kankadahada,mahabiroad
2823,608,dhenkanal,yes,kankadahada,yes,makua kateni,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,kankadahada,18,makua kateni,0.01,36.33,35.77,0.57,0,0,36.34,0,0.85,dhenkanal,kankadahada,makua kateni
2824,609,dhenkanal,yes,kankadahada,yes,maruabili,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,kankadahada,19,maruabili,0.29,44.61,34.72,6.8,0.63,0,42.15,2.46,0,dhenkanal,kankadahada,maruabili
2825,610,dhenkanal,yes,kankadahada,yes,pangatira,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,kankadahada,20,pangatira,0.28,159.49,59.63,88.41,12.01,0,160.05,-0.56,4.1,dhenkanal,kankadahada,pangatira
2826,611,dhenkanal,yes,kankadahada,yes,raibola,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,kankadahada,21,raibola,-0.09,44.15,31.99,12.68,1.57,0,46.23,-2.09,2.84,dhenkanal,kankadahada,raibola
2827,585,dhenkanal,yes,kamakhyanagar,yes,kusumajodi,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,kamakhyanagar,17,kusumajodi,0.35,34.88,19.38,15.17,0,0,34.54,0.34,0.63,dhenkanal,kamakhyanagar,kusumajodi
2828,581,dhenkanal,yes,kamakhyanagar,yes,kantapal,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,kamakhyanagar,13,kantapal,0.01,16.94,16.82,0.11,0,0,16.93,0.01,0.32,dhenkanal,kamakhyanagar,kantapal
2829,582,dhenkanal,yes,kamakhyanagar,yes,kantio kateni,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,kamakhyanagar,14,kantio kateni,0.57,25.92,20.07,5.31,0,0,25.38,0.54,0.58,dhenkanal,kamakhyanagar,kantio kateni
2830,583,dhenkanal,yes,kamakhyanagar,yes,kantio putasahi,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,kamakhyanagar,15,kantio putasahi,0.13,6.91,5.9,0.88,0,0,6.78,0.13,0.12,dhenkanal,kamakhyanagar,kantio putasahi
2831,569,dhenkanal,yes,kamakhyanagar,yes,analabereni,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,kamakhyanagar,1,analabereni,0.1,35.32,25.45,11.72,0,0,37.17,-1.85,1.14,dhenkanal,kamakhyanagar,analabereni
2832,590,dhenkanal,yes,kamakhyanagar,yes,tumusinga,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,kamakhyanagar,22,tumusinga,0.55,58.04,41.48,16.01,0,0,57.49,0.55,1.06,dhenkanal,kamakhyanagar,tumusinga
2833,640,dhenkanal,yes,parjanga,yes,akhuapal,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,parjanga,1,akhuapal,0.15,57.87,37.7,43.66,0.25,0,81.61,-23.74,1.53,dhenkanal,parjanga,akhuapal
2834,641,dhenkanal,yes,parjanga,yes,ambopalasa,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,parjanga,2,ambopalasa,0.01,40.71,23.01,17.58,0.13,0,40.72,-0.01,0.78,dhenkanal,parjanga,ambopalasa
2835,642,dhenkanal,yes,parjanga,yes,badajhara,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,parjanga,3,badajhara,0,22.17,12.95,11.49,0.14,0,24.58,-2.4,0,dhenkanal,parjanga,badajhara
2836,643,dhenkanal,yes,parjanga,yes,barihapur,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,parjanga,4,barihapur,0,19.03,17.11,1.9,0.02,0,19.03,0,0.7,dhenkanal,parjanga,barihapur
2837,644,dhenkanal,yes,parjanga,yes,basoi,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,parjanga,5,basoi,0,19.54,15.77,4.1,0.03,0,19.9,-0.36,2.18,dhenkanal,parjanga,basoi
2838,645,dhenkanal,yes,parjanga,yes,basulei,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,parjanga,6,basulei,0.02,15.38,15.42,0,0,0,15.42,-0.04,1.1,dhenkanal,parjanga,basulei
2839,646,dhenkanal,yes,parjanga,yes,chandapura,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,parjanga,7,chandapura,0.28,55.26,28.93,25.89,0.2,0,55.03,0.24,0.22,dhenkanal,parjanga,chandapura
2840,647,dhenkanal,yes,parjanga,yes,damal,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,parjanga,8,damal,0,21.91,12.36,9.48,0.07,0,21.91,0,0.11,dhenkanal,parjanga,damal
2841,648,dhenkanal,yes,parjanga,yes,gengutia,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,parjanga,9,gengutia,0.02,24.93,19.39,5.46,0.06,0,24.91,0.02,0.56,dhenkanal,parjanga,gengutia
2842,649,dhenkanal,yes,parjanga,yes,jayapura kateni,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,parjanga,10,jayapura kateni,0,18.59,20.88,31,0.13,0,52.01,-33.42,1.67,dhenkanal,parjanga,jayapura kateni
2843,650,dhenkanal,yes,parjanga,yes,kalada,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,parjanga,11,kalada,0.05,55.66,31.74,24.06,0.36,0,56.15,-0.49,1.26,dhenkanal,parjanga,kalada
2844,651,dhenkanal,yes,parjanga,yes,kandarasingha,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,parjanga,12,kandarasingha,0.07,17.32,15.16,2,0.03,0,17.2,0.12,0.81,dhenkanal,parjanga,kandarasingha
2845,652,dhenkanal,yes,parjanga,yes,kankadasoda,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,parjanga,13,kankadasoda,0.43,25.21,26.29,21.95,0.31,0,48.56,-23.34,0.43,dhenkanal,parjanga,kankadasoda
2846,653,dhenkanal,yes,parjanga,yes,kankili,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,parjanga,14,kankili,0,25.56,23.42,3.69,0.03,0,27.14,-1.58,0.57,dhenkanal,parjanga,kankili
2847,654,dhenkanal,yes,parjanga,yes,kantor,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,parjanga,15,kantor,0.04,13.21,14.09,8.6,0.12,0,22.81,-9.59,0.71,dhenkanal,parjanga,kantor
2848,655,dhenkanal,yes,parjanga,yes,kualo,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,parjanga,16,kualo,0.38,47.65,15.9,31.66,0.32,0,47.87,-0.22,1.52,dhenkanal,parjanga,kualo
2849,656,dhenkanal,yes,parjanga,yes,kumushi,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,parjanga,17,kumushi,0.33,25.1,25,5.81,0.06,0,30.87,-5.77,0.07,dhenkanal,parjanga,kumushi
2850,657,dhenkanal,yes,parjanga,yes,lodhani,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,parjanga,18,lodhani,0,22.14,21.49,0.65,0,0,22.14,0,1.14,dhenkanal,parjanga,lodhani
2851,658,dhenkanal,yes,parjanga,yes,manikmara,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,parjanga,19,manikmara,0.04,21.83,17.67,3.72,0,0,21.39,0.44,1.11,dhenkanal,parjanga,manikmara
2852,659,dhenkanal,yes,parjanga,yes,muktapasi,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,parjanga,20,muktapasi,0.02,21.28,17.08,8.37,0.09,0,25.54,-4.26,0.03,dhenkanal,parjanga,muktapasi
2853,660,dhenkanal,yes,parjanga,yes,mundeilo,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,parjanga,21,mundeilo,0,26.31,22.85,5.98,0.06,0,28.89,-2.58,0.12,dhenkanal,parjanga,mundeilo
2854,661,dhenkanal,yes,parjanga,yes,parjanga,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,parjanga,22,parjanga,0.02,50.5,22.16,28.1,0.23,0,50.49,0.01,0.97,dhenkanal,parjanga,parjanga
2855,662,dhenkanal,yes,parjanga,yes,patarpada,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,parjanga,23,patarpada,0.73,71.13,49.53,20.63,0.24,0,70.4,0.73,1.24,dhenkanal,parjanga,patarpada
2856,663,dhenkanal,yes,parjanga,yes,patharakhumba,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,parjanga,24,patharakhumba,0,18.62,16.02,7.9,0.09,0,24.01,-5.39,1.16,dhenkanal,parjanga,patharakhumba
2857,664,dhenkanal,yes,parjanga,yes,pitiri,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,parjanga,25,pitiri,0.01,27.27,18.59,8.21,0.1,0,26.89,0.38,0.44,dhenkanal,parjanga,pitiri
2858,665,dhenkanal,yes,parjanga,yes,renthapat,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,parjanga,26,renthapat,0.3,17.79,15.11,2.45,0.01,0,17.57,0.23,0.21,dhenkanal,parjanga,renthapat
2859,666,dhenkanal,yes,parjanga,yes,roda,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,parjanga,27,roda,0.14,15.03,10.78,6.72,0.06,0,17.55,-2.53,0.59,dhenkanal,parjanga,roda
2860,667,dhenkanal,yes,parjanga,yes,sanda,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,parjanga,28,sanda,0,36.57,32.28,4.27,0.02,0,36.57,0,0.43,dhenkanal,parjanga,sanda
2861,668,dhenkanal,yes,parjanga,yes,saranga,yes,58,58 parjanga,dhenkanal,odisha,dhenkanal,parjanga,29,saranga,0,11.69,12.2,4.4,0.05,0,16.64,-4.96,0.17,dhenkanal,parjanga,saranga
2862,3672,sonepur,yes,ullunda,yes,bishipada,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,ullunda,1,bishipada,0,0.29,0.49,0,0,0,0.49,-0.2,0,sonepur,ullunda,bishipada
2863,3673,sonepur,yes,ullunda,yes,chadeipank,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,ullunda,2,chadeipank,0,3.38,2.4,0,0,0,2.4,0.98,0.01,sonepur,ullunda,chadeipank
2864,3674,sonepur,yes,ullunda,yes,jaloe,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,ullunda,3,jaloe,0,6.89,4.36,0,0,0,4.36,2.52,0.07,sonepur,ullunda,jaloe
2865,3675,sonepur,yes,ullunda,yes,jaunrabhaunra,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,ullunda,4,jaunrabhaunra,0,10.13,4.92,0.05,0,0,4.97,5.16,0.03,sonepur,ullunda,jaunrabhaunra
2866,3676,sonepur,yes,ullunda,yes,kadodar,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,ullunda,5,kadodar,0,15.77,6.41,3.74,0,0,10.15,5.62,0.05,sonepur,ullunda,kadodar
2867,3677,sonepur,yes,ullunda,yes,kalapathar,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,ullunda,6,kalapathar,0,5.84,4.84,0,0,0,4.84,1.01,0.08,sonepur,ullunda,kalapathar
2868,3678,sonepur,yes,ullunda,yes,kotsamalei,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,ullunda,7,kotsamalei,0,4.78,2.83,1.98,0,0,4.8,-0.03,0.02,sonepur,ullunda,kotsamalei
2869,3679,sonepur,yes,ullunda,yes,kshemaloe,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,ullunda,8,kshemaloe,0,0.72,0.34,0,0,0,0.34,0.38,0,sonepur,ullunda,kshemaloe
2870,3680,sonepur,yes,ullunda,yes,lastala,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,ullunda,9,lastala,0,1.52,1.96,0,0,0,1.96,-0.44,0,sonepur,ullunda,lastala
2871,3681,sonepur,yes,ullunda,yes,mahada,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,ullunda,10,mahada,0,13.57,3.53,0,0,0,3.53,10.04,0.03,sonepur,ullunda,mahada
2872,3682,sonepur,yes,ullunda,yes,mundoghat,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,ullunda,11,mundoghat,0,6.9,3.13,0,0,0,3.13,3.77,0.18,sonepur,ullunda,mundoghat
2873,3683,sonepur,yes,ullunda,yes,nimna,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,ullunda,12,nimna,0,2.06,2.06,0,0,0,2.06,0,0.01,sonepur,ullunda,nimna
2874,3684,sonepur,yes,ullunda,yes,panchamahala,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,ullunda,13,panchamahala,0,1.02,1.23,0,0,0,1.23,-0.21,0.02,sonepur,ullunda,panchamahala
2875,3685,sonepur,yes,ullunda,yes,raxa,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,ullunda,14,raxa,0,2.26,0.27,0,0,0,0.27,1.99,0,sonepur,ullunda,raxa
2876,3686,sonepur,yes,ullunda,yes,s.patrapali,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,ullunda,15,s.patrapali,0,3.34,1.48,0,0,0,1.48,1.86,0.09,sonepur,ullunda,s.patrapali
2877,3687,sonepur,yes,ullunda,yes,sindhol,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,ullunda,16,sindhol,0,7.09,1.79,3.18,0,0,4.97,2.12,0.01,sonepur,ullunda,sindhol
2878,3688,sonepur,yes,ullunda,yes,ullunda,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,ullunda,17,ullunda,0,5.11,3.93,1.57,0,0,5.5,-0.39,0.04,sonepur,ullunda,ullunda
2879,3596,sonepur,yes,birmaharajpur,yes,bagbar,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,birmaharajpur,1,bagbar,0,6.16,4.12,2.15,0,0,6.28,-0.12,1.6,sonepur,birmaharajpur,bagbar
2880,3597,sonepur,yes,birmaharajpur,yes,bahalpadar,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,birmaharajpur,2,bahalpadar,0,8.63,7.31,1.32,0,0,8.63,0,0.07,sonepur,birmaharajpur,bahalpadar
2881,3598,sonepur,yes,birmaharajpur,yes,champamal,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,birmaharajpur,3,champamal,0,0,0.06,0,0,0,0.06,-0.06,0,sonepur,birmaharajpur,champamal
2882,3599,sonepur,yes,birmaharajpur,yes,durjantaila,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,birmaharajpur,4,durjantaila,0,0,0.02,0,0,0,0.02,-0.02,0,sonepur,birmaharajpur,durjantaila
2883,3600,sonepur,yes,birmaharajpur,yes,hilung,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,birmaharajpur,5,hilung,0,2.75,1.61,1.14,0,0,2.76,-0.01,0.02,sonepur,birmaharajpur,hilung
2884,3601,sonepur,yes,birmaharajpur,yes,jatesingha,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,birmaharajpur,6,jatesingha,0,0,0.18,0,0,0,0.18,-0.18,0,sonepur,birmaharajpur,jatesingha
2885,3602,sonepur,yes,birmaharajpur,yes,kamira,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,birmaharajpur,7,kamira,0,1.78,1.87,0,0,0,1.87,-0.09,0.07,sonepur,birmaharajpur,kamira
2886,3603,sonepur,yes,birmaharajpur,yes,kanjhariapali,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,birmaharajpur,8,kanjhariapali,0,0,0.16,0,0,0,0.16,-0.16,0,sonepur,birmaharajpur,kanjhariapali
2887,3604,sonepur,yes,birmaharajpur,yes,khandahata,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,birmaharajpur,9,khandahata,0,0.24,0.24,0,0,0,0.24,0,0.01,sonepur,birmaharajpur,khandahata
2888,3605,sonepur,yes,birmaharajpur,yes,luturpank,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,birmaharajpur,10,luturpank,0,0,0.18,0,0,0,0.18,-0.18,0,sonepur,birmaharajpur,luturpank
2889,3606,sonepur,yes,birmaharajpur,yes,mursundhi,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,birmaharajpur,11,mursundhi,0,0,0.89,0,0,0,0.89,-0.89,0,sonepur,birmaharajpur,mursundhi
2890,3607,sonepur,yes,birmaharajpur,yes,pitamahul,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,birmaharajpur,12,pitamahul,0,1.73,0.93,0.98,0,0,1.91,-0.18,0.01,sonepur,birmaharajpur,pitamahul
2891,3608,sonepur,yes,birmaharajpur,yes,sangrampur,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,birmaharajpur,13,sangrampur,0,0,0.15,0,0,0,0.15,-0.15,0,sonepur,birmaharajpur,sangrampur
2892,3609,sonepur,yes,birmaharajpur,yes,subalaya,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,birmaharajpur,14,subalaya,0,0.89,0.89,0,0,0,0.89,0,0,sonepur,birmaharajpur,subalaya
2893,3610,sonepur,yes,birmaharajpur,yes,ufula,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,birmaharajpur,15,ufula,0,0,1.05,0,0,0,1.05,-1.05,0.01,sonepur,birmaharajpur,ufula
2894,3580,sonepur,yes,binka,yes,babupalli,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,binka,1,babupalli,0,0.21,0.54,0,0,0,0.54,-0.33,0,sonepur,binka,babupalli
2895,3581,sonepur,yes,binka,yes,bankighirdi,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,binka,2,bankighirdi,0,0.01,0.37,0,0,0,0.37,-0.36,0,sonepur,binka,bankighirdi
2896,3582,sonepur,yes,binka,yes,baunsuni,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,binka,3,baunsuni,0,0.07,0.37,0,0,0,0.37,-0.3,0,sonepur,binka,baunsuni
2897,3583,sonepur,yes,binka,yes,bhandar,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,binka,4,bhandar,0,1.62,1.4,0,0,0,1.4,0.22,0,sonepur,binka,bhandar
2898,3584,sonepur,yes,binka,yes,charda,yes,64,64 birmaharajpur (sc),bolangir,odisha,sonepur,binka,5,charda,0,0.08,0.35,0,0,0,0.35,-0.27,0,sonepur,binka,charda
