g_match_id,s_id,g_district,district_mapped,g_block,block_mapped,g_gp,gp_mapped,g_ac_id,g_ac,g_pc,s_state,s_district,s_block,Sl.No,s_gp,SC,ST,Minority,Others,Total,updated_district_name,updated_block_name,updated_gp_name
82,717,baragarh,yes,bijepur,yes,beniachal,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,5,beniachal,24.8,11.1,0,31.5,67.4,baragarh,bijepur,beniachal
83,718,baragarh,yes,bijepur,yes,bhatigaon,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,6,bhatigaon,39.2,19.5,0,70.1,128.8,baragarh,bijepur,bhatigaon
84,719,baragarh,yes,bijepur,yes,bijepur,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,7,bijepur,0.3,0,0,0.6,0.9,baragarh,bijepur,bijepur
85,720,baragarh,yes,bijepur,yes,budapali,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,8,budapali,6.4,3,0,37.6,47,baragarh,bijepur,budapali
86,721,baragarh,yes,bijepur,yes,charpali (new),yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,9,charpali (new),13.6,11.1,0,26.4,51.1,baragarh,bijepur,charpali (new)
87,722,baragarh,yes,bijepur,yes,ganthiapali,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,10,ganthiapali,11.3,3.2,0,40.7,55.2,baragarh,bijepur,ganthiapali
88,723,baragarh,yes,bijepur,yes,jaring,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,11,jaring,6.1,3.8,0,38.3,48.2,baragarh,bijepur,jaring
89,724,baragarh,yes,bijepur,yes,jokhipali,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,12,jokhipali,21.2,5.9,0,36.1,63.2,baragarh,bijepur,jokhipali
90,725,baragarh,yes,bijepur,yes,kharmunda,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,13,kharmunda,21.6,17.5,0,40.6,79.7,baragarh,bijepur,kharmunda
91,726,baragarh,yes,bijepur,yes,laumunda,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,14,laumunda,35.4,21.1,0,76.4,132.9,baragarh,bijepur,laumunda
92,727,baragarh,yes,bijepur,yes,m.srigida,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,15,m.srigida,13.5,14.3,0,26.9,54.7,baragarh,bijepur,m.srigida
93,728,baragarh,yes,bijepur,yes,pada,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,16,pada,19,20.4,0,35.6,75,baragarh,bijepur,pada
94,729,baragarh,yes,bijepur,yes,pahandi,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,17,pahandi,25.2,27.7,0,27.1,80,baragarh,bijepur,pahandi
95,730,baragarh,yes,bijepur,yes,patharla,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,18,patharla,20.4,37.6,0,51.2,109.2,baragarh,bijepur,patharla
96,731,baragarh,yes,bijepur,yes,saipali,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,19,saipali,23.1,37.9,0,32.9,93.9,baragarh,bijepur,saipali
97,732,baragarh,yes,bijepur,yes,samaleipadar,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,20,samaleipadar,3.8,5.3,0,25,34.1,baragarh,bijepur,samaleipadar
98,733,baragarh,yes,bijepur,yes,sanbausen,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,21,sanbausen,40.4,29.3,0,24.5,94.2,baragarh,bijepur,sanbausen
99,734,baragarh,yes,bijepur,yes,surubali,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,22,surubali,8.2,0.5,0,31.7,40.4,baragarh,bijepur,surubali
100,735,baragarh,yes,bijepur,yes,t.gandpali,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,23,t.gandpali,30.3,12.5,0,39.7,82.5,baragarh,bijepur,t.gandpali
101,736,baragarh,yes,bijepur,yes,talpadar,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,24,talpadar,26.5,16.4,0,39.7,82.6,baragarh,bijepur,talpadar
102,669,baragarh,yes,barpali,yes,patkulunda,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,17,patkulunda,27.9,1,0,64.5,93.4,baragarh,barpali,patkulunda
103,653,baragarh,yes,barpali,yes,agalpur,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,1,agalpur,2.7,0,0,94.9,97.6,baragarh,barpali,agalpur
104,655,baragarh,yes,barpali,yes,bandhpali,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,3,bandhpali,0.3,1.8,0,17.8,19.9,baragarh,barpali,bandhpali
105,657,baragarh,yes,barpali,yes,barguda,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,5,barguda,13.7,4.7,0,13.2,31.6,baragarh,barpali,barguda
106,658,baragarh,yes,barpali,yes,bhatigaon,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,6,bhatigaon,9.3,2.9,0,9.5,21.7,baragarh,barpali,bhatigaon
107,659,baragarh,yes,barpali,yes,gopeipali,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,7,gopeipali,7.2,3.9,0,13.2,24.3,baragarh,barpali,gopeipali
108,660,baragarh,yes,barpali,yes,kainsir,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,8,kainsir,8.8,0,0,17.7,26.5,baragarh,barpali,kainsir
109,663,baragarh,yes,barpali,yes,khemasara,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,11,khemasara,1.8,4.6,0,3.2,9.6,baragarh,barpali,khemasara
110,667,baragarh,yes,barpali,yes,mahada,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,15,mahada,1.5,0.3,0,8.9,10.7,baragarh,barpali,mahada
