s_state,s_district,s_block,Sl. No,s_gp,SC,ST,Minority,Others,Total,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,balasore,balasore,7,chandipur,0,0,28.6,2.2,30.8,257,balasore,balasore,chandipur
odisha,balasore,balasore,8,chhanua,57.3,3.3,0,39.1,99.7,258,balasore,balasore,chhanua
odisha,balasore,balasore,9,dubulagadi,1.9,47.1,17,38.1,104.1,259,balasore,balasore,dubulagadi
odisha,balasore,balasore,10,genguti,9.3,18.5,0,30.2,58,260,balasore,balasore,genguti
odisha,balasore,balasore,11,gopinathpur,22.7,10.8,0,29.5,63,261,balasore,balasore,gopinathpur
odisha,balasore,balasore,12,haldipada,28.7,4.7,0,28.1,61.5,262,balasore,balasore,haldipada
odisha,balasore,balasore,13,hidigan,18.1,8.3,1.6,26,54,263,balasore,balasore,hidigan
odisha,balasore,balasore,14,jayadeba kasaba,77.4,56.5,1.3,23.9,159.1,264,balasore,balasore,jayadeba kasaba
odisha,balasore,balasore,15,kasafal,19.3,17.9,0,74.2,111.4,265,balasore,balasore,kasafal
odisha,balasore,balasore,16,kasipada,20.7,0.7,0,37.7,59.1,266,balasore,balasore,kasipada
odisha,balasore,balasore,17,khannagar,28.7,17.3,0,15.2,61.2,267,balasore,balasore,khannagar
odisha,balasore,balasore,18,kuradiha,100.4,5.8,0,17.4,123.6,268,balasore,balasore,kuradiha
odisha,balasore,balasore,19,nagram,17.1,11.6,0,8.9,37.6,269,balasore,balasore,nagram
odisha,balasore,balasore,20,odangi,40.6,3.5,0,23.4,67.5,270,balasore,balasore,odangi
odisha,balasore,balasore,21,olanda sargan,98.7,12.4,0,64,175.1,271,balasore,balasore,olanda sargan
odisha,balasore,balasore,22,padmapur,71.2,4.9,0,47.7,123.8,272,balasore,balasore,padmapur
odisha,balasore,balasore,23,panchupada,14.1,0,0,18.6,32.7,273,balasore,balasore,panchupada
odisha,balasore,balasore,24,parikhi,4.7,18.9,41.6,74.8,140,274,balasore,balasore,parikhi
odisha,balasore,balasore,25,patrapada,2.5,4.8,0,1.8,9.1,275,balasore,balasore,patrapada
odisha,balasore,balasore,26,raisuan,15.6,0.6,0,50.8,67,276,balasore,balasore,raisuan
odisha,balasore,balasore,27,ransahi,47.4,0,0,17.4,64.8,277,balasore,balasore,ransahi
odisha,balasore,balasore,28,rasalpur,49.2,0.3,0,45.6,95.1,278,balasore,balasore,rasalpur
odisha,balasore,balasore,29,rasulpur,39.7,0.9,0,23,63.6,279,balasore,balasore,rasulpur
odisha,balasore,balasore,30,rupsa samil hasanpur,16.3,20.5,0,27.8,64.6,280,balasore,balasore,rupsa samil hasanpur
odisha,balasore,balasore,31,sargan,20,4.1,0,32.6,56.7,281,balasore,balasore,sargan
odisha,balasore,balasore,32,sartha,44.1,14.9,0,112,171,282,balasore,balasore,sartha
odisha,balasore,balasore,33,sasang,23.3,0,5.6,28.5,57.4,283,balasore,balasore,sasang
odisha,balasore,balasore,34,sindhia,47.8,0,0,42.5,90.3,284,balasore,balasore,sindhia
odisha,balasore,balasore,35,srikona,8.2,7.2,8.8,43.9,68.1,285,balasore,balasore,srikona
odisha,balasore,balasore,36,srirampur,40.3,9.6,0,49,98.9,286,balasore,balasore,srirampur
odisha,balasore,balasore,37,gudu,NA,NA,NA,NA,NA,287,balasore,balasore,gudu
odisha,balasore,baliapal,1,aladiha,14.9,2.4,0,58.7,76,288,balasore,baliapal,aladiha
odisha,balasore,baliapal,2,asti,27.7,0,0,68,95.7,289,balasore,baliapal,asti
odisha,balasore,baliapal,3,balarampur,13.2,7.7,1.2,29.9,52,290,balasore,baliapal,balarampur
odisha,balasore,baliapal,4,baliapal,16.8,1.2,2,15.3,35.3,291,balasore,baliapal,baliapal
odisha,balasore,baliapal,5,balikuti,32.7,14.2,0,44.7,91.6,292,balasore,baliapal,balikuti
odisha,balasore,baliapal,6,baniadiha,41.4,0,0,26.3,67.7,293,balasore,baliapal,baniadiha
odisha,balasore,baliapal,7,betagadia,8.4,33.1,0,162.4,203.9,294,balasore,baliapal,betagadia
odisha,balasore,baliapal,8,bishnupur,66.2,0,0,53.6,119.8,295,balasore,baliapal,bishnupur
odisha,balasore,baliapal,9,bodas,16.6,19.7,0,81.9,118.2,296,balasore,baliapal,bodas
odisha,balasore,baliapal,10,bolang,23.2,3.3,0,20.7,47.2,297,balasore,baliapal,bolang
odisha,balasore,baliapal,11,chaumukh,18.3,1.2,0,42.5,62,298,balasore,baliapal,chaumukh
odisha,balasore,baliapal,12,dagara,23.8,54.9,0,70.3,149,299,balasore,baliapal,dagara
odisha,balasore,baliapal,13,debhog,35.9,0.3,0,40,76.2,300,balasore,baliapal,debhog
odisha,balasore,baliapal,14,deula,12.4,23.3,1.2,55.6,92.5,301,balasore,baliapal,deula
odisha,balasore,baliapal,15,ghantua,0,0,0,29.9,29.9,302,balasore,baliapal,ghantua
odisha,balasore,baliapal,16,jagatipur,14.5,0,6.6,50.8,71.9,303,balasore,baliapal,jagatipur
odisha,balasore,baliapal,17,jamakunda,84.4,0,1.2,74,159.6,304,balasore,baliapal,jamakunda
odisha,balasore,baliapal,18,jambhirai,65.7,1.5,0,51.3,118.5,305,balasore,baliapal,jambhirai
odisha,balasore,baliapal,19,kumbhari,5.5,0,0,14.4,19.9,306,balasore,baliapal,kumbhari
odisha,balasore,baliapal,20,kunduli,62.5,1.8,0,69,133.3,307,balasore,baliapal,kunduli
odisha,balasore,baliapal,21,madhupura,36.4,9.1,1.2,46.1,92.8,308,balasore,baliapal,madhupura
odisha,balasore,baliapal,22,nikhira,20.9,6.3,0,30.7,57.9,309,balasore,baliapal,nikhira
odisha,balasore,baliapal,23,nuagaon,3.6,0,1.9,43,48.5,310,balasore,baliapal,nuagaon
odisha,balasore,baliapal,24,panchupalli,8,21,0,49.2,78.2,311,balasore,baliapal,panchupalli
odisha,balasore,baliapal,25,pratappur,6.5,0,0,52.7,59.2,312,balasore,baliapal,pratappur
odisha,balasore,baliapal,26,ratei,20.8,0,0,50.3,71.1,313,balasore,baliapal,ratei
odisha,balasore,baliapal,27,saudi,41.6,5.3,0,20,66.9,314,balasore,baliapal,saudi
odisha,balasore,baliapal,28,srirampur,38.7,5.1,0,30.1,73.9,315,balasore,baliapal,srirampur
odisha,balasore,basta,1,baharda,12.1,10.7,6.5,24.2,53.5,316,balasore,basta,baharda
odisha,balasore,basta,2,barunagadia,3.9,0,0,56.3,60.2,317,balasore,basta,barunagadia
odisha,balasore,basta,3,basuchakurai,13.4,22.5,0,29.1,65,318,balasore,basta,basuchakurai
odisha,balasore,basta,4,brahmanda,1.1,19.5,3.1,38,61.7,319,balasore,basta,brahmanda
odisha,balasore,basta,5,chormara,4.9,0,0,34.7,39.6,320,balasore,basta,chormara
odisha,balasore,basta,6,darada,7.2,9.7,4.5,52.1,73.5,321,balasore,basta,darada
odisha,balasore,basta,7,dudhahansa,22.7,11.1,0,30,63.8,322,balasore,basta,dudhahansa
odisha,balasore,basta,8,gadapada,9.3,79.2,6.6,31.8,126.9,323,balasore,basta,gadapada
odisha,balasore,basta,9,irda,35.3,14.2,0,35.3,84.8,324,balasore,basta,irda
odisha,balasore,basta,10,kadarayan,2.1,0,59.4,0,61.5,325,balasore,basta,kadarayan
odisha,balasore,basta,11,kainagari,6.9,0,0,32.8,39.7,326,balasore,basta,kainagari
odisha,balasore,basta,12,karua,12.4,9.4,2.9,25.6,50.3,327,balasore,basta,karua
odisha,balasore,basta,13,kudia,17,7.6,0,19.5,44.1,328,balasore,basta,kudia
odisha,balasore,basta,14,kulida,16.5,20.9,0,14.1,51.5,329,balasore,basta,kulida
odisha,balasore,basta,15,mathani,50,4.2,0,47.3,101.5,330,balasore,basta,mathani
odisha,balasore,basta,16,mukulisi,23.5,27.1,2.4,44.1,97.1,331,balasore,basta,mukulisi
odisha,balasore,basta,17,nabara,2.6,0,0,25,27.6,332,balasore,basta,nabara
odisha,balasore,basta,18,naikudi,10.4,0,0,45.8,56.2,333,balasore,basta,naikudi
odisha,balasore,basta,19,natakata,15,8,0,45.4,68.4,334,balasore,basta,natakata
odisha,balasore,basta,20,patharjhara,9.6,53.7,31.5,14.7,109.5,335,balasore,basta,patharjhara
odisha,balasore,basta,21,paunskuli,8.7,16,4.5,29.9,59.1,336,balasore,basta,paunskuli
odisha,balasore,basta,22,purusottampur,18.3,12.6,0,29.4,60.3,337,balasore,basta,purusottampur
odisha,balasore,basta,23,putura,7.3,0.3,0,68.6,76.2,338,balasore,basta,putura
odisha,balasore,basta,24,raghunathpur,27.9,1.9,0,31.9,61.7,339,balasore,basta,raghunathpur
odisha,balasore,basta,25,routpada,20.8,9.7,3.4,25.9,59.8,340,balasore,basta,routpada
odisha,balasore,basta,26,sadanandapur,24.2,20.7,15.8,34.9,95.6,341,balasore,basta,sadanandapur
odisha,balasore,basta,27,sahada,37.9,9.2,2.7,37.5,87.3,342,balasore,basta,sahada
odisha,balasore,basta,28,santoshpur,11.7,27.8,2.4,14.1,56,343,balasore,basta,santoshpur
odisha,balasore,basta,29,singla,5.3,1.1,0,27.6,34,344,balasore,basta,singla
odisha,balasore,basta,30,tadada,24.9,15.5,0,47.6,88,345,balasore,basta,tadada
odisha,balasore,basta,31,velora,7,30.5,0,15.3,52.8,346,balasore,basta,velora
odisha,balasore,bhograi,1,analia,7.8,0,0,29.2,37,347,balasore,bhograi,analia
odisha,balasore,bhograi,2,aruhabruti-1,20,0,4.5,42.2,66.7,348,balasore,bhograi,aruhabruti-1
odisha,balasore,bhograi,3,bajitpur,1.3,0,6.7,16.7,24.7,349,balasore,bhograi,bajitpur
odisha,balasore,bhograi,4,balim,6.3,14.7,0,40.1,61.1,350,balasore,bhograi,balim
odisha,balasore,bhograi,5,barabatia,1.2,0.3,0,32.3,33.8,351,balasore,bhograi,barabatia
odisha,balasore,bhograi,6,baunsadiha,22.9,3.6,0,24.6,51.1,352,balasore,bhograi,baunsadiha
odisha,balasore,bhograi,7,bhograi,8.2,0,6.2,32.4,46.8,353,balasore,bhograi,bhograi
odisha,balasore,bhograi,8,dahunda,5.7,0,3.1,40.6,49.4,354,balasore,bhograi,dahunda
odisha,balasore,bhograi,9,daruha,0,0,0,36.6,36.6,355,balasore,bhograi,daruha
odisha,balasore,bhograi,10,dehurda,5.7,0,0,34.6,40.3,356,balasore,bhograi,dehurda
odisha,balasore,bhograi,11,deula,6.3,0.8,0,45.8,52.9,357,balasore,bhograi,deula
odisha,balasore,bhograi,12,durpal,2.5,0.5,0,47.2,50.2,358,balasore,bhograi,durpal
odisha,balasore,bhograi,13,gabagan,0.9,0,0,47,47.9,359,balasore,bhograi,gabagan
odisha,balasore,bhograi,14,gochhidateghari,28.5,2,0,23.6,54.1,360,balasore,bhograi,gochhidateghari
odisha,balasore,bhograi,15,gopinathapur,4.8,0,0,40.5,45.3,361,balasore,bhograi,gopinathapur
odisha,balasore,bhograi,16,gunasartha,4.6,4.1,3.1,42.5,54.3,362,balasore,bhograi,gunasartha
odisha,balasore,bhograi,17,guneibasan,0,0,0,35.4,35.4,363,balasore,bhograi,guneibasan
odisha,balasore,bhograi,18,hooguli,12.3,0,5.8,15.7,33.8,364,balasore,bhograi,hooguli
odisha,balasore,bhograi,19,jagannathpur,11.4,0,0,43.2,54.6,365,balasore,bhograi,jagannathpur
odisha,balasore,bhograi,20,jaleswarpur,14.7,0,0,16.9,31.6,366,balasore,bhograi,jaleswarpur
odisha,balasore,bhograi,21,jalsoharia,2.4,1.9,0,24.9,29.2,367,balasore,bhograi,jalsoharia
odisha,balasore,bhograi,22,jayrampur,34.8,51.4,0,40.7,126.9,368,balasore,bhograi,jayrampur
odisha,balasore,bhograi,23,k.kamarda,9.4,0,16.1,47.6,73.1,369,balasore,bhograi,k.kamarda
odisha,balasore,bhograi,24,kachuadi,4.1,0.7,0,32.6,37.4,370,balasore,bhograi,kachuadi
odisha,balasore,bhograi,25,kakhada,8.8,0,4.2,27.8,40.8,371,balasore,bhograi,kakhada
odisha,balasore,bhograi,26,khanthibhanuri,47.4,14.5,0,43.2,105.1,372,balasore,bhograi,khanthibhanuri
odisha,balasore,bhograi,27,kharidpipal,20.4,0.3,12.4,23.2,56.3,373,balasore,bhograi,kharidpipal
odisha,balasore,bhograi,28,kulida,0,0,0,13.8,13.8,374,balasore,bhograi,kulida
odisha,balasore,bhograi,29,kumbharmuli,2.9,0.7,0,31.7,35.3,375,balasore,bhograi,kumbharmuli
odisha,balasore,bhograi,30,kumbhirgadi,25.2,4.2,0,19.8,49.2,376,balasore,bhograi,kumbhirgadi
odisha,balasore,bhograi,31,kusuda,1.8,0,0,29.5,31.3,377,balasore,bhograi,kusuda
odisha,balasore,bhograi,32,mahagab,2.1,0.2,2.5,36.4,41.2,378,balasore,bhograi,mahagab
odisha,balasore,bhograi,33,maheshpur,11.5,1.2,1.2,41.7,55.6,379,balasore,bhograi,maheshpur
odisha,balasore,bhograi,34,mandarsahi,4,0,2.4,47.6,54,380,balasore,bhograi,mandarsahi
odisha,balasore,bhograi,35,n. m. padia,29,8.6,2.4,58.1,98.1,381,balasore,bhograi,n. m. padia
odisha,balasore,bhograi,36,nachinda,63.3,0.2,0,46.5,110,382,balasore,bhograi,nachinda
odisha,balasore,bhograi,37,nahara,5.4,0,0,60.2,65.6,383,balasore,bhograi,nahara
odisha,balasore,bhograi,38,nimatpur,21.5,0,0,36.1,57.6,384,balasore,bhograi,nimatpur
odisha,balasore,bhograi,39,panisanda,1.9,0,18.9,21.8,42.6,385,balasore,bhograi,panisanda
odisha,balasore,bhograi,40,pasarbindha,43,0,0,26.1,69.1,386,balasore,bhograi,pasarbindha
odisha,balasore,bhograi,41,putina,3.1,0,0,35.2,38.3,387,balasore,bhograi,putina
odisha,balasore,bhograi,42,rasolpur,36.4,0,5.6,32.3,74.3,388,balasore,bhograi,rasolpur
odisha,balasore,bhograi,43,sahabajipur,44,0.9,0,21.6,66.5,389,balasore,bhograi,sahabajipur
odisha,balasore,bhograi,44,sankhari,1.9,0,0,21.6,23.5,390,balasore,bhograi,sankhari
odisha,balasore,bhograi,45,sianroi,12.7,2.1,0,55.4,70.2,391,balasore,bhograi,sianroi
odisha,balasore,bhograi,46,soharia,0,0,0,21.4,21.4,392,balasore,bhograi,soharia
odisha,balasore,bhograi,47,sradhapur,23.7,0,1.2,43.4,68.3,393,balasore,bhograi,sradhapur
odisha,balasore,bhograi,48,sultanpur,8.1,0,0,30,38.1,394,balasore,bhograi,sultanpur
odisha,balasore,bhograi,49,sunadharbasan,16.6,0,1.9,21.7,40.2,395,balasore,bhograi,sunadharbasan
odisha,balasore,bhograi,50,t.hazira,39.8,15.1,0,25.7,80.6,396,balasore,bhograi,t.hazira
odisha,balasore,jaleswar,1,aruha,3.3,10.4,0,37,50.7,397,balasore,jaleswar,aruha
odisha,balasore,jaleswar,2,baiganbadia,38,0,0,33.3,71.3,398,balasore,jaleswar,baiganbadia
odisha,balasore,jaleswar,3,baradiha,17.7,95.6,0,41.2,154.5,399,balasore,jaleswar,baradiha
odisha,balasore,jaleswar,4,bartana,28.8,6.3,0,32.5,67.6,400,balasore,jaleswar,bartana
odisha,balasore,jaleswar,5,chamargan,2.2,11.7,0,13.2,27.1,401,balasore,jaleswar,chamargan
odisha,balasore,jaleswar,6,d.p.pur,28.4,16.5,0,19.6,64.5,402,balasore,jaleswar,d.p.pur
odisha,balasore,jaleswar,7,gadasahi baliapal,12.3,0.7,0,10.8,23.8,403,balasore,jaleswar,gadasahi baliapal
odisha,balasore,jaleswar,8,gobarghata,6.3,12.6,0,13.8,32.7,404,balasore,jaleswar,gobarghata
odisha,balasore,jaleswar,9,gopimohanpur,10.1,20.5,0,19.8,50.4,405,balasore,jaleswar,gopimohanpur
odisha,balasore,jaleswar,10,jharpipal,9,0,0,21.4,30.4,406,balasore,jaleswar,jharpipal
odisha,balasore,jaleswar,11,k.majhisahi,68.7,59.7,0,30.9,159.3,407,balasore,jaleswar,k.majhisahi
odisha,balasore,jaleswar,12,kalama,17.2,52.7,0,22.4,92.3,408,balasore,jaleswar,kalama
odisha,balasore,jaleswar,13,kalika,9.6,67.1,4.3,15.1,96.1,409,balasore,jaleswar,kalika
odisha,balasore,jaleswar,14,khalina,22.2,0,0,23.4,45.6,410,balasore,jaleswar,khalina
odisha,balasore,jaleswar,15,khuad,12.2,81.1,0,31.8,125.1,411,balasore,jaleswar,khuad
odisha,balasore,jaleswar,16,khuluda,22.5,2.4,0,23.5,48.4,412,balasore,jaleswar,khuluda
odisha,balasore,jaleswar,17,kotsahi,26.7,34.7,0,29.4,90.8,413,balasore,jaleswar,kotsahi
odisha,balasore,jaleswar,18,laxmananatha,11.5,21.9,0,19.8,53.2,414,balasore,jaleswar,laxmananatha
odisha,balasore,jaleswar,19,mahamadnagarpatna,16.7,8.6,0,13.3,38.6,415,balasore,jaleswar,mahamadnagarpatna
odisha,balasore,jaleswar,20,mankidia,1.6,2.2,0,11.5,15.3,416,balasore,jaleswar,mankidia
odisha,balasore,jaleswar,21,nachhimpur,5.7,3.8,0,19.5,29,417,balasore,jaleswar,nachhimpur
odisha,balasore,jaleswar,22,nampo,2.7,19.2,3.7,29.2,54.8,418,balasore,jaleswar,nampo
odisha,balasore,jaleswar,23,netua,0,16.6,0,27.1,43.7,419,balasore,jaleswar,netua
odisha,balasore,jaleswar,24,olmara,54,0,17.5,32,103.5,420,balasore,jaleswar,olmara
odisha,balasore,jaleswar,25,paikasida,55.5,3.4,0,37.4,96.3,421,balasore,jaleswar,paikasida
odisha,balasore,jaleswar,26,paschimbad,51.9,0,5.6,34.5,92,422,balasore,jaleswar,paschimbad
odisha,balasore,jaleswar,27,r. r. pur,18,31.9,0,26.7,76.6,423,balasore,jaleswar,r. r. pur
odisha,balasore,jaleswar,28,raibania,63.8,46.7,0,30.3,140.8,424,balasore,jaleswar,raibania
odisha,balasore,jaleswar,29,rajpur,9.8,50.8,8.4,26.2,95.2,425,balasore,jaleswar,rajpur
odisha,balasore,jaleswar,30,sampatia,6,0,0,17.3,23.3,426,balasore,jaleswar,sampatia
odisha,balasore,jaleswar,31,sardarbandha,0,68.2,0,7.7,75.9,427,balasore,jaleswar,sardarbandha
odisha,balasore,jaleswar,32,shyamnagar,8.5,60.9,0,23.7,93.1,428,balasore,jaleswar,shyamnagar
odisha,balasore,jaleswar,33,sikharpur,40.3,4.3,0,39.5,84.1,429,balasore,jaleswar,sikharpur
odisha,balasore,jaleswar,34,srirampur,13.7,9.8,0,18.3,41.8,430,balasore,jaleswar,srirampur
odisha,balasore,jaleswar,35,sugo,14.6,10.5,0,35.9,61,431,balasore,jaleswar,sugo
odisha,balasore,khaira,1,achutipur,3.3,0,0,26.6,29.9,432,balasore,khaira,achutipur
odisha,balasore,khaira,2,amaria- agnipur,10.1,0.7,0,32.1,42.9,433,balasore,khaira,amaria- agnipur
odisha,balasore,khaira,3,antara,20.2,5.1,0,74.8,100.1,434,balasore,khaira,antara
odisha,balasore,khaira,4,badajaypur,9,4.1,0,28.3,41.4,435,balasore,khaira,badajaypur
odisha,balasore,khaira,5,badanuagan,26.2,0,0,25.6,51.8,436,balasore,khaira,badanuagan
odisha,balasore,khaira,6,barada,26.6,4,0,41.9,72.5,437,balasore,khaira,barada
odisha,balasore,khaira,7,bartana,19.2,0.7,0,38.1,58,438,balasore,khaira,bartana
odisha,balasore,khaira,8,baunsagadia,17.1,47.7,0,30.3,95.1,439,balasore,khaira,baunsagadia
odisha,balasore,khaira,9,dagarpada,6.9,0,4.3,29.2,40.4,440,balasore,khaira,dagarpada
odisha,balasore,khaira,10,dalanga-ii,12.4,0,0,30.2,42.6,441,balasore,khaira,dalanga-ii
odisha,balasore,khaira,11,dungura,14.7,0.7,0,22.8,38.2,442,balasore,khaira,dungura
odisha,balasore,khaira,12,gadapokhari,26,28.1,0,37,91.1,443,balasore,khaira,gadapokhari
odisha,balasore,khaira,13,gagandhuli,20.7,3.1,1.7,32.9,58.4,444,balasore,khaira,gagandhuli
odisha,balasore,khaira,14,garsang,26.7,1.4,0,39.1,67.2,445,balasore,khaira,garsang
odisha,balasore,khaira,15,goliha,12.1,6.2,0,16.9,35.2,446,balasore,khaira,goliha
odisha,balasore,khaira,16,govindpur,7.6,0,0,46.4,54,447,balasore,khaira,govindpur
odisha,balasore,khaira,17,haripur,9.8,12.9,0,24,46.7,448,balasore,khaira,haripur
odisha,balasore,khaira,18,jalada,9.2,0,0,32.8,42,449,balasore,khaira,jalada
odisha,balasore,khaira,19,jhinkiria,18.3,0.2,9.4,35.7,63.6,450,balasore,khaira,jhinkiria
odisha,balasore,khaira,20,kaithagadia,19.7,22.5,0,17.7,59.9,451,balasore,khaira,kaithagadia
odisha,balasore,khaira,21,khaira,4.7,0,0,22.4,27.1,452,balasore,khaira,khaira
odisha,balasore,khaira,22,kupari,17.3,22.6,0,32,71.9,453,balasore,khaira,kupari
odisha,balasore,khaira,23,kurunta,14.3,1.6,0,26.1,42,454,balasore,khaira,kurunta
odisha,balasore,khaira,24,mahatipur,8.3,1,0,26.7,36,455,balasore,khaira,mahatipur
odisha,balasore,khaira,25,makhanpur,13.5,2,3.9,28.5,47.9,456,balasore,khaira,makhanpur
odisha,balasore,khaira,26,manitri,43.6,2.5,2.9,76.1,125.1,457,balasore,khaira,manitri
odisha,balasore,khaira,27,nahanga,17.3,0,0,23,40.3,458,balasore,khaira,nahanga
odisha,balasore,khaira,28,nandur,9.3,2.6,0,26.2,38.1,459,balasore,khaira,nandur
odisha,balasore,khaira,29,nayakhandi,16.6,0,0,28,44.6,460,balasore,khaira,nayakhandi
odisha,balasore,khaira,30,palasa,13,1.2,0,21.5,35.7,461,balasore,khaira,palasa
odisha,balasore,khaira,31,rapeya,20.9,3.8,0,49.6,74.3,462,balasore,khaira,rapeya
odisha,balasore,khaira,32,ratina,13.5,0,0,19,32.5,463,balasore,khaira,ratina
odisha,balasore,khaira,33,sardang,22.2,11,0,37.2,70.4,464,balasore,khaira,sardang
odisha,balasore,khaira,34,sarkona,18.7,0,0,40,58.7,465,balasore,khaira,sarkona
odisha,balasore,khaira,35,sarugaon,4.9,0,0,27,31.9,466,balasore,khaira,sarugaon
odisha,balasore,khaira,36,shyamsundarpur,14.5,0,0,57.6,72.1,467,balasore,khaira,shyamsundarpur
odisha,balasore,khaira,37,sundhiragandibed,8.2,0,0,39.5,47.7,468,balasore,khaira,sundhiragandibed
odisha,balasore,nilgiri,1,ajodhya,45.1,57.3,0,30.7,133.1,469,balasore,nilgiri,ajodhya
odisha,balasore,nilgiri,2,arabandha,1.4,97.9,0,18.1,117.4,470,balasore,nilgiri,arabandha
odisha,balasore,nilgiri,3,begunia,17.6,8.5,0,15.7,41.8,471,balasore,nilgiri,begunia
odisha,balasore,nilgiri,4,berhampur,1,14.5,0,17.2,32.7,472,balasore,nilgiri,berhampur
odisha,balasore,nilgiri,5,bhaunriabad,11.2,124.9,0,14.5,150.6,473,balasore,nilgiri,bhaunriabad
odisha,balasore,nilgiri,6,chhatrapur,8.4,58.1,0,14.5,81,474,balasore,nilgiri,chhatrapur
odisha,balasore,nilgiri,7,dharampur,10.7,15.5,0,22,48.2,475,balasore,nilgiri,dharampur
odisha,balasore,nilgiri,8,dhobsila,15,43.4,0,20.3,78.7,476,balasore,nilgiri,dhobsila
odisha,balasore,nilgiri,9,garadihi,10.4,87.2,0,9.2,106.8,477,balasore,nilgiri,garadihi
odisha,balasore,nilgiri,10,jadida,5,28.6,0,18.6,52.2,478,balasore,nilgiri,jadida
odisha,balasore,nilgiri,11,jamudiha,0.6,62.3,0,31.1,94,479,balasore,nilgiri,jamudiha
odisha,balasore,nilgiri,12,k.c.pur,0.6,118.2,0,17.6,136.4,480,balasore,nilgiri,k.c.pur
odisha,balasore,nilgiri,13,k.p.lakharaj,22.1,61.8,0,34.6,118.5,481,balasore,nilgiri,k.p.lakharaj
odisha,balasore,nilgiri,14,kansa,22.2,25.9,0,26.2,74.3,482,balasore,nilgiri,kansa
odisha,balasore,nilgiri,15,machhua,5.1,28.9,0,15.2,49.2,483,balasore,nilgiri,machhua
odisha,balasore,nilgiri,16,mahisapata,4.2,89.7,0,8.2,102.1,484,balasore,nilgiri,mahisapata
odisha,balasore,nilgiri,17,matiali,4.4,80.2,0,7.2,91.8,485,balasore,nilgiri,matiali
odisha,balasore,nilgiri,18,naranpur,0.9,42.1,0,13,56,486,balasore,nilgiri,naranpur
odisha,balasore,nilgiri,19,narasinghpur,29.4,49.8,0,40.3,119.5,487,balasore,nilgiri,narasinghpur
odisha,balasore,nilgiri,20,pithahata,0.3,77.9,0,13.8,92,488,balasore,nilgiri,pithahata
odisha,balasore,nilgiri,21,r.k.pur,8.4,21.4,0,13.6,43.4,489,balasore,nilgiri,r.k.pur
odisha,balasore,nilgiri,22,sajanagarh,3.1,92.7,0,7.3,103.1,490,balasore,nilgiri,sajanagarh
odisha,balasore,nilgiri,23,siadimal,0.4,61.1,0,4.3,65.8,491,balasore,nilgiri,siadimal
odisha,balasore,nilgiri,24,telipal,0,80.9,0,20.6,101.5,492,balasore,nilgiri,telipal
odisha,balasore,nilgiri,25,tentulia,10.7,50.9,0,2.9,64.5,493,balasore,nilgiri,tentulia
odisha,balasore,oupada,1,aghirapada,6.2,34.7,0,38.3,79.2,494,balasore,oupada,aghirapada
odisha,balasore,oupada,2,badapokhari,16.3,35.7,0,36.1,88.1,495,balasore,oupada,badapokhari
odisha,balasore,oupada,3,baunsabania,14.7,20.9,0,59.3,94.9,496,balasore,oupada,baunsabania
odisha,balasore,oupada,4,dakhina narasingpur,33.3,12,0,42.5,87.8,497,balasore,oupada,dakhina narasingpur
odisha,balasore,oupada,5,fatepur,27.7,6,0,59.7,93.4,498,balasore,oupada,fatepur
odisha,balasore,oupada,6,gadasahi,2.6,166.2,0,20.7,189.5,499,balasore,oupada,gadasahi
odisha,balasore,oupada,7,iswarpur,34,2,0,52.2,88.2,500,balasore,oupada,iswarpur
odisha,balasore,oupada,8,kandagaradi,6.3,28.8,0,52.9,88,501,balasore,oupada,kandagaradi
odisha,balasore,oupada,9,rairamchandrapur,14.4,27.6,0,20.2,62.2,502,balasore,oupada,rairamchandrapur
odisha,balasore,oupada,10,shyamsundarpur,24.7,105,0,70.3,200,503,balasore,oupada,shyamsundarpur
odisha,balasore,oupada,11,talakia,24.5,1.2,0,71.1,96.8,504,balasore,oupada,talakia
odisha,balasore,remuna,1,badapal,14.2,38.8,0,43.7,96.7,505,balasore,remuna,badapal
odisha,balasore,remuna,2,barunsing,20.4,4.6,0,27,52,506,balasore,remuna,barunsing
odisha,balasore,remuna,3,bhimpura,1.6,10.6,0,6.1,18.3,507,balasore,remuna,bhimpura
odisha,balasore,remuna,4,biruan,22,13.4,0,16.4,51.8,508,balasore,remuna,biruan
odisha,balasore,remuna,5,chasakhanda,9.3,16.3,0,63.9,89.5,509,balasore,remuna,chasakhanda
odisha,balasore,remuna,6,dahapada,5.5,27.5,0,10.1,43.1,510,balasore,remuna,dahapada
odisha,balasore,remuna,7,durgadevi,56.1,28.5,0,36.4,121,511,balasore,remuna,durgadevi
odisha,balasore,remuna,8,gandarda,11,2.1,0,17.2,30.3,512,balasore,remuna,gandarda
odisha,balasore,remuna,9,ganipur,0.9,18.1,0,2.4,21.4,513,balasore,remuna,ganipur
odisha,balasore,remuna,10,gududa,22.3,39.8,0,41.1,103.2,514,balasore,remuna,gududa
odisha,balasore,remuna,11,haripur,9.9,0,0,19.8,29.7,515,balasore,remuna,haripur
odisha,balasore,remuna,12,inchudi,52.8,0,0,40,92.8,516,balasore,remuna,inchudi
odisha,balasore,remuna,13,kalyanpur,7.4,20.3,0,30,57.7,517,balasore,remuna,kalyanpur
