s_state,s_district,s_block,Number of Gram Panchayats,s_gp,Opening Balance For FY 2019-20,Total Fund Available For  FY 2019-20,Total Expenditure on Wages For FY 2019-20,Total Expenditure On Materials For FY 2019-20,Total Tax Paid For FY 2019-20,Total Admin Expenses  For FY 2019-20,Grand Total Expenditure For FY 2019-20,Total Unspent Balance For FY 2019-20,Total Payment Due For FY 2019-20,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,bolangir,muribahal,3,bankel,-9.8,43.09,54.89,0.91,0,0,55.8,-12.72,1.49,178,bolangir,muribahal,bankel
odisha,bolangir,muribahal,4,belpadar,-3.12,18.58,23.26,0,0,0,23.26,-4.67,1.17,179,bolangir,muribahal,belpadar
odisha,bolangir,muribahal,5,bitabandh,0,16.52,18.98,6.79,0,0,25.77,-9.25,1.61,180,bolangir,muribahal,bitabandh
odisha,bolangir,muribahal,6,chalki,-7.33,30.22,34.33,5.84,0,0,40.17,-9.95,0.7,181,bolangir,muribahal,chalki
odisha,bolangir,muribahal,7,chanabahal,-12.12,54.29,65.21,0.96,0,0,66.17,-11.88,1.79,182,bolangir,muribahal,chanabahal
odisha,bolangir,muribahal,8,dangarpada,0,43.16,46.35,0.62,0,0,46.97,-3.81,0.49,183,bolangir,muribahal,dangarpada
odisha,bolangir,muribahal,9,gadgadabahal,0,20.03,19.43,5.24,0,0,24.66,-4.63,0.65,184,bolangir,muribahal,gadgadabahal
odisha,bolangir,muribahal,10,ganrei,-17.64,38.74,51.53,4.84,0,0,56.37,-17.64,0.9,185,bolangir,muribahal,ganrei
odisha,bolangir,muribahal,11,goimund,0,28.5,29.03,0,0,0,29.03,-0.53,0.81,186,bolangir,muribahal,goimund
odisha,bolangir,muribahal,12,gudighat,-9.46,46.19,55.66,0,0,0,55.66,-9.46,0.94,187,bolangir,muribahal,gudighat
odisha,bolangir,muribahal,13,haldi,-2.31,70.63,67.13,5.79,0,0,72.91,-2.29,0.68,188,bolangir,muribahal,haldi
odisha,bolangir,muribahal,14,ichhapada,-4.89,85.75,82.98,12.06,0.43,0,95.48,-9.72,2.38,189,bolangir,muribahal,ichhapada
odisha,bolangir,muribahal,15,lakhana,-3.05,19.72,24.3,3.87,0,0,28.17,-8.45,0.77,190,bolangir,muribahal,lakhana
odisha,bolangir,muribahal,16,lebda,0.03,27.31,39.32,2.79,0,0,42.12,-14.81,0.59,191,bolangir,muribahal,lebda
odisha,bolangir,muribahal,17,malisira,-0.66,52.99,49.97,3.63,0,0,53.6,-0.61,1.28,192,bolangir,muribahal,malisira
odisha,bolangir,muribahal,18,muribahal,0,53.57,49.44,7.56,0,0,57,-3.42,0.51,193,bolangir,muribahal,muribahal
odisha,bolangir,muribahal,19,patrapali,-10.08,51.12,46.06,16.07,0,0,62.12,-11.01,2.41,194,bolangir,muribahal,patrapali
odisha,bolangir,muribahal,20,patrapali- kha,0,19.87,13.9,6.24,0,0,20.14,-0.28,0.24,195,bolangir,muribahal,patrapali- kha
odisha,bolangir,muribahal,21,tentelkhunti,-1.53,32.25,35,0,0,0,35,-2.75,0.37,196,bolangir,muribahal,tentelkhunti
odisha,bolangir,muribahal,22,tupaudar,0.44,17.15,16.19,1.77,0,0,17.96,-0.81,1.04,197,bolangir,muribahal,tupaudar
odisha,bolangir,patnagarh,1,balipata,1.05,30.53,29.47,0,0,0,29.47,1.05,0.28,198,bolangir,patnagarh,balipata
odisha,bolangir,patnagarh,2,baneimunda,-1.31,48.34,44.69,4.96,0,0,49.65,-1.31,0.14,199,bolangir,patnagarh,baneimunda
odisha,bolangir,patnagarh,3,barpadar,-1.5,15.09,16.5,0,0,0,16.5,-1.41,0.35,200,bolangir,patnagarh,barpadar
odisha,bolangir,patnagarh,4,batharla,1.02,13.52,11.09,1.45,0,0,12.54,0.98,0,201,bolangir,patnagarh,batharla
odisha,bolangir,patnagarh,5,bhainsa,0.81,22.24,21.39,0,0,0,21.39,0.84,0.36,202,bolangir,patnagarh,bhainsa
odisha,bolangir,patnagarh,6,bharatbahal,0,8.26,8.22,0,0,0,8.22,0.04,0.14,203,bolangir,patnagarh,bharatbahal
odisha,bolangir,patnagarh,7,dangabahal,0,34.64,26.4,6.13,0,0,32.53,2.11,2.29,204,bolangir,patnagarh,dangabahal
odisha,bolangir,patnagarh,8,deulgaon,1.59,38.59,35.82,1.33,0,0,37.14,1.44,0.4,205,bolangir,patnagarh,deulgaon
odisha,bolangir,patnagarh,9,dhatuk,0,42.18,35.61,6.51,0,0,42.12,0.06,0.2,206,bolangir,patnagarh,dhatuk
odisha,bolangir,patnagarh,10,dhubalpada,-0.23,18.06,18.29,0,0,0,18.29,-0.23,1.12,207,bolangir,patnagarh,dhubalpada
odisha,bolangir,patnagarh,11,gangasagar,0.17,11.09,10.91,0,0,0,10.91,0.18,0.65,208,bolangir,patnagarh,gangasagar
odisha,bolangir,patnagarh,12,gerda,-0.39,39.94,40,0.26,0,0,40.26,-0.31,0.63,209,bolangir,patnagarh,gerda
odisha,bolangir,patnagarh,13,ghasian,0.32,21.96,20.57,1.05,0,0,21.62,0.34,0.05,210,bolangir,patnagarh,ghasian
odisha,bolangir,patnagarh,14,ghuchepali,-1.02,23.7,24.67,0,0,0,24.67,-0.97,0.27,211,bolangir,patnagarh,ghuchepali
odisha,bolangir,patnagarh,15,jogimunda,0.93,27.73,25.65,1.03,0,0,26.68,1.05,0.23,212,bolangir,patnagarh,jogimunda
odisha,bolangir,patnagarh,16,kendumundi,-0.5,47.75,47.61,0.63,0,0,48.24,-0.49,0.11,213,bolangir,patnagarh,kendumundi
odisha,bolangir,patnagarh,17,kerbeda,0,20.91,20.91,0,0,0,20.91,0,0.78,214,bolangir,patnagarh,kerbeda
odisha,bolangir,patnagarh,18,khuntsamlei,1.84,21.53,19.37,0.31,0,0,19.69,1.84,0.05,215,bolangir,patnagarh,khuntsamlei
odisha,bolangir,patnagarh,19,khursel,0,23.18,23.07,0.12,0,0,23.19,-0.01,0.22,216,bolangir,patnagarh,khursel
odisha,bolangir,patnagarh,20,larambha,0,44.25,43.57,0.58,0,0,44.15,0.1,0.88,217,bolangir,patnagarh,larambha
odisha,bolangir,patnagarh,21,maruan,1.32,36.17,34.47,0.36,0,0,34.83,1.34,0.15,218,bolangir,patnagarh,maruan
odisha,bolangir,patnagarh,22,mundomahul,-0.83,21.1,21.94,0,0,0,21.94,-0.84,0.12,219,bolangir,patnagarh,mundomahul
odisha,bolangir,patnagarh,23,pandamunda,2.82,41.52,38.6,0,0,0,38.6,2.92,0.16,220,bolangir,patnagarh,pandamunda
odisha,bolangir,patnagarh,24,phatamunda,0,23.47,17.48,5.83,0,0,23.31,0.15,0.62,221,bolangir,patnagarh,phatamunda
odisha,bolangir,patnagarh,25,salepali,0.93,21.88,20.96,0,0,0,20.96,0.92,0.13,222,bolangir,patnagarh,salepali
odisha,bolangir,patnagarh,26,solbandh,-0.79,14.1,14.89,0,0,0,14.89,-0.79,0.71,223,bolangir,patnagarh,solbandh
odisha,bolangir,patnagarh,27,sunamudi,3.31,37.07,32.94,1.05,0,0,33.99,3.08,0.64,224,bolangir,patnagarh,sunamudi
odisha,bolangir,patnagarh,28,tamian,4.31,79.79,58.74,16.77,0,0,75.51,4.27,0.58,225,bolangir,patnagarh,tamian
odisha,bolangir,patnagarh,29,tendapadar,2.68,23.61,20.94,0,0,0,20.94,2.68,0.33,226,bolangir,patnagarh,tendapadar
odisha,bolangir,patnagarh,30,ulba,0.4,21.83,20.94,0,0,0,20.94,0.89,1.16,227,bolangir,patnagarh,ulba
odisha,bolangir,puintala,1,ainlasari,0,28.57,28.41,0.17,0,0,28.59,-0.02,0.15,228,bolangir,puintala,ainlasari
odisha,bolangir,puintala,2,ankriapadar,-0.12,18.04,17.6,0.55,0,0,18.16,-0.12,0.09,229,bolangir,puintala,ankriapadar
odisha,bolangir,puintala,3,atgaon,0.73,33.8,28.2,4.88,0,0,33.08,0.73,0.13,230,bolangir,puintala,atgaon
odisha,bolangir,puintala,4,bahalpadar,0.93,37.28,36.32,0,0,0,36.32,0.96,0.12,231,bolangir,puintala,bahalpadar
odisha,bolangir,puintala,5,bairasar,2.81,10.57,7.78,0,0,0,7.78,2.8,0,232,bolangir,puintala,bairasar
odisha,bolangir,puintala,6,bandhpada,1.75,12.33,9.55,1.03,0,0,10.59,1.75,0,233,bolangir,puintala,bandhpada
odisha,bolangir,puintala,7,bhaler,3.62,17.3,13.1,0.58,0,0,13.68,3.62,0.02,234,bolangir,puintala,bhaler
odisha,bolangir,puintala,8,bileisarda,0.67,35.45,28.65,6.11,0.09,0,34.85,0.61,0.16,235,bolangir,puintala,bileisarda
odisha,bolangir,puintala,9,bubel,0.66,21.86,21.25,0.6,0,0,21.85,0.01,0.44,236,bolangir,puintala,bubel
odisha,bolangir,puintala,10,chhatamakhna,2.71,21.4,18.72,0,0,0,18.72,2.68,0.26,237,bolangir,puintala,chhatamakhna
odisha,bolangir,puintala,11,chhatapipal,2.24,52.38,48.73,1.88,0,0,50.62,1.76,0.3,238,bolangir,puintala,chhatapipal
odisha,bolangir,puintala,12,daspur,5.27,33.2,22.44,5.45,0.04,0,27.93,5.27,0,239,bolangir,puintala,daspur
odisha,bolangir,puintala,13,durgapali,2.52,7.83,4.77,0.53,0,0,5.3,2.52,0.14,240,bolangir,puintala,durgapali
odisha,bolangir,puintala,14,gaintala,2.55,7.88,5.33,0,0,0,5.33,2.55,0,241,bolangir,puintala,gaintala
odisha,bolangir,puintala,15,jamgaon,5.47,46.02,28.57,11.9,0,0,40.47,5.55,0.91,242,bolangir,puintala,jamgaon
odisha,bolangir,puintala,16,khaliapali,-0.63,22.27,21.44,1.46,0.01,0,22.91,-0.63,0.05,243,bolangir,puintala,khaliapali
odisha,bolangir,puintala,17,kurul,0.2,11.42,11.21,0.02,0,0,11.22,0.2,0.01,244,bolangir,puintala,kurul
odisha,bolangir,puintala,18,lukapada,3.85,40.99,30.98,6.02,0.04,0,37.04,3.94,0.4,245,bolangir,puintala,lukapada
odisha,bolangir,puintala,19,mahimunda,0.96,17.13,15.24,0.93,0.01,0,16.17,0.96,0,246,bolangir,puintala,mahimunda
odisha,bolangir,puintala,20,malmunda,-1.96,6.24,7.67,0.27,0,0,7.94,-1.69,0.94,247,bolangir,puintala,malmunda
odisha,bolangir,puintala,21,patharla(talgaj),4.02,46.21,40.64,1.55,0,0,42.19,4.02,0.32,248,bolangir,puintala,patharla(talgaj)
odisha,bolangir,puintala,22,pipirda,0.02,16.15,16.56,0,0,0,16.56,-0.41,0.06,249,bolangir,puintala,pipirda
odisha,bolangir,puintala,23,puintala,2.42,9.41,7,0,0,0,7,2.42,0.03,250,bolangir,puintala,puintala
odisha,bolangir,puintala,24,randa,2.81,25.11,21.67,0.61,0.02,0,22.3,2.81,0.15,251,bolangir,puintala,randa
odisha,bolangir,puintala,25,sauntpur,0.8,16.24,15.43,0,0,0,15.43,0.82,0.17,252,bolangir,puintala,sauntpur
odisha,bolangir,saintala,1,ambpali,-2,31.88,27.76,6.26,0,0,34.02,-2.14,0.6,253,bolangir,saintala,ambpali
odisha,bolangir,saintala,2,belgaon,-2.26,17.49,19.22,0.53,0,0,19.75,-2.26,0.23,254,bolangir,saintala,belgaon
odisha,bolangir,saintala,3,bhadra,0.23,34.07,32.92,0.92,0,0,33.84,0.23,0.09,255,bolangir,saintala,bhadra
odisha,bolangir,saintala,4,bibina,0,9.73,9.91,1.53,0,0,11.45,-1.71,1.47,256,bolangir,saintala,bibina
odisha,bolangir,saintala,5,budabahal,-4.11,47.94,39.77,12.27,0,0,52.04,-4.11,1.96,257,bolangir,saintala,budabahal
odisha,bolangir,saintala,6,deng,-2.93,40.78,33.18,10.52,0,0,43.71,-2.93,0.22,258,bolangir,saintala,deng
odisha,bolangir,saintala,7,dharapgarh,-1.09,22.1,18.88,4.3,0,0,23.18,-1.09,0.36,259,bolangir,saintala,dharapgarh
odisha,bolangir,saintala,8,dunguripali,-5.06,33.66,29.45,9.53,0,0,38.98,-5.31,0.71,260,bolangir,saintala,dunguripali
odisha,bolangir,saintala,9,gandpatrapali,-0.16,30.81,29.54,1.45,0,0,30.99,-0.18,0.08,261,bolangir,saintala,gandpatrapali
odisha,bolangir,saintala,10,ghunsar,3.75,30.2,22.08,4.39,0,0,26.47,3.73,1.37,262,bolangir,saintala,ghunsar
odisha,bolangir,saintala,11,jhinkidunguri,-2.69,38.92,32.44,9.02,0,0,41.45,-2.53,0.76,263,bolangir,saintala,jhinkidunguri
odisha,bolangir,saintala,12,jurabandh,-4.56,35.58,27.55,12.59,0,0,40.15,-4.56,0.93,264,bolangir,saintala,jurabandh
odisha,bolangir,saintala,13,kandhkelgaon,-3.78,84,67.72,20.07,0,0,87.8,-3.8,0.59,265,bolangir,saintala,kandhkelgaon
odisha,bolangir,saintala,14,kansar,-0.35,40,24.8,15.54,0,0,40.35,-0.35,0.04,266,bolangir,saintala,kansar
odisha,bolangir,saintala,15,karamtala,-4.38,63.01,52.97,22.19,0,0,75.16,-12.16,2.84,267,bolangir,saintala,karamtala
odisha,bolangir,saintala,16,kermeli,-0.64,34.27,27.51,22.53,0,0,50.04,-15.76,1.75,268,bolangir,saintala,kermeli
odisha,bolangir,saintala,17,kuikeda,-2.11,6.13,8.81,2.38,0,0,11.2,-5.07,0.42,269,bolangir,saintala,kuikeda
odisha,bolangir,saintala,18,kumbhari,-3.67,9.61,11.48,1.83,0,0,13.31,-3.7,0.44,270,bolangir,saintala,kumbhari
odisha,bolangir,saintala,19,saintala,-2.33,27.91,22.85,7.39,0,0,30.24,-2.33,3.34,271,bolangir,saintala,saintala
odisha,bolangir,saintala,20,siskela,-1.51,32.52,27.56,6.46,0,0,34.02,-1.51,0.15,272,bolangir,saintala,siskela
odisha,bolangir,saintala,21,talbahal,0,10.2,10.17,0,0,0,10.17,0.02,1.18,273,bolangir,saintala,talbahal
odisha,bolangir,saintala,22,tikrapada,2.54,113.16,81.58,29.04,0,0,110.62,2.54,0.64,274,bolangir,saintala,tikrapada
odisha,bolangir,titlagarh,1,adabahal,-2.46,33.56,29.71,6.29,0,0,36.01,-2.45,1.45,275,bolangir,titlagarh,adabahal
odisha,bolangir,titlagarh,2,bandupala,0.68,71.62,59.49,11.26,0,0,70.75,0.86,0.35,276,bolangir,titlagarh,bandupala
odisha,bolangir,titlagarh,3,banjipadar,-8.28,91.53,76.81,23.06,0,0,99.87,-8.33,1.18,277,bolangir,titlagarh,banjipadar
odisha,bolangir,titlagarh,4,bhalegaon,-4.59,31.38,32.63,3.34,0,0,35.97,-4.59,0.25,278,bolangir,titlagarh,bhalegaon
odisha,bolangir,titlagarh,5,bijepur,-22.1,88.31,98.2,12.17,0,0,110.36,-22.06,1.01,279,bolangir,titlagarh,bijepur
odisha,bolangir,titlagarh,6,binekela,-7.49,23.05,28.37,2.16,0,0,30.54,-7.49,2.9,280,bolangir,titlagarh,binekela
odisha,bolangir,titlagarh,7,digsira,-1.45,51.49,43.03,10.03,0,0,53.06,-1.57,0.7,281,bolangir,titlagarh,digsira
odisha,bolangir,titlagarh,8,ghantbahali,-4.63,29.5,29.93,4.19,0,0,34.12,-4.63,0.48,282,bolangir,titlagarh,ghantbahali
odisha,bolangir,titlagarh,9,ghodar,-2.16,31.47,28.42,5.27,0,0,33.7,-2.23,1.32,283,bolangir,titlagarh,ghodar
odisha,bolangir,titlagarh,10,jagua,1.72,46.26,42.18,2.36,0,0,44.54,1.72,0.23,284,bolangir,titlagarh,jagua
odisha,bolangir,titlagarh,11,katarkela,0,35.82,33.62,2.26,0,0,35.87,-0.06,0.21,285,bolangir,titlagarh,katarkela
odisha,bolangir,titlagarh,12,kholan,-6.34,33.12,33.19,6.28,0,0,39.47,-6.34,0.93,286,bolangir,titlagarh,kholan
odisha,bolangir,titlagarh,13,kursud,0.13,40.1,35.3,4.78,0,0,40.08,0.02,1.36,287,bolangir,titlagarh,kursud
odisha,bolangir,titlagarh,14,kuskela,-3.9,34.63,35.94,2.58,0,0,38.53,-3.9,0.81,288,bolangir,titlagarh,kuskela
odisha,bolangir,titlagarh,15,luthurbandh,-5.33,14.33,19.66,0,0,0,19.66,-5.33,0.93,289,bolangir,titlagarh,luthurbandh
odisha,bolangir,titlagarh,16,mahulpada,-5.41,41.6,40.62,6.34,0,0,46.96,-5.37,2.73,290,bolangir,titlagarh,mahulpada
odisha,bolangir,titlagarh,17,manigaon,-3.83,41.21,40.92,4.12,0,0,45.04,-3.83,0.2,291,bolangir,titlagarh,manigaon
odisha,bolangir,titlagarh,18,marlad,1.57,35.66,29.22,4.88,0,0,34.1,1.57,0.24,292,bolangir,titlagarh,marlad
odisha,bolangir,titlagarh,19,naren,4.43,60.68,56.24,0,0,0,56.24,4.43,0.24,293,bolangir,titlagarh,naren
odisha,bolangir,titlagarh,20,parasara,-4.16,32.43,36.59,0,0,0,36.59,-4.16,0.7,294,bolangir,titlagarh,parasara
odisha,bolangir,titlagarh,21,sagadghat,-6.96,35.91,38.49,4.44,0,0,42.93,-7.02,4.06,295,bolangir,titlagarh,sagadghat
odisha,bolangir,titlagarh,22,sihini,3.56,71.23,49.03,18.89,0,0,67.92,3.31,0.43,296,bolangir,titlagarh,sihini
odisha,bolangir,titlagarh,23,siluan,-5.08,22.54,22.98,4.64,0,0,27.62,-5.08,1.03,297,bolangir,titlagarh,siluan
odisha,bolangir,titlagarh,24,surda,0,37.26,35.64,1.62,0,0,37.26,0,4.66,298,bolangir,titlagarh,surda
odisha,bolangir,turekela,1,badbanki,-3.33,71.04,70.98,3.41,0,0,74.39,-3.35,0.32,299,bolangir,turekela,badbanki
odisha,bolangir,turekela,2,baddakla,0.36,40.01,39.77,0.2,0,0,39.97,0.04,0.62,300,bolangir,turekela,baddakla
odisha,bolangir,turekela,3,buromal,0,32.61,32.55,0.06,0,0,32.61,0,0.11,301,bolangir,turekela,buromal
odisha,bolangir,turekela,4,chatuanka,0,9.45,9.34,0.1,0,0,9.44,0.01,0.03,302,bolangir,turekela,chatuanka
odisha,bolangir,turekela,5,chaulsukha,0.97,32.55,31.46,0.21,0,0,31.67,0.88,0.09,303,bolangir,turekela,chaulsukha
odisha,bolangir,turekela,6,dhamandanga,-1.04,65.99,66.96,0.15,0,0,67.11,-1.12,0.71,304,bolangir,turekela,dhamandanga
odisha,bolangir,turekela,7,dholmandal,-5.56,22.01,27.57,0,0,0,27.58,-5.56,0.42,305,bolangir,turekela,dholmandal
odisha,bolangir,turekela,8,ghunesh,-2.25,40.23,39.25,3.24,0,0,42.49,-2.25,0,306,bolangir,turekela,ghunesh
odisha,bolangir,turekela,9,halanbhata,1.05,25.33,16.93,7.4,0,0,24.33,1,0.51,307,bolangir,turekela,halanbhata
odisha,bolangir,turekela,10,hial,1.11,52.32,50.14,0.81,0,0,50.95,1.37,0.64,308,bolangir,turekela,hial
odisha,bolangir,turekela,11,jharni,0.01,25.15,22.73,2.12,0.27,0,25.12,0.03,0.06,309,bolangir,turekela,jharni
odisha,bolangir,turekela,12,kameimunda,0.95,26.87,25.54,0.37,0,0,25.92,0.95,0.35,310,bolangir,turekela,kameimunda
odisha,bolangir,turekela,13,kandei,-2.56,35.42,30.84,7.12,0.13,0,38.09,-2.67,0.22,311,bolangir,turekela,kandei
odisha,bolangir,turekela,14,karuanmunda,0.74,35.87,34.95,0.18,0,0,35.13,0.74,0.34,312,bolangir,turekela,karuanmunda
odisha,bolangir,turekela,15,khagsa,1.41,22.91,18.97,2.23,0.3,0,21.49,1.41,0.34,313,bolangir,turekela,khagsa
odisha,bolangir,turekela,16,kuibahal,-0.12,39,34.43,4.62,0.13,0,39.18,-0.18,0.28,314,bolangir,turekela,kuibahal
odisha,bolangir,turekela,17,mahakhand,-0.55,30.34,30.48,0.4,0,0,30.88,-0.53,0.14,315,bolangir,turekela,mahakhand
odisha,bolangir,turekela,18,mahulpati,0.79,82.62,61.67,19.03,1.11,0,81.82,0.8,0.29,316,bolangir,turekela,mahulpati
odisha,bolangir,turekela,19,turekela,-0.23,35.51,35.63,0.08,0,0,35.71,-0.2,0.34,317,bolangir,turekela,turekela
odisha,boudh,boudh,1,ainlapali,0,16.01,15.09,2.52,0,0,17.61,-1.6,0.81,318,boudh,boudh,ainlapali
odisha,boudh,boudh,2,ambajhari,-0.47,25.01,20.71,4.72,0.01,0,25.44,-0.43,0.28,319,boudh,boudh,ambajhari
odisha,boudh,boudh,3,badhigaon,0,44.49,36.4,7.52,0.48,0,44.39,0.1,0.92,320,boudh,boudh,badhigaon
odisha,boudh,boudh,4,baghiapada,0,34.26,32.05,2.19,0,0,34.25,0.01,0.35,321,boudh,boudh,baghiapada
odisha,boudh,boudh,5,bohira,-0.54,26.15,23.22,2.16,0,0,25.37,0.78,3.25,322,boudh,boudh,bohira
odisha,boudh,boudh,6,baunsuni,0,23.8,21.93,1.78,0,0,23.71,0.09,0.72,323,boudh,boudh,baunsuni
odisha,boudh,boudh,7,brahmanipali,-0.07,48.11,42.67,5.35,0.2,0,48.21,-0.1,0.36,324,boudh,boudh,brahmanipali
odisha,boudh,boudh,8,gochhapada,-0.36,61.36,51.62,10.01,0.11,0,61.74,-0.37,0.28,325,boudh,boudh,gochhapada
odisha,boudh,boudh,9,gundulia,-0.25,32.89,35.86,0,0,0,35.85,-2.96,0.32,326,boudh,boudh,gundulia
odisha,boudh,boudh,10,kasurbandh,0,9.01,8.19,0.88,0,0,9.08,-0.07,0.35,327,boudh,boudh,kasurbandh
odisha,boudh,boudh,11,khaliapali purumunda,0,9,9.51,1.4,0,0,10.91,-1.91,1.64,328,boudh,boudh,khaliapali purumunda
odisha,boudh,boudh,12,khuntabandha,-0.37,1.61,2.6,0.26,0,0,2.86,-1.25,0.08,329,boudh,boudh,khuntabandha
odisha,boudh,boudh,13,laxmiprasad,-0.45,14.41,13.72,1.35,0.16,0,15.24,-0.83,0,330,boudh,boudh,laxmiprasad
odisha,boudh,boudh,14,manupali,0,7.42,10.87,0.17,0,0,11.04,-3.63,1.02,331,boudh,boudh,manupali
odisha,boudh,boudh,15,mundapada,-1,26.08,27,0.09,0,0,27.08,-1,0.17,332,boudh,boudh,mundapada
odisha,boudh,boudh,16,mundipadar,-0.03,19.07,19.14,0,0,0,19.14,-0.06,0.15,333,boudh,boudh,mundipadar
odisha,boudh,boudh,17,mursundhi,-0.14,19.67,17.61,2.12,0.01,0,19.74,-0.08,0.14,334,boudh,boudh,mursundhi
odisha,boudh,boudh,18,padmanapur,0,10.55,12.28,0,0,0,12.28,-1.74,1.82,335,boudh,boudh,padmanapur
odisha,boudh,boudh,19,raxa,-0.03,11.72,14.03,1.76,0.01,0,15.81,-4.08,3.85,336,boudh,boudh,raxa
odisha,boudh,boudh,20,sagada,-0.01,21.21,17.92,2.62,0.46,0,21,0.21,1.81,337,boudh,boudh,sagada
odisha,boudh,boudh,21,talasarada,0,28.47,30.92,0.06,0,0,30.98,-2.51,3.59,338,boudh,boudh,talasarada
odisha,boudh,boudh,22,telibandha,-0.65,18.95,19.8,0.08,0,0,19.89,-0.93,1.62,339,boudh,boudh,telibandha
odisha,boudh,boudh,23,tikarapada,-0.07,28.06,27.66,0.52,0,0,28.18,-0.12,2.42,340,boudh,boudh,tikarapada
odisha,boudh,harbhanga,1,adenigarh,-0.11,6.98,19.3,0,0,0,19.3,-12.32,1.1,341,boudh,harbhanga,adenigarh
odisha,boudh,harbhanga,2,bamanda,-0.38,15.59,17.42,0,0,0,17.42,-1.83,4.94,342,boudh,harbhanga,bamanda
odisha,boudh,harbhanga,3,bandhapathar,-0.35,10.11,10.9,0,0,0,10.9,-0.79,2.81,343,boudh,harbhanga,bandhapathar
odisha,boudh,harbhanga,4,banibhusanapur,-0.51,26.26,21.08,6.26,0.75,0,28.08,-1.82,7.04,344,boudh,harbhanga,banibhusanapur
odisha,boudh,harbhanga,5,biranarasinghpur,-0.02,14,12.85,1.2,0,0,14.05,-0.05,2.61,345,boudh,harbhanga,biranarasinghpur
odisha,boudh,harbhanga,6,chhatranga,-0.06,27.5,23.26,4.53,0,0,27.78,-0.28,3.11,346,boudh,harbhanga,chhatranga
odisha,boudh,harbhanga,7,dhalpur,-0.75,23.61,24.76,0,0,0,24.76,-1.15,3.36,347,boudh,harbhanga,dhalpur
odisha,boudh,harbhanga,8,harabhanga,-0.08,13.2,15.53,0.59,0,0,16.11,-2.92,0.84,348,boudh,harbhanga,harabhanga
odisha,boudh,harbhanga,9,karanjakata,0,12.66,10.5,2.15,0.01,0,12.66,0,2.31,349,boudh,harbhanga,karanjakata
odisha,boudh,harbhanga,10,kusang,-0.74,12.85,11.75,1.88,0,0,13.63,-0.78,3.13,350,boudh,harbhanga,kusang
odisha,boudh,harbhanga,11,lunibahal,0,21.13,16.65,6.33,0.01,0,22.99,-1.86,3.12,351,boudh,harbhanga,lunibahal
odisha,boudh,harbhanga,12,mahalikpada,0,26.74,21.19,5.45,0.04,0,26.68,0.07,2.05,352,boudh,harbhanga,mahalikpada
odisha,boudh,harbhanga,13,mathura,-0.73,12.81,16.06,0,0,0,16.06,-3.25,0.74,353,boudh,harbhanga,mathura
odisha,boudh,harbhanga,14,pitambarpur,-0.01,13.35,14.48,0,0,0,14.48,-1.13,0.87,354,boudh,harbhanga,pitambarpur
odisha,boudh,harbhanga,15,purunakatak,-0.39,13.63,15.06,1.29,0,0,16.35,-2.72,2.59,355,boudh,harbhanga,purunakatak
odisha,boudh,harbhanga,16,radhanagar,-1.26,14.92,14.07,3.48,0.24,0,17.79,-2.87,1.79,356,boudh,harbhanga,radhanagar
odisha,boudh,harbhanga,17,ramgarh,-1.71,17.77,13.78,6.53,0,0,20.31,-2.54,0.67,357,boudh,harbhanga,ramgarh
odisha,boudh,harbhanga,18,sampoch,-0.02,16.74,16.26,1.48,0,0,17.73,-1,1.93,358,boudh,harbhanga,sampoch
odisha,boudh,harbhanga,19,sankuloi,0,12.7,9.34,3.61,0.01,0,12.96,-0.26,1.19,359,boudh,harbhanga,sankuloi
odisha,boudh,harbhanga,20,sarasara,-0.02,10.46,11.24,0,0,0,11.24,-0.77,1.78,360,boudh,harbhanga,sarasara
odisha,boudh,harbhanga,21,talagaon,-0.18,62.57,35.22,27.48,0.18,0,62.88,-0.31,3.23,361,boudh,harbhanga,talagaon
odisha,boudh,harbhanga,22,tileswar,-0.08,17.74,19.51,0.45,0,0,19.96,-2.22,2.34,362,boudh,harbhanga,tileswar
odisha,boudh,kantamal,1,ambagaon,0,47.86,43.2,4.85,0,0,48.05,-0.19,0.11,363,boudh,kantamal,ambagaon
odisha,boudh,kantamal,2,baragaon,-0.72,67.79,63.89,8.73,0,0,72.62,-4.83,2.45,364,boudh,kantamal,baragaon
odisha,boudh,kantamal,3,baragochha,-1.17,26.86,28.27,0.26,0,0,28.53,-1.67,4.12,365,boudh,kantamal,baragochha
odisha,boudh,kantamal,4,bilaspur,0,50.71,36.12,15.67,0,0,51.79,-1.08,1.15,366,boudh,kantamal,bilaspur
odisha,boudh,kantamal,5,dapala,0,38.15,42.3,2.23,0,0,44.53,-6.38,3.84,367,boudh,kantamal,dapala
odisha,boudh,kantamal,6,ghantapada,-2.53,29.94,33.64,2.63,0,0,36.27,-6.33,3.18,368,boudh,kantamal,ghantapada
odisha,boudh,kantamal,7,ghikundi,-0.61,16.75,16,2.14,0,0,18.14,-1.38,0.12,369,boudh,kantamal,ghikundi
odisha,boudh,kantamal,8,gudvelipadar,0,17.8,18.33,1.88,0,0,20.21,-2.41,0.71,370,boudh,kantamal,gudvelipadar
odisha,boudh,kantamal,9,jogendrapur,-0.06,44.2,36.92,9.87,0,0,46.79,-2.59,0.64,371,boudh,kantamal,jogendrapur
odisha,boudh,kantamal,10,kantamal,-0.7,33.85,26.63,9.09,0,0,35.73,-1.88,0.56,372,boudh,kantamal,kantamal
