Name of the State,Name of the District,Name of the Block,Number of Gram Panchayats,Name of the Gram Panchayat,Openning Balance for FY 2018-19,Total Fund Available for the FY 2018-19,Total Expenditure on Wages for FY 2018-19,Total Expenditure on Materials for FY 2018-19,Total Expenditure on Tax for FY 2018-19,Total Expenditure on Admin Expenses  for FY 2018-19,Grand Total Expenditure for FY 2018-19,Total Unspent Balance for FY 2018-19,Total Payment Due for FY 2018-19
Odisha,Ganjam,Sheragada,8,Gobindapur,0.000,15.470,11.500,3.900,0.000,0.000,15.400,0.070,0.020
Odisha,Ganjam,Sheragada,9,Gothagam,0.000,23.990,12.850,11.070,0.000,0.000,23.920,0.070,0.010
Odisha,Ganjam,Sheragada,10,K.Karadakana,0.000,43.760,32.930,10.820,0.000,0.000,43.750,0.010,0.760
Odisha,Ganjam,Sheragada,11,Khirida,0.000,26.590,19.620,6.830,0.000,0.000,26.450,0.140,0.150
Odisha,Ganjam,Sheragada,12,Krushnachhai,0.000,27.080,14.960,11.980,0.000,0.000,26.940,0.140,0.090
Odisha,Ganjam,Sheragada,13,Kulagada,0.000,19.510,15.320,4.180,0.000,0.000,19.510,0.000,0.190
Odisha,Ganjam,Sheragada,14,Kumarapani,0.000,16.040,11.040,4.920,0.000,0.000,15.960,0.070,0.330
Odisha,Ganjam,Sheragada,15,Kurula,0.000,4.890,4.890,0.000,0.000,0.000,4.890,0.000,0.000
Odisha,Ganjam,Sheragada,16,Mahupadar,0.000,41.280,33.470,7.780,0.000,0.000,41.250,0.030,0.520
Odisha,Ganjam,Sheragada,17,Narendrapur,0.000,31.310,19.890,10.800,0.440,0.000,31.140,0.170,0.040
Odisha,Ganjam,Sheragada,18,Pitala,0.000,10.110,4.650,5.200,0.000,0.000,9.850,0.260,0.030
Odisha,Ganjam,Sheragada,19,Sheragada,0.000,43.710,31.730,11.750,0.000,0.000,43.490,0.220,0.400
Odisha,Ganjam,Sheragada,20,Tahara,0.000,7.680,5.770,1.910,0.000,0.000,7.680,0.000,0.020
Odisha,Ganjam,Sheragada,21,Takarada,0.000,21.100,18.650,2.390,0.000,0.000,21.050,0.050,0.300
Odisha,Ganjam,Sheragada,22,Thuruburai,0.000,16.860,13.170,3.660,0.000,0.000,16.830,0.030,0.380
Odisha,Ganjam,Sheragada,,Total,0.000,517.410,377.650,137.840,0.440,0.000,515.930,1.480,4.850
Odisha,Ganjam,Sheragada,,Block Level Line Deptt.,0.000,0.000,279.440,151.490,1.510,0.060,432.500,-432.500,2.610
Odisha,Ganjam,Sheragada,,Po,0.000,391.680,0.000,NA,NA,32.130,32.130,359.550,NA
Odisha,Ganjam,Sheragada,,Grand Total,0.000,909.090,657.090,289.330,1.950,32.190,980.560,-71.470,7.460
Odisha,Ganjam,Surada,1,Amrutulu,0.000,26.480,23.200,3.150,0.000,0.000,26.340,0.140,0.270
Odisha,Ganjam,Surada,2,Asurabandha,0.000,27.830,21.930,5.900,0.000,0.000,27.830,0.000,0.500
Odisha,Ganjam,Surada,3,Bada Badangi,0.000,25.570,26.420,0.000,0.000,0.000,26.430,-0.860,0.610
Odisha,Ganjam,Surada,4,Bada Gochha,0.000,12.560,10.260,2.280,0.000,0.000,12.540,0.020,0.210
Odisha,Ganjam,Surada,5,Badagada,0.000,60.330,43.050,17.220,0.000,0.000,60.270,0.070,0.740
Odisha,Ganjam,Surada,6,Bhagabanpur,0.000,15.520,12.780,2.710,0.000,0.000,15.490,0.030,0.770
Odisha,Ganjam,Surada,7,Borada,0.000,21.150,15.230,5.910,0.000,0.000,21.130,0.020,0.270
Odisha,Ganjam,Surada,8,Borasingi,0.000,19.800,14.530,5.240,0.000,0.000,19.770,0.030,0.180
Odisha,Ganjam,Surada,9,Ekalapur,0.000,31.640,24.220,7.390,0.000,0.000,31.620,0.020,0.000
Odisha,Ganjam,Surada,10,Gajalbadi,0.000,14.580,14.580,0.000,0.000,0.000,14.580,0.000,0.270
Odisha,Ganjam,Surada,11,Gangapur,0.000,37.310,28.900,8.410,0.000,0.000,37.310,0.000,0.420
Odisha,Ganjam,Surada,12,Genja,0.000,20.220,19.340,0.860,0.000,0.000,20.190,0.030,0.070
Odisha,Ganjam,Surada,13,Gochha,0.000,11.610,11.590,0.000,0.000,0.000,11.590,0.020,0.070
Odisha,Ganjam,Surada,14,Gopalpursasan,0.000,69.450,65.780,3.520,0.000,0.000,69.300,0.150,0.750
Odisha,Ganjam,Surada,15,Goudagotha,0.000,71.950,56.090,20.250,0.000,0.000,76.340,-4.390,0.660
Odisha,Ganjam,Surada,16,Hinjalakuda,0.000,41.910,29.200,12.640,0.000,0.000,41.840,0.070,0.210
Odisha,Ganjam,Surada,17,Hukuma,0.000,6.620,6.610,0.000,0.000,0.000,6.610,0.010,0.110
Odisha,Ganjam,Surada,18,Kullangi,0.000,16.180,14.540,1.600,0.000,0.000,16.140,0.040,0.240
Odisha,Ganjam,Surada,19,Lathipada,0.000,22.260,18.950,3.150,0.000,0.000,22.100,0.160,0.360
Odisha,Ganjam,Surada,20,Merikote,0.000,24.670,21.210,3.430,0.000,0.000,24.640,0.030,0.640
Odisha,Ganjam,Surada,21,Nuagada,0.000,35.180,15.820,25.280,0.000,0.000,41.100,-5.930,0.050
Odisha,Ganjam,Surada,22,Palakatu,0.000,16.110,16.060,0.000,0.000,0.000,16.060,0.040,0.090
Odisha,Ganjam,Surada,23,Raibandha,0.000,46.110,35.970,9.990,0.000,0.000,45.960,0.140,0.410
Odisha,Ganjam,Surada,24,Sarabadi,0.000,16.910,12.640,10.330,0.000,0.000,22.970,-6.060,0.150
Odisha,Ganjam,Surada,25,Sidhapur,0.000,9.230,8.450,0.780,0.000,0.000,9.230,0.000,0.170
Odisha,Ganjam,Surada,26,Suramani,0.000,49.080,43.710,5.240,0.000,0.000,48.950,0.130,0.400
Odisha,Ganjam,Surada,,Total,0.000,750.270,611.080,155.260,0.000,0.000,766.340,-16.070,8.630
Odisha,Ganjam,Surada,,Block Level Line Deptt.,0.000,0.000,246.600,179.030,1.250,0.200,427.080,-427.080,2.080
Odisha,Ganjam,Surada,,Po,0.000,407.160,0.000,NA,NA,50.540,50.540,356.620,NA
Odisha,Ganjam,Surada,,Grand Total,0.000,1157.430,857.680,334.290,1.250,50.740,1243.960,-86.530,10.710
Odisha,Jharsuguda,Jharsuguda,1,Badmal,0.000,5.830,5.660,0.160,0.000,0.000,5.810,0.010,0.000
Odisha,Jharsuguda,Jharsuguda,2,Chandinimal,0.000,4.020,3.960,2.250,0.150,0.000,6.350,-2.330,0.070
Odisha,Jharsuguda,Jharsuguda,3,Dalki,0.000,9.520,9.590,0.000,0.000,0.000,9.590,-0.080,0.020
Odisha,Jharsuguda,Jharsuguda,4,Durlaga,0.000,6.360,6.350,0.150,0.000,0.000,6.500,-0.140,0.000
Odisha,Jharsuguda,Jharsuguda,5,Gourmal,0.000,9.410,7.780,3.610,0.020,0.000,11.410,-2.000,0.000
Odisha,Jharsuguda,Jharsuguda,6,H.Katapali,0.000,10.400,9.500,0.960,0.000,0.000,10.460,-0.060,0.010
Odisha,Jharsuguda,Jharsuguda,7,Hirma,0.000,12.450,13.220,3.370,0.050,0.000,16.640,-4.190,0.040
Odisha,Jharsuguda,Jharsuguda,8,Jamera,0.000,6.820,6.350,1.790,0.030,0.000,8.170,-1.350,0.000
Odisha,Jharsuguda,Jharsuguda,9,Katikela,0.000,2.770,3.060,0.000,0.000,0.000,3.060,-0.290,0.100
Odisha,Jharsuguda,Jharsuguda,10,Kudopali,0.000,1.260,1.610,3.220,0.180,0.000,5.010,-3.750,0.000
Odisha,Jharsuguda,Jharsuguda,11,Loisingh,0.000,14.550,15.890,5.260,0.000,0.000,21.150,-6.610,0.020
Odisha,Jharsuguda,Jharsuguda,12,Malda,0.000,1.720,2.100,0.160,0.000,0.000,2.260,-0.540,0.130
Odisha,Jharsuguda,Jharsuguda,13,Marakuta,0.000,6.600,7.270,6.070,0.100,0.000,13.430,-6.830,0.000
Odisha,Jharsuguda,Jharsuguda,14,Patrapali,0.000,2.900,3.140,3.180,0.000,0.000,6.320,-3.420,0.020
Odisha,Jharsuguda,Jharsuguda,15,Rajpur,0.000,13.830,13.950,0.000,0.000,0.000,13.950,-0.120,0.000
Odisha,Jharsuguda,Jharsuguda,16,Sripura,0.000,4.230,5.440,5.010,0.000,0.000,10.450,-6.220,0.010
Odisha,Jharsuguda,Jharsuguda,17,Talpatia,0.000,9.700,10.460,0.150,0.010,0.000,10.620,-0.920,0.100
Odisha,Jharsuguda,Jharsuguda,,Total,0.000,122.340,125.330,35.340,0.530,0.000,161.190,-38.840,0.520
Odisha,Jharsuguda,Jharsuguda,,Block Level Line Deptt.,0.000,0.000,33.450,21.440,1.070,0.000,55.960,-55.960,0.350
Odisha,Jharsuguda,Jharsuguda,,Po,0.000,70.170,0.000,NA,NA,14.200,14.200,55.970,NA
Odisha,Jharsuguda,Jharsuguda,,Grand Total,0.000,192.510,158.780,56.780,1.600,14.200,231.350,-38.830,0.870
Odisha,Jharsuguda,Kirmira,1,Arda,0.000,24.900,21.500,3.340,0.000,0.000,24.850,0.060,0.320
Odisha,Jharsuguda,Kirmira,2,Bandhpali,0.000,14.580,13.850,0.730,0.000,0.000,14.580,0.000,0.060
Odisha,Jharsuguda,Kirmira,3,Bhimjore,0.000,6.380,6.360,0.000,0.000,0.000,6.360,0.020,0.000
Odisha,Jharsuguda,Kirmira,4,G.Panpali,0.000,11.600,11.260,0.330,0.000,0.000,11.580,0.030,0.030
Odisha,Jharsuguda,Kirmira,5,Jharmunda,0.000,16.970,16.450,0.500,0.000,0.000,16.960,0.010,0.010
Odisha,Jharsuguda,Kirmira,6,Kirmira,0.000,5.390,5.380,0.000,0.000,0.000,5.380,0.010,0.070
Odisha,Jharsuguda,Kirmira,7,Naxapali,0.000,11.860,11.260,0.910,0.040,0.000,12.210,-0.340,0.110
Odisha,Jharsuguda,Kirmira,8,Sulahi,0.000,16.390,15.690,0.700,0.000,0.000,16.390,0.000,0.170
Odisha,Jharsuguda,Kirmira,,Total,0.000,108.080,101.750,6.510,0.040,0.000,108.300,-0.220,0.780
Odisha,Jharsuguda,Kirmira,,Block Level Line Deptt.,0.000,0.000,34.760,68.480,2.020,0.000,105.260,-105.260,2.040
Odisha,Jharsuguda,Kirmira,,Po,0.000,60.190,0.000,NA,NA,7.820,7.820,52.370,NA
Odisha,Jharsuguda,Kirmira,,Grand Total,0.000,168.270,136.510,74.990,2.060,7.820,221.380,-53.110,2.820
Odisha,Jharsuguda,Kolabira,1,Jhirlapali,0.000,28.140,24.910,3.020,0.180,0.000,28.110,0.030,0.040
Odisha,Jharsuguda,Kolabira,2,Keldamal,0.000,33.320,25.980,8.740,0.120,0.000,34.840,-1.520,0.460
Odisha,Jharsuguda,Kolabira,3,Kolabira,0.000,29.570,16.820,11.260,1.470,0.000,29.550,0.020,0.150
Odisha,Jharsuguda,Kolabira,4,Kulihamal,0.000,21.220,17.160,3.810,0.240,0.000,21.210,0.010,0.070
Odisha,Jharsuguda,Kolabira,5,Parmanpur,0.000,25.670,22.960,5.800,0.410,0.000,29.170,-3.500,0.130
Odisha,Jharsuguda,Kolabira,6,Pokhrasale,0.000,37.950,30.350,10.410,0.870,0.000,41.630,-3.680,0.060
Odisha,Jharsuguda,Kolabira,7,Raghunathpali,0.000,19.050,17.620,8.910,0.710,0.000,27.230,-8.190,0.080
Odisha,Jharsuguda,Kolabira,8,Samasingha,0.000,19.430,18.940,3.620,0.380,0.000,22.940,-3.510,0.280
Odisha,Jharsuguda,Kolabira,9,Sodamal,0.000,27.300,23.260,4.000,0.680,0.000,27.940,-0.650,0.150
Odisha,Jharsuguda,Kolabira,,Total,0.000,241.640,197.990,59.570,5.060,0.000,262.610,-20.970,1.420
Odisha,Jharsuguda,Kolabira,,Block Level Line Deptt.,0.000,0.000,60.810,46.570,3.460,0.000,110.840,-110.840,0.450
Odisha,Jharsuguda,Kolabira,,Po,0.000,36.220,0.000,NA,NA,8.780,8.780,27.440,NA
Odisha,Jharsuguda,Kolabira,,Grand Total,0.000,277.860,258.800,106.140,8.520,8.780,382.230,-104.370,1.870
Odisha,Jharsuguda,Laikera,1,Babuchhipidhi,0.000,16.080,16.400,1.000,0.000,0.000,17.400,-1.320,0.190
Odisha,Jharsuguda,Laikera,2,Bhatlaida,0.000,19.390,20.460,4.640,0.000,0.000,25.100,-5.710,0.020
Odisha,Jharsuguda,Laikera,3,Jammal,0.000,53.000,29.260,30.750,0.000,0.000,60.010,-7.010,1.000
Odisha,Jharsuguda,Laikera,4,Khuntamal,0.000,20.790,21.220,3.070,0.000,0.000,24.290,-3.500,0.150
Odisha,Jharsuguda,Laikera,5,Kulemura,0.000,24.130,24.290,2.300,0.000,0.000,26.580,-2.440,0.100
Odisha,Jharsuguda,Laikera,6,Laikera,0.000,11.610,11.590,0.000,0.000,0.000,11.590,0.010,0.220
Odisha,Jharsuguda,Laikera,7,Niktimal,0.000,19.340,18.940,5.110,0.000,0.000,24.060,-4.710,0.560
Odisha,Jharsuguda,Laikera,8,Pakelpada,0.000,26.900,22.030,9.380,0.000,0.000,31.410,-4.510,0.120
Odisha,Jharsuguda,Laikera,9,Sahaspur,0.000,26.380,26.030,1.890,0.000,0.000,27.930,-1.550,0.060
Odisha,Jharsuguda,Laikera,10,Sarangloi,0.000,13.060,14.980,2.150,0.000,0.000,17.130,-4.070,0.070
Odisha,Jharsuguda,Laikera,11,Tileimal,0.000,20.630,19.950,5.310,0.000,0.000,25.260,-4.630,0.140
Odisha,Jharsuguda,Laikera,,Total,0.000,251.310,225.150,65.600,0.000,0.000,290.760,-39.440,2.620
Odisha,Jharsuguda,Laikera,,Block Level Line Deptt.,0.000,0.000,28.560,27.980,2.040,0.000,58.580,-58.580,0.720
Odisha,Jharsuguda,Laikera,,Po,0.000,61.910,0.000,NA,NA,12.660,12.660,49.250,NA
Odisha,Jharsuguda,Laikera,,Grand Total,0.000,313.220,253.710,93.580,2.040,12.660,362.000,-48.770,3.340
Odisha,Jharsuguda,Lakhanpur,1,Attabira,0.000,18.090,18.070,0.000,0.000,0.000,18.070,0.020,0.030
Odisha,Jharsuguda,Lakhanpur,2,Badimal,0.000,9.300,8.990,0.300,0.000,0.000,9.290,0.010,0.040
Odisha,Jharsuguda,Lakhanpur,3,Baghmunda,0.000,13.230,13.530,0.540,0.110,0.000,14.190,-0.950,0.000
Odisha,Jharsuguda,Lakhanpur,4,Bandhabahal,0.000,0.780,0.780,0.000,0.000,0.000,0.780,0.000,0.030
Odisha,Jharsuguda,Lakhanpur,5,Banjari,0.000,17.730,13.760,3.970,0.000,0.000,17.730,0.000,0.000
Odisha,Jharsuguda,Lakhanpur,6,Bhikampali,0.000,6.060,6.040,0.000,0.000,0.000,6.040,0.020,0.160
Odisha,Jharsuguda,Lakhanpur,7,Bhounrkhol,0.000,13.070,10.470,5.980,0.290,0.000,16.740,-3.670,0.000
Odisha,Jharsuguda,Lakhanpur,8,Charpali,0.000,15.550,15.400,0.110,0.000,0.000,15.510,0.040,0.030
Odisha,Jharsuguda,Lakhanpur,9,Dalgaon,0.000,10.470,10.460,1.090,0.000,0.000,11.560,-1.080,0.140
Odisha,Jharsuguda,Lakhanpur,10,Jamgaon,0.000,12.920,12.880,0.000,0.000,0.000,12.880,0.040,0.000
Odisha,Jharsuguda,Lakhanpur,11,Kadamdihi,0.000,9.710,9.710,0.000,0.000,0.000,9.710,0.000,0.060
Odisha,Jharsuguda,Lakhanpur,12,Kanaktora,0.000,7.430,7.430,0.000,0.000,0.000,7.430,0.000,0.000
Odisha,Jharsuguda,Lakhanpur,13,Kandheikela,0.000,16.480,16.460,0.000,0.000,0.000,16.460,0.020,0.010
Odisha,Jharsuguda,Lakhanpur,14,Katarbaga,0.000,10.580,10.580,0.000,0.000,0.000,10.580,0.000,0.000
Odisha,Jharsuguda,Lakhanpur,15,Kudaloi,0.000,11.130,11.110,0.000,0.000,0.000,11.110,0.030,0.000
Odisha,Jharsuguda,Lakhanpur,16,Kumarbandh,0.000,7.220,7.970,4.270,0.080,0.000,12.330,-5.100,0.090
Odisha,Jharsuguda,Lakhanpur,17,Kushraloi,0.000,17.850,9.880,7.500,0.440,0.000,17.820,0.030,0.100
Odisha,Jharsuguda,Lakhanpur,18,Lakhanpur,0.000,19.540,15.830,3.680,0.000,0.000,19.510,0.040,0.030
Odisha,Jharsuguda,Lakhanpur,19,Machida,0.000,11.280,11.040,1.080,0.070,0.000,12.190,-0.910,0.000
Odisha,Jharsuguda,Lakhanpur,20,Palsada,0.000,12.970,12.960,0.000,0.000,0.000,12.960,0.010,0.050
Odisha,Jharsuguda,Lakhanpur,21,Panchagaon,0.000,19.910,11.710,8.170,0.000,0.000,19.880,0.030,0.020
Odisha,Jharsuguda,Lakhanpur,22,Pandari,0.000,15.520,15.420,0.100,0.000,0.000,15.520,0.000,0.000
Odisha,Jharsuguda,Lakhanpur,23,Piplikani,0.000,10.290,10.300,0.000,0.000,0.000,10.300,-0.010,0.000
Odisha,Jharsuguda,Lakhanpur,24,Piplimal,0.000,11.470,11.580,1.280,0.000,0.000,12.860,-1.390,0.120
Odisha,Jharsuguda,Lakhanpur,25,Pithinda,0.000,2.600,2.570,0.000,0.000,0.000,2.570,0.030,0.060
Odisha,Jharsuguda,Lakhanpur,26,Rampella,0.000,11.970,10.140,1.820,0.000,0.000,11.960,0.010,0.190
Odisha,Jharsuguda,Lakhanpur,27,Remenda,0.000,11.550,11.540,0.000,0.000,0.000,11.540,0.010,0.100
Odisha,Jharsuguda,Lakhanpur,28,Remta,0.000,18.500,18.020,0.480,0.000,0.000,18.500,0.000,0.070
Odisha,Jharsuguda,Lakhanpur,29,Samarbaga,0.000,12.190,11.250,1.480,0.170,0.000,12.900,-0.710,0.050
Odisha,Jharsuguda,Lakhanpur,30,Sarandamal,0.000,10.690,10.690,0.000,0.000,0.000,10.690,0.000,0.000
Odisha,Jharsuguda,Lakhanpur,31,Sunari,0.000,20.880,20.170,0.700,0.010,0.000,20.880,0.000,0.000
Odisha,Jharsuguda,Lakhanpur,32,Telenpali,0.000,2.890,2.870,0.000,0.000,0.000,2.870,0.020,0.000
Odisha,Jharsuguda,Lakhanpur,33,Tilia,0.000,8.700,8.700,0.000,0.000,0.000,8.700,0.000,0.000
Odisha,Jharsuguda,Lakhanpur,,Total,0.000,398.590,368.320,42.550,1.180,0.000,412.050,-13.470,1.360
Odisha,Jharsuguda,Lakhanpur,,Block Level Line Deptt.,0.000,0.000,35.730,22.770,2.210,0.000,60.710,-60.710,0.290
Odisha,Jharsuguda,Lakhanpur,,Po,0.000,64.410,0.000,NA,NA,25.890,25.890,38.520,NA
Odisha,Jharsuguda,Lakhanpur,,Grand Total,0.000,463.000,404.050,65.320,3.390,25.890,498.650,-35.660,1.650
Odisha,Kalahandi,Bhawanipatna,1,Artal,0.000,8.640,4.550,4.020,0.000,0.000,8.580,0.060,0.100
Odisha,Kalahandi,Bhawanipatna,2,Borbhata,0.000,0.310,0.290,0.000,0.000,0.000,0.290,0.020,0.000
Odisha,Kalahandi,Bhawanipatna,3,Borda,0.000,7.870,2.830,5.040,0.000,0.000,7.870,0.000,0.040
Odisha,Kalahandi,Bhawanipatna,4,Chahagaon,0.000,9.420,4.630,4.560,0.000,0.000,9.190,0.230,0.000
Odisha,Kalahandi,Bhawanipatna,5,Chancher,0.000,5.540,1.680,3.860,0.000,0.000,5.540,0.000,0.010
Odisha,Kalahandi,Bhawanipatna,6,Chheliamal,0.000,11.990,3.770,8.200,0.000,0.000,11.980,0.010,0.070
Odisha,Kalahandi,Bhawanipatna,7,Dadpur,0.000,8.160,4.460,3.700,0.000,0.000,8.160,0.000,0.040
Odisha,Kalahandi,Bhawanipatna,8,Dey Pur,0.000,1.680,0.330,1.670,0.000,0.000,2.000,-0.320,0.000
Odisha,Kalahandi,Bhawanipatna,9,Duarsuni,0.000,8.210,6.470,1.610,0.000,0.000,8.080,0.120,0.000
Odisha,Kalahandi,Bhawanipatna,10,Dumuria,0.000,9.860,2.300,7.630,0.000,0.000,9.920,-0.060,0.070
Odisha,Kalahandi,Bhawanipatna,11,Gand Barajhola,0.000,21.930,5.300,16.590,0.000,0.000,21.900,0.030,0.220
Odisha,Kalahandi,Bhawanipatna,12,Gudialipadar,0.000,5.020,2.740,2.280,0.000,0.000,5.020,0.000,0.100
Odisha,Kalahandi,Bhawanipatna,13,Gurjang,0.000,35.990,15.490,20.510,0.000,0.000,35.990,0.000,0.240
Odisha,Kalahandi,Bhawanipatna,14,Jugsaipatna,0.000,2.610,2.610,0.000,0.000,0.000,2.610,0.000,0.000
Odisha,Kalahandi,Bhawanipatna,15,Kalam,0.000,16.730,5.090,11.630,0.000,0.000,16.720,0.010,0.070
Odisha,Kalahandi,Bhawanipatna,16,Kamthana,0.000,2.230,2.180,0.000,0.000,0.000,2.180,0.050,0.000
Odisha,Kalahandi,Bhawanipatna,17,Karla Pada,0.000,2.520,2.500,0.000,0.000,0.000,2.500,0.020,0.000
Odisha,Kalahandi,Bhawanipatna,18,Karlaguda,0.000,9.990,6.600,3.380,0.000,0.000,9.980,0.010,0.080
Odisha,Kalahandi,Bhawanipatna,19,Kendupati,0.000,0.120,0.120,0.000,0.000,0.000,0.120,0.000,0.000
Odisha,Kalahandi,Bhawanipatna,20,Kuliamal,0.000,3.560,3.550,0.000,0.000,0.000,3.550,0.010,0.090
Odisha,Kalahandi,Bhawanipatna,21,Kutrukhamar,0.000,4.310,2.600,1.700,0.000,0.000,4.310,0.000,0.000
Odisha,Kalahandi,Bhawanipatna,22,Laxmipur,0.000,0.020,0.020,0.000,0.000,0.000,0.020,0.000,0.000
Odisha,Kalahandi,Bhawanipatna,23,Madiguda,0.000,7.390,2.140,5.160,0.000,0.000,7.300,0.090,0.000
Odisha,Kalahandi,Bhawanipatna,24,Malgaon,0.000,6.300,6.100,0.180,0.000,0.000,6.280,0.020,0.040
Odisha,Kalahandi,Bhawanipatna,25,Matia,0.000,0.500,0.500,0.000,0.000,0.000,0.500,0.000,0.000
Odisha,Kalahandi,Bhawanipatna,26,Medinipur,0.000,1.200,0.650,0.550,0.000,0.000,1.200,0.000,0.010
Odisha,Kalahandi,Bhawanipatna,27,Palana,0.000,12.450,3.460,8.950,0.000,0.000,12.410,0.030,0.010
Odisha,Kalahandi,Bhawanipatna,28,Palisijharan,0.000,9.130,9.130,0.000,0.000,0.000,9.130,0.000,0.090
Odisha,Kalahandi,Bhawanipatna,29,Risigaon,0.000,2.720,2.790,0.000,0.000,0.000,2.780,-0.070,0.000
Odisha,Kalahandi,Bhawanipatna,30,Sagada,0.000,7.650,4.130,3.530,0.000,0.000,7.650,0.000,0.070
Odisha,Kalahandi,Bhawanipatna,31,Seinpur,0.000,16.670,5.850,10.820,0.000,0.000,16.670,0.000,0.200
Odisha,Kalahandi,Bhawanipatna,32,Sikuan,0.000,9.430,3.120,6.310,0.000,0.000,9.430,0.000,0.010
Odisha,Kalahandi,Bhawanipatna,33,Sripur,0.000,18.210,4.170,14.040,0.000,0.000,18.210,0.000,0.280
Odisha,Kalahandi,Bhawanipatna,34,Talbelgaon,0.000,5.910,2.910,2.990,0.000,0.000,5.910,0.000,0.010
Odisha,Kalahandi,Bhawanipatna,35,Thuapadar,0.000,8.090,2.120,5.980,0.000,0.000,8.090,0.000,0.000
Odisha,Kalahandi,Bhawanipatna,36,Udeypur,0.000,1.880,2.010,0.000,0.000,0.000,2.010,-0.130,0.040
Odisha,Kalahandi,Bhawanipatna,,Total,0.000,284.230,129.220,154.870,0.000,0.000,284.090,0.140,1.890
Odisha,Kalahandi,Bhawanipatna,,Block Level Line Deptt.,1.000,1.000,340.750,23.430,0.000,0.000,364.180,-363.180,3.500
Odisha,Kalahandi,Bhawanipatna,,Po,0.000,404.750,0.000,NA,NA,26.620,26.620,378.130,NA
Odisha,Kalahandi,Bhawanipatna,,Grand Total,1.000,689.980,469.970,178.300,0.000,26.620,674.890,15.090,5.390
Odisha,Kalahandi,Dharmgarh,1,Bada Ghumer,0.000,0.650,0.300,0.350,0.000,0.000,0.650,0.000,0.010
Odisha,Kalahandi,Dharmgarh,2,Badabasul,0.000,14.030,3.880,10.140,0.000,0.000,14.030,0.000,0.000
Odisha,Kalahandi,Dharmgarh,3,Badfurla,0.000,0.010,0.080,0.000,0.000,0.000,0.080,-0.080,0.000
Odisha,Kalahandi,Dharmgarh,4,Bagad,0.000,6.100,2.040,4.100,0.000,0.000,6.130,-0.030,0.000
Odisha,Kalahandi,Dharmgarh,5,Behera,0.000,12.470,7.280,5.200,0.000,0.000,12.470,0.000,0.050
Odisha,Kalahandi,Dharmgarh,6,Boden,0.000,2.050,2.010,0.000,0.000,0.000,2.010,0.030,0.000
Odisha,Kalahandi,Dharmgarh,7,Brahmanchhendia,0.000,0.280,0.180,0.000,0.000,0.000,0.180,0.100,0.020
Odisha,Kalahandi,Dharmgarh,8,Chhanchanbahali,0.000,6.700,5.670,1.030,0.000,0.000,6.700,0.000,0.170
Odisha,Kalahandi,Dharmgarh,9,Chhilpa,0.000,0.860,0.450,0.000,0.000,0.000,0.450,0.410,0.000
Odisha,Kalahandi,Dharmgarh,10,Dhanar Pur,0.000,26.930,6.720,20.210,0.000,0.000,26.930,0.000,0.000
Odisha,Kalahandi,Dharmgarh,11,Dumerguda,0.000,11.230,2.730,7.950,0.000,0.000,10.690,0.540,0.030
Odisha,Kalahandi,Dharmgarh,12,Godiajore,0.000,5.080,1.360,3.720,0.000,0.000,5.080,0.000,0.020
Odisha,Kalahandi,Dharmgarh,13,Jayant Pur,0.000,13.660,6.650,7.010,0.000,0.000,13.660,0.000,0.080
Odisha,Kalahandi,Dharmgarh,14,Kadalimunda,0.000,1.620,1.580,0.050,0.000,0.000,1.630,-0.010,0.000
Odisha,Kalahandi,Dharmgarh,15,Kanagaon,0.000,5.260,4.680,0.580,0.000,0.000,5.260,0.000,0.070
Odisha,Kalahandi,Dharmgarh,16,Kankeri,0.000,10.560,5.660,4.790,0.000,0.000,10.440,0.110,0.020
Odisha,Kalahandi,Dharmgarh,17,Khair Padar,0.000,5.350,2.670,2.680,0.000,0.000,5.350,0.000,0.000
Odisha,Kalahandi,Dharmgarh,18,Nandagaon,0.000,1.420,0.880,0.470,0.000,0.000,1.340,0.080,0.000
Odisha,Kalahandi,Dharmgarh,19,Parla,0.000,12.990,5.470,7.510,0.000,0.000,12.980,0.010,0.010
Odisha,Kalahandi,Dharmgarh,20,Sandhikulihari,0.000,1.650,1.630,0.000,0.000,0.000,1.630,0.020,0.000
Odisha,Kalahandi,Dharmgarh,21,Tambachhada,0.000,2.740,1.970,0.770,0.000,0.000,2.740,0.000,0.000
Odisha,Kalahandi,Dharmgarh,22,Tarapur,0.000,2.080,0.810,1.270,0.000,0.000,2.080,0.000,0.000
Odisha,Kalahandi,Dharmgarh,23,Tendapali,0.000,19.850,5.050,14.800,0.000,0.000,19.850,0.000,0.040
Odisha,Kalahandi,Dharmgarh,24,Tipiguda,0.000,22.290,14.760,7.510,0.000,0.000,22.270,0.010,0.010
Odisha,Kalahandi,Dharmgarh,,Total,0.000,185.850,84.510,100.140,0.000,0.000,184.650,1.200,0.530
Odisha,Kalahandi,Dharmgarh,,Block Level Line Deptt.,1.000,1.000,249.030,163.840,0.000,0.000,412.870,-411.870,1.580
Odisha,Kalahandi,Dharmgarh,,Po,0.000,442.830,0.000,NA,NA,19.220,19.220,423.610,NA
Odisha,Kalahandi,Dharmgarh,,Grand Total,1.000,629.680,333.540,263.980,0.000,19.220,616.740,12.940,2.110
Odisha,Kalahandi,Golamunda,1,Badchergaon,0.000,0.390,0.430,0.000,0.000,0.000,0.420,-0.030,0.000
