SL NO. for AC,AC,ULB,Wards of ULBs,District,PCs,Sl. No. of PCs,Notified Area Council (NAC),Municipality (M),Municipal Corporation (MC),Outgrowth (OG)
25,25 Champua,Joda (M),Joda (M) - Ward No.14,Keonjhar,Keonjhar (ST),4,,Joda (M),,
25,25 Champua,Joda (M),Joda (M) - Ward No.2,Keonjhar,Keonjhar (ST),4,,Joda (M),,
25,25 Champua,Joda (M),Joda (M) - Ward No.3,Keonjhar,Keonjhar (ST),4,,Joda (M),,
25,25 Champua,Joda (M),Joda (M) - Ward No.4,Keonjhar,Keonjhar (ST),4,,Joda (M),,
25,25 Champua,Joda (M),Joda (M) - Ward No.5,Keonjhar,Keonjhar (ST),4,,Joda (M),,
25,25 Champua,Joda (M),Joda (M) - Ward No.6,Keonjhar,Keonjhar (ST),4,,Joda (M),,
25,25 Champua,Joda (M),Joda (M) - Ward No.7,Keonjhar,Keonjhar (ST),4,,Joda (M),,
25,25 Champua,Joda (M),Joda (M) - Ward No.8,Keonjhar,Keonjhar (ST),4,,Joda (M),,
25,25 Champua,Joda (M),Joda (M) - Ward No.9,Keonjhar,Keonjhar (ST),4,,Joda (M),,
25,25 Champua,Barbil (M),Barbil (M) - Ward No.1,Keonjhar,Keonjhar (ST),4,,Barbil (M),,
25,25 Champua,Barbil (M),Barbil (M) - Ward No.10,Keonjhar,Keonjhar (ST),4,,Barbil (M),,
25,25 Champua,Barbil (M),Barbil (M) - Ward No.11,Keonjhar,Keonjhar (ST),4,,Barbil (M),,
25,25 Champua,Barbil (M),Barbil (M) - Ward No.12,Keonjhar,Keonjhar (ST),4,,Barbil (M),,
25,25 Champua,Barbil (M),Barbil (M) - Ward No.13,Keonjhar,Keonjhar (ST),4,,Barbil (M),,
25,25 Champua,Barbil (M),Barbil (M) - Ward No.14,Keonjhar,Keonjhar (ST),4,,Barbil (M),,
25,25 Champua,Barbil (M),Barbil (M) - Ward No.15,Keonjhar,Keonjhar (ST),4,,Barbil (M),,
25,25 Champua,Barbil (M),Barbil (M) - Ward No.2,Keonjhar,Keonjhar (ST),4,,Barbil (M),,
25,25 Champua,Barbil (M),Barbil (M) - Ward No.3,Keonjhar,Keonjhar (ST),4,,Barbil (M),,
25,25 Champua,Barbil (M),Barbil (M) - Ward No.4,Keonjhar,Keonjhar (ST),4,,Barbil (M),,
25,25 Champua,Barbil (M),Barbil (M) - Ward No.5,Keonjhar,Keonjhar (ST),4,,Barbil (M),,
25,25 Champua,Barbil (M),Barbil (M) - Ward No.6,Keonjhar,Keonjhar (ST),4,,Barbil (M),,
25,25 Champua,Barbil (M),Barbil (M) - Ward No.7,Keonjhar,Keonjhar (ST),4,,Barbil (M),,
25,25 Champua,Barbil (M),Barbil (M) - Ward No.8,Keonjhar,Keonjhar (ST),4,,Barbil (M),,
25,25 Champua,Barbil (M),Barbil (M) - Ward No.9,Keonjhar,Keonjhar (ST),4,,Barbil (M),,
25,25 Champua,Champua (NAC),Champua (NAC) - Ward No. 1,Keonjhar,Keonjhar (ST),4,Champua (NAC),,,
25,25 Champua,Champua (NAC),Champua (NAC) - Ward No. 10,Keonjhar,Keonjhar (ST),4,Champua (NAC),,,
25,25 Champua,Champua (NAC),Champua (NAC) - Ward No. 11,Keonjhar,Keonjhar (ST),4,Champua (NAC),,,
25,25 Champua,Champua (NAC),Champua (NAC) - Ward No. 12,Keonjhar,Keonjhar (ST),4,Champua (NAC),,,
25,25 Champua,Champua (NAC),Champua (NAC) - Ward No. 13,Keonjhar,Keonjhar (ST),4,Champua (NAC),,,
25,25 Champua,Champua (NAC),Champua (NAC) - Ward No. 2,Keonjhar,Keonjhar (ST),4,Champua (NAC),,,
25,25 Champua,Champua (NAC),Champua (NAC) - Ward No. 3,Keonjhar,Keonjhar (ST),4,Champua (NAC),,,
25,25 Champua,Champua (NAC),Champua (NAC) - Ward No. 4,Keonjhar,Keonjhar (ST),4,Champua (NAC),,,
25,25 Champua,Champua (NAC),Champua (NAC) - Ward No. 5,Keonjhar,Keonjhar (ST),4,Champua (NAC),,,
25,25 Champua,Champua (NAC),Champua (NAC) - Ward No. 6,Keonjhar,Keonjhar (ST),4,Champua (NAC),,,
25,25 Champua,Champua (NAC),Champua (NAC) - Ward No. 7,Keonjhar,Keonjhar (ST),4,Champua (NAC),,,
25,25 Champua,Champua (NAC),Champua (NAC) - Ward No. 8,Keonjhar,Keonjhar (ST),4,Champua (NAC),,,
25,25 Champua,Champua (NAC),Champua (NAC) - Ward No. 9,Keonjhar,Keonjhar (ST),4,Champua (NAC),,,
30,30 Karanjia (ST),Karanjia (NAC),Karanjia (NAC) - Ward No.1,Mayurbhanj,Keonjhar (ST),4,Karanjia (NAC),,,
30,30 Karanjia (ST),Karanjia (NAC),Karanjia (NAC) - Ward No.10,Mayurbhanj,Keonjhar (ST),4,Karanjia (NAC),,,
30,30 Karanjia (ST),Karanjia (NAC),Karanjia (NAC) - Ward No.11,Mayurbhanj,Keonjhar (ST),4,Karanjia (NAC),,,
30,30 Karanjia (ST),Karanjia (NAC),Karanjia (NAC) - Ward No.12,Mayurbhanj,Keonjhar (ST),4,Karanjia (NAC),,,
30,30 Karanjia (ST),Karanjia (NAC),Karanjia (NAC) - Ward No.13,Mayurbhanj,Keonjhar (ST),4,Karanjia (NAC),,,
30,30 Karanjia (ST),Karanjia (NAC),Karanjia (NAC) - Ward No.14,Mayurbhanj,Keonjhar (ST),4,Karanjia (NAC),,,
30,30 Karanjia (ST),Karanjia (NAC),Karanjia (NAC) - Ward No.15,Mayurbhanj,Keonjhar (ST),4,Karanjia (NAC),,,
30,30 Karanjia (ST),Karanjia (NAC),Karanjia (NAC) - Ward No.2,Mayurbhanj,Keonjhar (ST),4,Karanjia (NAC),,,
30,30 Karanjia (ST),Karanjia (NAC),Karanjia (NAC) - Ward No.3,Mayurbhanj,Keonjhar (ST),4,Karanjia (NAC),,,
30,30 Karanjia (ST),Karanjia (NAC),Karanjia (NAC) - Ward No.4,Mayurbhanj,Keonjhar (ST),4,Karanjia (NAC),,,
30,30 Karanjia (ST),Karanjia (NAC),Karanjia (NAC) - Ward No.5,Mayurbhanj,Keonjhar (ST),4,Karanjia (NAC),,,
30,30 Karanjia (ST),Karanjia (NAC),Karanjia (NAC) - Ward No.6,Mayurbhanj,Keonjhar (ST),4,Karanjia (NAC),,,
30,30 Karanjia (ST),Karanjia (NAC),Karanjia (NAC) - Ward No.7,Mayurbhanj,Keonjhar (ST),4,Karanjia (NAC),,,
30,30 Karanjia (ST),Karanjia (NAC),Karanjia (NAC) - Ward No.8,Mayurbhanj,Keonjhar (ST),4,Karanjia (NAC),,,
30,30 Karanjia (ST),Karanjia (NAC),Karanjia (NAC) - Ward No.9,Mayurbhanj,Keonjhar (ST),4,Karanjia (NAC),,,
28,28 Rairangpur (ST),Rairangpur (NAC),Rairangpur (M) - Ward No.1,Mayurbhanj,Mayurbhanj (ST),5,Rairangpur (NAC),,,
28,28 Rairangpur (ST),Rairangpur (NAC),Rairangpur (M) - Ward No.10,Mayurbhanj,Mayurbhanj (ST),5,Rairangpur (NAC),,,
28,28 Rairangpur (ST),Rairangpur (NAC),Rairangpur (M) - Ward No.11,Mayurbhanj,Mayurbhanj (ST),5,Rairangpur (NAC),,,
