SL NO. for AC,AC,Blocks,Gram Panchayats,Notified Area Council (NAC),Municipality (M),Municipal Corporation (MC),Outgrowth (OG),Wards of ULBs,District,Sl. No. of PCs,PCs,REMARKS
121,121 Daspalla (SC),Daspalla,GHUGUDIPADA,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Daspalla,KALASAKHAMAN,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Daspalla,KHAMARASAHI,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Daspalla,KUJAMENDHI,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Daspalla,KULURUKUMPA,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Daspalla,MADHYAKHANDA,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Daspalla,NACHHIPUR,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Daspalla,NUAGAON,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Daspalla,POKHARIGOCHHA,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Daspalla,SARIGANDA,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Daspalla,SIMLISAHI,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Daspalla,Takara,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Daspalla,TENDABADI,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Daspalla,TUMANDI,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Gania,ADAKATA,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Gania,BADASILINGA,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Gania,BELPADA PATNA,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Gania,CHHAMUNDIA,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Gania,GANIA,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Gania,KARADAPADA,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Gania,KISHORE PRASAD,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Gania,RASANG,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Nuagaon,BADAGOTHA,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Nuagaon,BAHADAJHOLA,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Nuagaon,BERUAN BARI,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Nuagaon,CHAHALI,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Nuagaon,DHENKENA,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Nuagaon,DURDURA,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Nuagaon,GATERI,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Nuagaon,Gumi,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Nuagaon,HARIPURA,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Nuagaon,JAKEDA,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Nuagaon,KAPTAPALLI,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Nuagaon,KHANDUGAON,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Nuagaon,KORADA,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Nuagaon,MAHIPURA,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Nuagaon,MAICHHELI,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Nuagaon,MALISAHI,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Nuagaon,NUAGAON,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Nuagaon,PARADHIPI,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Nuagaon,SIKRIDA,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Nuagaon,SINGARAPALLI,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Nuagaon,Sorada,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Nuagaon,UDAYPUR,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),,,Dasapalla (NAC),,,,Dasapalla (NAC) - Ward No.1,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),,,Dasapalla (NAC),,,,Dasapalla (NAC) - Ward No.10,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),,,Dasapalla (NAC),,,,Dasapalla (NAC) - Ward No.11,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),,,Dasapalla (NAC),,,,Dasapalla (NAC) - Ward No.12,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),,,Dasapalla (NAC),,,,Dasapalla (NAC) - Ward No.13,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),,,Dasapalla (NAC),,,,Dasapalla (NAC) - Ward No.14,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),,,Dasapalla (NAC),,,,Dasapalla (NAC) - Ward No.15,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),,,Dasapalla (NAC),,,,Dasapalla (NAC) - Ward No.16,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),,,Dasapalla (NAC),,,,Dasapalla (NAC) - Ward No.2,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),,,Dasapalla (NAC),,,,Dasapalla (NAC) - Ward No.3,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),,,Dasapalla (NAC),,,,Dasapalla (NAC) - Ward No.4,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),,,Dasapalla (NAC),,,,Dasapalla (NAC) - Ward No.5,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),,,Dasapalla (NAC),,,,Dasapalla (NAC) - Ward No.6,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),,,Dasapalla (NAC),,,,Dasapalla (NAC) - Ward No.7,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),,,Dasapalla (NAC),,,,Dasapalla (NAC) - Ward No.8,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),,,Dasapalla (NAC),,,,Dasapalla (NAC) - Ward No.9,Nayagarh,13,Kandhamal,
123,123 Bhanjanagar,Bhanjanagar,BADAKODANDA,,,,,,Ganjam,13,Kandhamal,AC consists of entire blocks of Bhanjanagar and Jagannathprasad and Bhanjanagar NAC.
123,123 Bhanjanagar,Bhanjanagar,BAIBALI,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Bhanjanagar,BARUDA,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Bhanjanagar,BAUNSALUNDI,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Bhanjanagar,BRAHMANAPADAR,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Bhanjanagar,DADARALUNDA,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Bhanjanagar,DHIAPADHAL,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Bhanjanagar,DOMUHANI,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Bhanjanagar,DUMAKUMPA,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Bhanjanagar,GALLERY,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Bhanjanagar,GOLAPADA,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Bhanjanagar,Gunduribadi,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Bhanjanagar,HARIGADA,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Bhanjanagar,JILLUNDI,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Bhanjanagar,KULADA,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Bhanjanagar,LALSINGI,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Bhanjanagar,LEMBHEI,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Bhanjanagar,Mudulipalli,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Bhanjanagar,MUJAGADA,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Bhanjanagar,SANAKODANDA,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Bhanjanagar,TILISINGI,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Bhanjanagar,TURUMU,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Jagannathprasad,ADHEIGAM,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Jagannathprasad,ALADI,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Jagannathprasad,ALLASUGUMA,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Jagannathprasad,B.D.PUR,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Jagannathprasad,BARAGAM,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Jagannathprasad,BUDURUNGU,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Jagannathprasad,CHADHEIAPALLI,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Jagannathprasad,CHAMUNDA,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Jagannathprasad,GANDADHAR,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Jagannathprasad,GAYAGANDA,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Jagannathprasad,GERADA,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Jagannathprasad,JAGANNATHPRASAD,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Jagannathprasad,JHADABHUMI,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Jagannathprasad,Jirabadi,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Jagannathprasad,KADUA,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Jagannathprasad,KHAMARAPALLI,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Jagannathprasad,KHETAMUNDALI,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Jagannathprasad,KOKALABA,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Jagannathprasad,KUDUTAI,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Jagannathprasad,KUMPAPADA,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Jagannathprasad,PANCHABHUTI,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Jagannathprasad,PRATAPUR,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Jagannathprasad,ROUTI,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Jagannathprasad,RUDHAPADAR,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,Jagannathprasad,TARASINGI,,,,,,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,,,Bhanjanagar (NAC),,,,Bhanjanagar (NAC) - Ward No.1,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,,,Bhanjanagar (NAC),,,,Bhanjanagar (NAC) - Ward No.10,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,,,Bhanjanagar (NAC),,,,Bhanjanagar (NAC) - Ward No.11,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,,,Bhanjanagar (NAC),,,,Bhanjanagar (NAC) - Ward No.12,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,,,Bhanjanagar (NAC),,,,Bhanjanagar (NAC) - Ward No.13,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,,,Bhanjanagar (NAC),,,,Bhanjanagar (NAC) - Ward No.14,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,,,Bhanjanagar (NAC),,,,Bhanjanagar (NAC) - Ward No.15,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,,,Bhanjanagar (NAC),,,,Bhanjanagar (NAC) - Ward No.2,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,,,Bhanjanagar (NAC),,,,Bhanjanagar (NAC) - Ward No.3,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,,,Bhanjanagar (NAC),,,,Bhanjanagar (NAC) - Ward No.4,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,,,Bhanjanagar (NAC),,,,Bhanjanagar (NAC) - Ward No.5,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,,,Bhanjanagar (NAC),,,,Bhanjanagar (NAC) - Ward No.6,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,,,Bhanjanagar (NAC),,,,Bhanjanagar (NAC) - Ward No.7,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,,,Bhanjanagar (NAC),,,,Bhanjanagar (NAC) - Ward No.8,Ganjam,13,Kandhamal,
123,123 Bhanjanagar,,,Bhanjanagar (NAC),,,,Bhanjanagar (NAC) - Ward No.9,Ganjam,13,Kandhamal,
87,87 Baramba,Narasinghpur,Adheigundi,,,,,,Cuttack,14,Cuttack,AC consists of the entire blocks of Narasinghpur and Baramba.
87,87 Baramba,Narasinghpur,Alara,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Badabhuin,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Balijhari,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Balisahi,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Bandhahuda,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Basantpur,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Baselihata,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Bokada,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Chakamunda,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Champeswar,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Debabhuin,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Ekadal,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Godibandha,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Jayamangal,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Jodumu,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Kakudia,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Kamaladihi,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Kanjiapada,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Kanpur,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Kathakhunta,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Kokalaba,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Nimasahi,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Nizigargh,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Nuapatna,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Nukhapada,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Olaba,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Padamal,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Paikabarabati,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Paikapadapatana,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Phulapada,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Ranasinghpur,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Regeda,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Rusipada,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Sagar,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Saradhapur,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Narasinghpur,Siaria,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Abhimanpur,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Badabarasing,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Badakambilo,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Badamba,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Banamalipur,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Bangirisingha,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Beliapal,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Bhatarika,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Dasarathipur,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Diniary,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Godapokhari,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Gopalpur,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Gopamathura,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Gopapur,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Gopinathpur,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Janisahi,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Jhajia,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Jodumu,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Kankadajodi,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Karadibandha,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Kasikiari,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Khuntakata,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Koleswar,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Krushnachndrapur,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Kuanrapal,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Mahulia,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Malati,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Manapur,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Mangarajpur,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Maniabandha,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Mugagahira,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Parajapada,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Ragadipada,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Ratapar,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Sanabarsing,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Sankhamari,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Santarabali,,,,,,Cuttack,14,Cuttack,
87,87 Baramba,Baramba,Talamundali,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki,Anuary,,,,,,Cuttack,14,Cuttack,"AC consists of entire blocks of Banki and Banki-Dampada, parts of Barang block and Banki NAC."
88,88 Banki,Banki,Baideswar,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki,Balabhadrapur,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki,Bandalo,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki,Baraput,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki,Baunsput,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki,Berhampura,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki,Golaganda,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki,Jagannathpur,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki,Kadalibari,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki,Kalapathara,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki,Kalipoi,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki,Kanatapahara,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki,Kendupali,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki,Kiapala,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki,Nuagaon,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki,Ostia,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki,Puincha,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki,Ratagada Govindpur,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki,Samantarpur,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki-Dampada ,Banara,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki-Dampada ,Bhagipur,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki-Dampada ,Bilipada,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki-Dampada ,Damapada,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki-Dampada ,Dhansar,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki-Dampada ,Dulanpur,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki-Dampada ,Durgapur,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki-Dampada ,Gopalpur,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki-Dampada ,Govindpur,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki-Dampada ,Harirajpur,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki-Dampada ,Kuspangi,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki-Dampada ,Naraganga,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki-Dampada ,Pathpur,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki-Dampada ,Ragadi,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki-Dampada ,Similipur,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki-Dampada ,Talabasta,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Banki-Dampada ,Tulasipur,,,,,,Cuttack,14,Cuttack,
88,88 Banki,,,BankI (NAC),,,,Banki (NAC) - Ward No.1,Cuttack,14,Cuttack,
88,88 Banki,,,BankI (NAC),,,,Banki (NAC) - Ward No.10,Cuttack,14,Cuttack,
88,88 Banki,,,BankI (NAC),,,,Banki (NAC) - Ward No.11,Cuttack,14,Cuttack,
88,88 Banki,,,BankI (NAC),,,,Banki (NAC) - Ward No.12,Cuttack,14,Cuttack,
88,88 Banki,,,BankI (NAC),,,,Banki (NAC) - Ward No.13,Cuttack,14,Cuttack,
88,88 Banki,,,BankI (NAC),,,,Banki (NAC) - Ward No.14,Cuttack,14,Cuttack,
88,88 Banki,,,BankI (NAC),,,,Banki (NAC) - Ward No.15,Cuttack,14,Cuttack,
88,88 Banki,,,BankI (NAC),,,,Banki (NAC) - Ward No.16,Cuttack,14,Cuttack,
88,88 Banki,,,BankI (NAC),,,,Banki (NAC) - Ward No.17,Cuttack,14,Cuttack,
88,88 Banki,,,BankI (NAC),,,,Banki (NAC) - Ward No.2,Cuttack,14,Cuttack,
88,88 Banki,,,BankI (NAC),,,,Banki (NAC) - Ward No.3,Cuttack,14,Cuttack,
88,88 Banki,,,BankI (NAC),,,,Banki (NAC) - Ward No.4,Cuttack,14,Cuttack,
88,88 Banki,,,BankI (NAC),,,,Banki (NAC) - Ward No.5,Cuttack,14,Cuttack,
88,88 Banki,,,BankI (NAC),,,,Banki (NAC) - Ward No.6,Cuttack,14,Cuttack,
88,88 Banki,,,BankI (NAC),,,,Banki (NAC) - Ward No.7,Cuttack,14,Cuttack,
88,88 Banki,,,BankI (NAC),,,,Banki (NAC) - Ward No.8,Cuttack,14,Cuttack,
88,88 Banki,,,BankI (NAC),,,,Banki (NAC) - Ward No.9,Cuttack,14,Cuttack,
88,88 Banki,Barang,Narajmarthapur,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Barang,Ramdaspur,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Barang,Madhupur,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Barang,Belagachhia,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Barang,Dadhapatana,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Barang,Kunheipada,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Barang,Mundali,,,,,,Cuttack,14,Cuttack,
88,88 Banki,Barang,Sribantapur,,,,,,Cuttack,14,Cuttack,
89,89 Athagarh,Athagarh,Anantapur,,,,,,Cuttack,14,Cuttack,"AC consists of the entire blocks of Athagarh and Tigiria, parts of Tangi-
Choudwar and Athagarh NAC."
89,89 Athagarh,Athagarh,Badabhuin,,,,,,Cuttack,14,Cuttack,
89,89 Athagarh,Athagarh,Bentapada,,,,,,Cuttack,14,Cuttack,
89,89 Athagarh,Athagarh,Bhogara,,,,,,Cuttack,14,Cuttack,
89,89 Athagarh,Athagarh,Chhagaon,,,,,,Cuttack,14,Cuttack,
89,89 Athagarh,Athagarh,Dhaipur,,,,,,Cuttack,14,Cuttack,
89,89 Athagarh,Athagarh,Dhurusia,,,,,,Cuttack,14,Cuttack,
89,89 Athagarh,Athagarh,Dlabhaga,,,,,,Cuttack,14,Cuttack,
89,89 Athagarh,Athagarh,Dorada,,,,,,Cuttack,14,Cuttack,
89,89 Athagarh,Athagarh,Ghantikhala,,,,,,Cuttack,14,Cuttack,
89,89 Athagarh,Athagarh,Gobara,,,,,,Cuttack,14,Cuttack,
89,89 Athagarh,Athagarh,Gurudijhata,,,,,,Cuttack,14,Cuttack,
89,89 Athagarh,Athagarh,Ichhapur,,,,,,Cuttack,14,Cuttack,
89,89 Athagarh,Athagarh,Jenapadadesh,,,,,,Cuttack,14,Cuttack,
89,89 Athagarh,Athagarh,Joranda,,,,,,Cuttack,14,Cuttack,
89,89 Athagarh,Athagarh,Kandarpur,,,,,,Cuttack,14,Cuttack,
89,89 Athagarh,Athagarh,Katakiasahi,,,,,,Cuttack,14,Cuttack,
89,89 Athagarh,Athagarh,Khandarei,,,,,,Cuttack,14,Cuttack,
89,89 Athagarh,Athagarh,Khuntakata,,,,,,Cuttack,14,Cuttack,
89,89 Athagarh,Athagarh,Khuntuni,,,,,,Cuttack,14,Cuttack,
89,89 Athagarh,Athagarh,Kulailo,,,,,,Cuttack,14,Cuttack,
89,89 Athagarh,Athagarh,Kumarpur,,,,,,Cuttack,14,Cuttack,
89,89 Athagarh,Athagarh,Kuspangi,,,,,,Cuttack,14,Cuttack,
89,89 Athagarh,Athagarh,Mahakalnbasta,,,,,,Cuttack,14,Cuttack,
89,89 Athagarh,Athagarh,Mancheaswar,,,,,,Cuttack,14,Cuttack,
89,89 Athagarh,Athagarh,Megha,,,,,,Cuttack,14,Cuttack,
89,89 Athagarh,Athagarh,Oranda,,,,,,Cuttack,14,Cuttack,
89,89 Athagarh,Athagarh,Radhagovindapur,,,,,,Cuttack,14,Cuttack,
